customer_id,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,lifetime_revenue,txn_count,total_tickets,customer_health_score,is_churned
C001487,Mid-Market,North America,Free,Organic,24,0.0,1228,11.0,1,41.0,0.556,0,97.01,23,2,64.1,0
C001488,SMB,LATAM,Enterprise,Paid Search,8,1071.93,1459,20.0,2,42.0,0.505,0,30644.93,28,2,69.2,0
C001489,Startup,North America,Business,Paid Search,5,443.4,1302,2.0,1,66.5,0.622,1,11711.05,28,1,58.6,0
C001490,Startup,North America,Starter,Organic,7,47.53,734,7.0,1,47.1,0.523,1,571.3199999999999,13,1,58.2,0
C001491,Startup,APAC,Pro,Paid Search,3,159.04,1067,21.0,3,4.3,0.163,1,2597.48,17,3,52.6,0
C001492,SMB,North America,Free,Paid Search,10,0.0,761,25.0,0,40.1,0.678,0,111.5,20,0,81.7,0
C001493,Enterprise,North America,Pro,Partner,306,169.97,1419,0.0,1,49.6,0.33,0,5917.39,35,2,48.4,0
C001494,Mid-Market,North America,Starter,Referral,24,52.09,984,21.0,1,66.6,0.659,2,1359.08,26,2,74.7,0
C001495,Mid-Market,Europe,Starter,Paid Search,62,45.26,874,1.0,2,31.1,0.436,0,855.8,17,3,49.1,0
C001496,Enterprise,LATAM,Starter,Sales,83,49.62,844,24.0,1,31.4,0.786,0,836.91,18,2,81.6,0
C001497,Enterprise,APAC,Starter,Paid Search,302,61.51,672,7.0,0,62.0,0.499,2,1074.55,16,0,58.4,0
C001498,SMB,Europe,Pro,Paid Search,14,153.43,344,10.0,1,39.5,0.401,0,1494.46,10,1,58.4,0
C001499,Mid-Market,LATAM,Starter,Partner,48,49.91,792,20.0,0,-5.0,0.186,1,868.81,17,0,55.9,0
C001500,Mid-Market,Europe,Pro,Partner,69,138.57,258,23.0,0,-10.3,0.163,0,981.56,7,0,59.4,0
C001501,SMB,APAC,Pro,Organic,21,152.1,703,11.0,2,81.0,0.717,1,1471.9,11,3,69.4,0
C001502,Mid-Market,North America,Pro,Sales,64,147.99,1088,8.0,4,-7.8,0.483,2,2183.43,16,4,45.9,0
C001503,Startup,Europe,Pro,Sales,2,153.23,1133,27.0,0,30.8,0.335,0,4008.7,26,1,72.2,0
C001504,Mid-Market,North America,Starter,Organic,29,55.36,999,27.0,4,57.1,0.293,0,1432.23,26,4,67.6,0
C001505,SMB,North America,Free,Partner,23,0.0,606,6.5,1,-9.1,0.751,0,47.1,10,1,60.9,1
C001506,Mid-Market,APAC,Business,Referral,30,453.51,1114,0.0,2,8.0,0.595,1,7700.45,17,2,48.6,1
C001507,SMB,North America,Business,Sales,5,354.11,153,27.0,2,3.8,0.618,1,1255.59,3,2,73.0,0
C001508,Mid-Market,Europe,Enterprise,Partner,21,1344.4,774,17.0,0,80.0,0.175,0,20912.64,15,0,63.4,0
C001509,Mid-Market,APAC,Enterprise,Organic,24,1144.91,226,15.0,0,85.5,0.193,0,4630.52,4,0,62.7,0
C001510,SMB,North America,Pro,Partner,17,150.43,483,3.0,1,16.6,0.103,0,1662.74,11,1,40.9,0
C001511,Mid-Market,Europe,Business,Organic,42,380.48,984,27.0,1,49.5,0.599,0,10812.62,26,2,80.5,0
C001512,Mid-Market,APAC,Starter,Partner,31,53.25,1134,20.0,1,42.7,0.657,1,1375.29,25,2,73.3,0
C001513,Startup,APAC,Business,Partner,7,451.96,397,6.0,1,28.0,0.502,0,3113.9,7,2,56.7,0
C001514,Enterprise,North America,Enterprise,Partner,332,1363.65,988,10.0,1,-5.7,0.287,0,26119.04,19,1,50.5,0
C001515,SMB,LATAM,Business,Organic,9,467.86,1107,9.0,0,92.7,0.649,1,6815.39,15,0,69.8,0
C001516,SMB,APAC,Starter,Paid Search,11,44.21,130,24.0,2,-10.4,0.196,0,156.26,4,2,58.3,0
C001517,Mid-Market,Europe,Starter,Partner,32,50.18,770,13.0,1,40.3,0.379,0,325.44,7,1,60.5,0
C001518,SMB,North America,Starter,Paid Search,22,50.19,1391,24.0,0,18.8,0.604,0,1520.84,31,0,76.4,0
C001519,Enterprise,APAC,Starter,Organic,221,51.35,753,19.0,4,60.2,0.575,0,240.31,5,4,69.2,0
C001520,SMB,APAC,Business,Organic,23,414.3,802,10.0,0,56.1,0.304,0,6475.3,16,0,58.7,0
C001521,Mid-Market,North America,Pro,Referral,77,165.46,225,11.0,2,10.5,0.138,0,640.59,4,2,47.0,0
C001522,Mid-Market,LATAM,Starter,Paid Search,28,47.5,443,22.0,1,15.2,0.48,1,419.0,9,1,67.1,0
C001523,Mid-Market,LATAM,Pro,Partner,28,144.75,1187,13.0,1,-3.8,0.456,1,2767.37,19,1,56.4,0
C001524,Startup,Europe,Starter,Paid Search,6,45.44,1245,19.0,0,39.9,0.361,0,981.04,21,0,66.8,0
C001525,SMB,APAC,Pro,Referral,21,148.6,597,3.0,1,52.8,0.208,0,1926.8400000000001,12,1,47.7,0
C001526,Startup,Europe,Starter,Paid Search,4,52.78,1393,11.0,3,24.0,0.329,0,1605.15,31,3,52.6,0
C001527,SMB,APAC,Pro,Organic,15,157.95,1004,16.0,0,28.9,0.4,0,3297.34,19,0,64.2,0
C001528,SMB,APAC,Pro,Organic,18,147.7,1263,9.0,1,82.7,0.435,0,3464.59,23,2,62.9,0
C001529,SMB,North America,Business,Organic,20,481.69,1431,23.0,2,58.4,0.742,0,17436.28,36,2,80.6,0
C001530,Startup,North America,Business,Referral,4,428.35,147,5.0,2,68.7,0.494,1,827.3599999999999,2,4,56.2,0
C001531,SMB,North America,Starter,Partner,4,47.08,1332,23.0,2,-21.1,0.106,0,1299.09,26,2,53.6,0
C001532,Mid-Market,LATAM,Pro,Referral,49,138.78,1447,1.0,0,48.7,0.527,0,3344.75,26,0,56.6,0
C001533,SMB,North America,Starter,Referral,9,47.19,126,5.4,2,41.3,0.485,0,28.36,1,2,55.5,1
C001534,SMB,APAC,Pro,Referral,12,156.08,1191,14.0,1,3.7,0.14,0,4146.45,26,1,50.6,0
C001535,Mid-Market,Europe,Pro,Sales,74,147.6,293,7.0,2,8.9,0.377,0,1008.25,8,2,50.4,0
C001536,Mid-Market,North America,Pro,Partner,60,152.71,1416,15.0,0,29.5,0.23,1,3239.53,23,2,56.2,0
C001537,Mid-Market,LATAM,Enterprise,Organic,55,1486.55,1241,25.0,5,1.5,0.505,1,26238.73,18,5,63.1,0
C001538,Startup,Europe,Starter,Organic,2,56.62,1302,12.0,0,15.0,0.547,0,1176.98,21,0,63.6,0
C001539,Mid-Market,North America,Business,Partner,56,432.52,451,15.0,2,23.5,0.214,0,2944.5099999999998,7,2,54.2,0
C001540,Startup,North America,Starter,Referral,5,55.9,574,26.0,1,49.3,0.723,0,1001.81,17,1,83.3,0
C001541,SMB,North America,Pro,Partner,23,148.03,781,25.0,1,17.3,0.399,0,1406.35,11,1,69.5,0
C001542,SMB,North America,Business,Paid Search,5,443.78,1115,0.0,1,23.8,0.354,0,9846.13,22,1,46.5,0
C001543,Mid-Market,North America,Pro,Referral,26,177.67,1333,20.0,0,60.6,0.158,1,3899.97,23,0,61.7,0
C001544,Startup,Europe,Business,Paid Search,3,451.04,647,23.0,1,-9.1,0.234,1,5854.68,12,1,58.1,0
C001545,SMB,North America,Business,Organic,23,441.28,1131,26.0,0,40.7,0.276,0,11716.78,26,1,70.6,0
C001546,Mid-Market,North America,Starter,Referral,73,58.45,617,22.0,3,44.7,0.013,0,525.9399999999999,9,3,55.0,0
C001547,Mid-Market,North America,Enterprise,Partner,17,1081.64,477,2.0,0,45.4,0.539,0,11118.99,11,0,57.5,0
C001548,Mid-Market,Europe,Enterprise,Organic,59,1253.67,246,21.0,3,22.5,0.14,0,3434.68,3,4,55.7,0
C001549,Mid-Market,LATAM,Starter,Paid Search,72,57.49,754,23.0,2,8.4,0.215,0,885.12,15,2,59.8,0
C001550,SMB,North America,Free,Partner,16,0.0,1454,14.0,3,73.0,0.629,0,146.57,31,6,69.2,0
C001551,Startup,North America,Starter,Paid Search,6,46.12,1059,0.0,2,13.6,0.585,1,1183.52,25,2,48.9,0
C001552,SMB,Europe,Business,Organic,11,453.28,240,5.0,1,7.1,0.058,0,777.28,2,1,40.4,0
C001553,SMB,LATAM,Enterprise,Partner,22,1317.51,698,7.0,0,35.5,0.569,1,23970.06,18,0,59.9,0
C001554,SMB,APAC,Business,Partner,13,423.1,575,24.0,2,16.5,0.202,0,3814.7,9,3,61.1,0
C001555,Startup,APAC,Starter,Organic,1,47.28,806,0.8,0,61.3,0.525,0,481.14,10,1,57.6,1
C001556,Startup,LATAM,Free,Paid Search,4,0.0,1228,20.0,0,28.4,0.221,0,73.39999999999999,19,1,62.3,0
C001557,Mid-Market,Europe,Pro,Partner,65,179.1,178,5.0,0,64.5,0.245,1,927.99,5,1,51.3,0
C001558,Startup,LATAM,Starter,Paid Search,6,46.33,355,23.0,0,46.2,0.4,0,605.9300000000001,14,0,72.2,0
C001559,Mid-Market,North America,Free,Paid Search,35,0.0,37,0.0,0,25.3,0.369,0,0.0,2,1,48.6,1
C001560,Startup,APAC,Free,Paid Search,2,0.0,237,6.0,1,62.9,0.25,1,36.0,3,3,50.6,0
C001561,Startup,APAC,Starter,Paid Search,4,46.48,1044,1.0,1,18.7,0.484,0,995.18,20,1,50.8,1
C001562,SMB,LATAM,Starter,Referral,19,51.11,1097,15.0,1,27.0,0.404,0,1101.34,22,1,61.7,0
C001563,Mid-Market,Europe,Business,Paid Search,37,457.86,1105,10.4,0,48.2,0.631,0,7588.58,16,0,68.0,1
C001564,SMB,APAC,Starter,Sales,5,46.65,147,11.0,1,40.7,0.587,0,234.08,5,1,65.0,0
C001565,Enterprise,North America,Starter,Paid Search,453,48.28,664,14.0,1,18.2,0.071,0,453.2,10,1,50.0,0
C001566,SMB,Europe,Pro,Partner,10,155.45,811,17.0,2,-3.4,0.603,0,1852.06,13,3,64.9,0
C001567,Mid-Market,North America,Enterprise,Paid Search,68,1320.39,76,12.0,0,34.5,0.034,0,3143.88,2,1,50.2,0
C001568,SMB,Europe,Business,Referral,23,444.3,598,6.5,2,16.8,0.455,0,6308.6900000000005,14,3,53.1,1
C001569,Startup,Europe,Pro,Sales,5,152.07,160,7.0,1,35.7,0.745,0,849.94,5,1,65.7,0
C001570,Mid-Market,North America,Business,Paid Search,22,409.68,52,4.0,1,24.5,0.987,0,1080.21,3,2,69.1,0
C001571,Mid-Market,North America,Pro,Paid Search,40,143.39,1347,5.0,2,17.1,0.361,0,4305.99,28,2,49.0,0
C001572,SMB,North America,Pro,Sales,21,148.73,944,4.0,2,28.3,0.311,1,3969.23,26,2,45.7,0
C001573,SMB,Europe,Pro,Sales,20,146.14,411,1.0,0,33.2,0.73,0,1684.97,11,1,61.1,0
C001574,Mid-Market,Europe,Pro,Sales,78,144.16,298,1.0,1,52.4,0.098,0,859.7,6,1,42.6,0
C001575,Enterprise,APAC,Pro,Organic,250,188.04,1248,1.0,3,45.6,0.455,0,5024.35,26,3,49.6,0
C001576,SMB,North America,Starter,Organic,20,47.05,1005,1.0,1,87.4,0.538,0,0.0,0,2,59.3,1
C001577,SMB,APAC,Starter,Paid Search,4,51.67,677,17.0,1,38.5,0.694,0,729.95,15,1,73.3,0
C001578,SMB,APAC,Starter,Referral,6,49.42,318,6.0,1,18.2,0.565,0,200.04,4,1,57.6,0
C001579,Mid-Market,North America,Starter,Organic,20,52.73,1299,16.0,1,30.8,0.423,0,1066.98,23,1,63.6,0
C001580,SMB,North America,Pro,Paid Search,11,160.39,601,2.0,1,49.2,0.476,0,2019.73,13,1,54.5,0
C001581,Mid-Market,Europe,Pro,Partner,78,163.0,1037,22.0,3,60.1,0.436,0,3512.18,22,4,69.2,0
C001582,Mid-Market,North America,Free,Organic,31,0.0,1151,9.0,1,68.5,0.498,0,199.19,28,2,63.3,0
C001583,SMB,North America,Starter,Referral,22,49.58,723,12.0,2,9.6,0.525,0,621.59,13,4,59.4,0
C001584,Mid-Market,North America,Starter,Organic,47,47.57,868,18.0,1,67.0,0.261,0,816.33,16,2,64.1,0
C001585,SMB,North America,Pro,Referral,12,152.56,551,27.0,1,33.8,0.177,0,1109.46,7,1,66.3,0
C001586,Startup,North America,Starter,Paid Search,6,48.8,1006,22.0,1,11.8,0.587,0,899.5,19,1,71.9,0
C001587,SMB,North America,Free,Partner,22,0.0,283,11.0,3,29.9,0.423,1,0.0,4,3,54.0,0
C001588,SMB,APAC,Free,Paid Search,16,0.0,1349,9.0,2,65.3,0.548,0,147.49,23,2,63.0,0
C001589,Enterprise,Europe,Pro,Organic,468,171.23,228,9.0,1,46.4,0.433,0,843.04,5,2,59.2,0
C001590,Mid-Market,Europe,Starter,Paid Search,20,59.62,1418,2.0,1,4.7,0.448,1,2113.68,35,1,47.2,0
C001591,Enterprise,Europe,Pro,Referral,333,187.66,408,9.0,1,4.9,0.262,0,1792.37,10,2,49.9,0
C001592,SMB,Europe,Pro,Paid Search,19,167.1,965,21.0,0,4.2,0.27,0,2250.1,13,1,62.3,0
C001593,Startup,North America,Enterprise,Organic,3,1195.14,912,7.0,2,16.7,0.765,0,12484.95,11,3,62.9,0
C001594,Mid-Market,North America,Pro,Referral,44,171.27,1433,10.0,2,36.9,0.566,0,5870.74,36,3,61.6,0
C001595,Mid-Market,North America,Free,Organic,71,0.0,456,1.0,0,6.8,0.714,0,52.489999999999995,12,0,58.0,0
C001596,Mid-Market,Europe,Starter,Paid Search,29,53.0,1224,3.4,2,24.3,0.259,1,790.8199999999999,14,3,43.2,1
C001597,SMB,Europe,Business,Paid Search,4,392.46,518,1.0,0,70.1,0.235,0,1471.23,4,2,50.0,0
C001598,SMB,North America,Starter,Paid Search,23,44.5,423,13.0,0,75.4,0.38,0,335.42,9,1,65.5,0
C001599,SMB,Europe,Enterprise,Organic,8,1255.06,252,8.0,4,73.8,0.301,1,6974.9400000000005,5,4,50.6,0
C001600,Startup,LATAM,Pro,Organic,6,135.9,448,27.0,3,-9.9,0.406,0,1840.18,13,4,65.8,0
C001601,Mid-Market,North America,Free,Organic,33,0.0,1029,16.0,0,76.8,0.719,0,104.78999999999999,20,0,78.5,0
C001602,SMB,Europe,Starter,Paid Search,20,53.9,404,5.7,2,37.3,0.292,0,187.56,3,2,49.6,1
C001603,SMB,Europe,Enterprise,Partner,9,1171.57,279,15.0,1,36.9,0.378,0,2434.43,2,1,61.9,0
C001604,Mid-Market,APAC,Enterprise,Partner,64,1192.48,1007,26.0,3,60.7,0.577,0,20007.19,17,3,77.1,0
C001605,Startup,APAC,Business,Organic,6,425.57,1283,5.0,2,52.6,0.559,2,10504.43,24,2,54.5,0
C001606,Enterprise,APAC,Starter,Organic,198,47.25,188,3.5,1,-11.7,0.74,0,110.44,3,2,57.7,1
C001607,SMB,North America,Business,Partner,20,477.7,1249,15.0,2,19.7,0.532,0,10885.77,24,2,63.3,0
C001608,SMB,Europe,Starter,Paid Search,14,59.14,611,2.0,2,25.8,0.305,0,761.08,14,3,45.5,0
C001609,Startup,APAC,Starter,Referral,4,58.0,1123,14.0,2,1.7,0.416,0,1520.79,26,2,57.2,0
C001610,SMB,North America,Pro,Organic,19,134.56,1280,4.0,2,59.9,0.279,0,4308.55,32,2,49.9,0
C001611,Mid-Market,LATAM,Enterprise,Organic,58,1104.09,350,24.0,1,71.0,0.428,0,7463.47,6,1,74.9,0
C001612,Startup,North America,Starter,Paid Search,1,43.77,1255,21.0,2,34.7,0.41,2,1265.21,30,2,62.5,0
C001613,SMB,Europe,Pro,Partner,21,178.01,502,1.0,2,42.5,0.249,0,1612.93,9,2,44.6,0
C001614,SMB,Europe,Starter,Paid Search,9,56.94,469,15.0,1,34.7,0.341,2,549.18,10,2,56.6,0
C001615,SMB,Europe,Starter,Organic,9,43.84,1374,5.0,2,37.5,0.216,0,1097.14,27,2,46.7,0
C001616,Mid-Market,APAC,Free,Organic,29,0.0,1213,16.0,3,62.9,0.409,0,89.61,17,3,63.3,0
C001617,SMB,North America,Business,Partner,19,397.97,325,15.0,1,-9.1,0.711,0,1256.33,3,1,67.3,0
C001618,Startup,Europe,Free,Organic,2,0.0,735,27.0,1,47.2,0.439,0,65.41,17,1,75.5,0
C001619,Mid-Market,Europe,Pro,Partner,24,134.88,1287,4.0,1,35.3,0.636,1,3504.67,26,1,57.7,0
C001620,SMB,APAC,Starter,Organic,4,44.23,42,7.6,2,17.2,0.661,1,45.86,1,2,58.3,1
C001621,Startup,Europe,Pro,Paid Search,2,160.41,1082,27.0,0,22.4,0.381,1,2943.41,19,0,70.8,0
C001622,SMB,LATAM,Starter,Organic,5,52.14,1455,3.0,2,80.8,0.381,0,1915.04,36,3,54.2,0
C001623,Startup,APAC,Starter,Sales,6,48.67,139,7.0,2,1.8,0.374,1,268.26,5,3,47.6,0
C001624,Mid-Market,North America,Pro,Organic,40,147.82,1437,20.0,1,30.8,0.14,0,4508.37,29,2,58.6,0
C001625,Startup,APAC,Pro,Organic,5,153.16,669,3.0,1,75.7,0.243,2,2215.11,14,1,47.0,0
C001626,Mid-Market,LATAM,Enterprise,Referral,36,1340.13,40,5.0,1,3.2,0.535,0,4221.09,3,1,54.3,0
C001627,SMB,North America,Starter,Organic,5,47.78,634,26.0,0,23.6,0.237,0,554.92,11,1,67.7,0
C001628,SMB,Europe,Pro,Organic,6,137.75,624,16.0,1,36.1,0.395,0,842.29,6,1,63.2,0
C001629,SMB,North America,Enterprise,Organic,7,1406.38,905,1.0,1,45.3,0.496,0,21333.16,16,2,53.8,0
C001630,Startup,Europe,Starter,Partner,4,44.75,1279,23.0,1,33.0,0.535,0,1066.54,26,1,73.4,0
C001631,SMB,North America,Business,Paid Search,24,467.82,642,14.0,1,12.6,0.583,1,7128.74,16,1,62.8,0
C001632,SMB,APAC,Enterprise,Referral,21,1298.16,177,13.0,2,46.2,0.404,1,3740.54,3,2,58.3,0
C001633,SMB,Europe,Business,Referral,17,418.2,1330,27.0,1,32.5,0.562,0,10917.23,27,2,77.7,0
C001634,SMB,Europe,Pro,Paid Search,6,143.45,202,8.0,1,50.7,0.203,0,806.5899999999999,6,1,51.8,0
C001635,SMB,North America,Pro,Organic,12,166.04,867,10.0,4,58.1,0.181,1,2740.54,16,4,47.2,0
C001636,Enterprise,APAC,Pro,Referral,266,165.2,694,16.0,0,-2.2,0.3,0,2100.17,14,0,58.1,0
C001637,SMB,Europe,Pro,Referral,5,135.95,1224,6.0,0,60.8,0.536,0,2860.01,22,1,62.5,0
C001638,Startup,Europe,Enterprise,Referral,5,1362.77,571,3.0,1,28.6,0.531,0,15860.83,11,3,55.0,0
C001639,SMB,North America,Starter,Organic,19,54.82,1200,3.0,2,55.6,0.319,0,1488.58,28,4,49.8,0
C001640,SMB,North America,Business,Partner,20,457.57,1070,8.0,0,47.3,0.505,0,11297.61,26,0,62.0,0
C001641,Mid-Market,Europe,Pro,Referral,55,147.86,429,2.0,1,81.4,0.508,0,1290.04,8,1,58.7,0
C001642,SMB,LATAM,Starter,Sales,13,48.82,1388,14.0,1,35.2,0.587,0,1354.59,29,1,67.1,0
C001643,Enterprise,North America,Pro,Organic,498,158.89,821,27.0,2,24.9,0.204,0,2175.66,15,3,64.7,0
C001644,Mid-Market,Europe,Business,Referral,42,385.36,610,7.0,0,22.2,0.189,0,4864.7300000000005,14,1,49.1,0
C001645,SMB,North America,Pro,Partner,20,176.2,1272,1.0,1,9.1,0.242,1,5396.04,29,3,40.6,0
C001646,Mid-Market,APAC,Business,Referral,67,415.27,1039,1.0,4,55.2,0.189,0,5532.83,13,4,41.1,0
C001647,Enterprise,North America,Starter,Partner,316,51.49,969,2.2,2,7.5,0.316,2,1080.7,19,3,40.2,1
C001648,SMB,Europe,Enterprise,Referral,8,1243.41,512,16.0,2,55.0,0.17,1,8631.12,7,2,54.9,0
C001649,SMB,North America,Pro,Paid Search,22,180.02,64,13.0,1,29.4,0.636,2,230.69,1,1,63.1,0
C001650,SMB,North America,Business,Organic,19,405.86,265,11.0,1,-9.1,0.386,0,828.55,3,1,54.0,0
C001651,Mid-Market,North America,Starter,Paid Search,20,58.69,1189,21.0,1,72.2,0.673,0,1097.52,19,2,79.7,0
C001652,SMB,North America,Starter,Referral,14,58.36,1435,10.0,4,-49.4,0.306,0,1590.97,27,5,42.2,0
C001653,SMB,Europe,Enterprise,Organic,3,1166.88,1386,17.0,1,33.0,0.712,0,32855.7,28,2,73.3,0
C001654,SMB,LATAM,Free,Partner,12,0.0,609,27.0,2,40.8,0.638,0,37.67999999999999,14,4,79.3,0
C001655,SMB,Europe,Starter,Sales,15,53.93,1237,4.0,0,-22.7,0.161,0,1608.52,29,0,41.1,0
C001656,Enterprise,LATAM,Business,Sales,59,403.94,1130,3.0,1,46.0,0.578,2,9601.86,21,2,54.1,0
C001657,Startup,Europe,Business,Partner,3,470.66,249,6.0,2,18.3,0.7,1,1561.17,4,2,58.2,0
C001658,Enterprise,North America,Business,Referral,380,459.38,211,1.2,2,28.8,0.853,1,1713.98,3,2,59.5,1
C001659,SMB,North America,Business,Organic,4,438.38,261,15.0,0,68.6,0.201,1,3550.4700000000003,7,0,59.3,1
C001660,Mid-Market,Europe,Enterprise,Paid Search,42,1364.1,1098,5.6,0,38.6,0.197,1,24210.47,18,0,47.8,1
C001661,SMB,North America,Pro,Paid Search,23,145.32,574,15.0,2,26.2,0.443,0,2301.79,15,2,61.3,0
C001662,Mid-Market,APAC,Pro,Referral,21,162.66,587,3.0,1,30.7,0.567,1,2397.98,16,2,54.3,0
C001663,Startup,Europe,Business,Organic,3,454.85,1196,23.0,0,79.4,0.585,2,14183.6,32,0,77.0,0
C001664,Mid-Market,Europe,Pro,Organic,15,169.64,669,25.0,0,45.1,0.145,0,3046.0299999999997,19,0,66.2,0
C001665,SMB,Europe,Free,Partner,3,0.0,709,3.9,2,12.9,0.155,0,6.78,1,2,41.4,1
C001666,Mid-Market,North America,Starter,Paid Search,78,53.97,894,18.0,0,22.8,0.206,1,1148.37,21,1,57.5,0
C001667,Enterprise,Europe,Pro,Referral,167,171.24,386,17.0,2,5.2,0.094,0,1656.49,11,3,50.5,0
C001668,SMB,North America,Business,Paid Search,12,403.29,492,14.0,0,23.7,0.095,0,5329.2699999999995,14,0,52.7,0
C001669,SMB,North America,Pro,Referral,19,150.01,699,9.0,1,75.2,0.287,0,2214.72,15,1,57.7,0
C001670,SMB,North America,Business,Paid Search,4,405.64,423,7.0,0,30.8,0.472,0,2405.14,6,2,58.5,0
C001671,Startup,North America,Business,Referral,6,476.54,369,7.0,2,1.6,0.408,0,1596.21,3,2,50.6,0
C001672,SMB,Europe,Starter,Referral,7,54.1,650,10.0,0,45.8,0.296,0,923.34,17,0,57.4,0
C001673,Startup,North America,Pro,Organic,2,135.52,1078,21.0,0,25.2,0.087,1,2931.24,22,1,56.9,0
C001674,Mid-Market,North America,Pro,Paid Search,37,141.84,376,23.0,2,49.0,0.641,0,1324.75,9,2,76.7,0
C001675,SMB,LATAM,Starter,Sales,7,45.47,434,3.0,1,28.9,0.655,0,283.94,7,2,58.7,0
C001676,SMB,LATAM,Pro,Organic,14,175.05,54,1.0,2,71.1,0.24,0,405.07,2,2,47.2,0
C001677,SMB,Europe,Pro,Partner,4,137.42,1246,13.0,1,12.2,0.641,1,3078.4700000000003,23,1,63.6,0
C001678,Startup,Europe,Business,Organic,6,408.44,861,21.0,1,5.9,0.728,0,5575.37,13,1,74.7,0
C001679,SMB,APAC,Pro,Referral,20,164.87,139,15.0,1,58.4,0.576,0,565.61,3,3,70.0,0
C001680,Startup,North America,Free,Organic,3,0.0,725,23.0,1,-15.1,0.456,1,68.39,13,2,64.2,0
C001681,SMB,Europe,Pro,Partner,9,147.57,113,19.0,1,30.7,0.514,1,677.21,4,3,67.0,0
C001682,Mid-Market,North America,Business,Partner,30,392.03,1443,19.0,0,55.0,0.192,0,9358.89,26,0,63.2,0
C001683,SMB,Europe,Pro,Organic,19,139.14,1410,15.0,1,-19.9,0.262,0,3890.3,28,1,52.8,0
C001684,SMB,LATAM,Starter,Paid Search,11,44.96,322,1.0,1,36.6,0.241,1,125.66,3,2,43.3,0
C001685,Startup,APAC,Enterprise,Referral,7,1119.25,948,5.0,1,-2.4,0.782,2,25664.13,23,1,57.2,0
C001686,Startup,LATAM,Starter,Partner,4,53.39,717,20.0,0,-11.1,0.239,0,776.55,13,1,58.9,0
C001687,Enterprise,APAC,Starter,Sales,65,46.25,848,5.2,0,8.4,0.85,0,559.38,11,0,66.0,1
C001688,Mid-Market,Europe,Starter,Referral,17,54.15,877,20.0,1,30.4,0.726,0,925.38,17,1,76.2,0
C001689,Enterprise,APAC,Business,Partner,404,495.0,117,9.0,3,17.4,0.64,0,1127.45,2,3,59.5,0
C001690,SMB,Europe,Business,Partner,12,421.73,1326,0.0,1,62.7,0.714,0,9220.5,24,3,61.2,0
C001691,Enterprise,Europe,Free,Sales,320,0.0,356,18.0,1,37.1,0.525,0,32.22,7,1,69.0,0
C001692,SMB,North America,Business,Paid Search,7,411.2,188,9.4,3,22.8,0.256,0,2386.48,5,3,48.9,1
C001693,SMB,Europe,Pro,Paid Search,8,154.16,520,3.6,2,2.3,0.128,1,304.99,2,3,37.3,1
C001694,Startup,North America,Business,Referral,2,366.0,896,3.0,3,40.6,0.286,0,10320.99,29,3,45.8,0
C001695,Mid-Market,Europe,Enterprise,Sales,35,1337.71,1232,11.0,0,86.5,0.163,1,40904.56,31,1,56.4,0
C001696,SMB,North America,Business,Paid Search,8,449.11,484,26.0,0,17.4,0.718,2,7211.79,16,1,77.5,0
C001697,Enterprise,Europe,Starter,Organic,253,49.55,790,4.9,0,20.4,0.338,2,939.9,19,0,47.6,1
C001698,Startup,North America,Starter,Partner,5,52.48,1247,1.0,1,8.5,0.291,1,1147.0,21,1,42.0,0
C001699,Mid-Market,North America,Enterprise,Referral,50,1261.44,946,21.0,2,64.6,0.307,1,18211.32,14,2,64.4,0
C001700,Enterprise,Europe,Pro,Paid Search,161,187.9,85,6.0,1,58.2,0.697,1,197.88,1,2,63.6,0
C001701,Mid-Market,North America,Pro,Referral,55,140.45,1081,1.0,0,23.8,0.06,0,2566.54,19,1,40.1,0
C001702,Startup,LATAM,Enterprise,Paid Search,6,1206.31,1205,19.0,1,20.0,0.487,0,25425.579999999998,20,1,67.1,0
C001703,Enterprise,Europe,Business,Paid Search,242,431.26,485,9.0,0,11.4,0.528,2,3477.57,8,1,56.0,0
C001704,SMB,North America,Pro,Partner,14,155.55,1175,3.0,2,27.8,0.148,0,4145.5,27,3,41.9,0
C001705,SMB,North America,Business,Paid Search,13,395.17,145,1.0,1,60.5,0.363,0,448.54,1,2,51.3,0
C001706,SMB,APAC,Free,Referral,20,0.0,232,5.0,1,36.0,0.212,1,17.009999999999998,5,2,45.9,0
C001707,Mid-Market,Europe,Business,Organic,40,409.68,54,4.0,0,67.2,0.374,0,421.03,1,1,56.5,0
C001708,Enterprise,Europe,Enterprise,Referral,401,1207.33,156,0.0,1,17.0,0.652,1,4916.93,4,2,52.8,0
C001709,SMB,North America,Free,Paid Search,24,0.0,1112,4.5,0,-22.8,0.337,0,158.48000000000002,24,1,46.8,1
C001710,Mid-Market,APAC,Starter,Sales,24,58.29,1157,23.0,3,100.0,0.427,0,1687.08,31,5,73.8,0
C001711,SMB,LATAM,Business,Referral,6,415.17,971,11.0,1,40.4,0.065,0,6783.02,16,1,49.3,0
C001712,Mid-Market,North America,Pro,Organic,53,174.48,789,1.0,1,54.5,0.147,2,4367.88,24,1,40.3,0
C001713,SMB,North America,Free,Sales,6,0.0,202,24.0,2,15.3,0.309,0,42.86,3,2,64.2,0
C001714,Enterprise,North America,Starter,Paid Search,163,60.95,412,17.0,0,0.9,0.116,0,840.2900000000001,14,0,53.7,0
