event_id,customer_id,opened_at,resolved_at,sla_due_at,status,reason,category,priority,channel,csat,resolved_hours,within_sla,created_at
E00002571,C001505,2024-09-27 19:24:00,2024-10-01 06:14:37,2024-09-30 19:24:00,resolved,How-to,How-to,low,chat,2,82.8,False,2024-09-27
E00002572,C001505,2024-10-10 17:47:00,2024-10-10 20:14:45,2024-10-11 01:47:00,resolved,How-to,How-to,critical,email,4,2.5,True,2024-10-10
E00002573,C001506,2023-02-20 21:02:00,,2023-02-22 21:02:00,pending,Outage,Outage,medium,email,,,,2023-02-20
E00002574,C001506,2023-09-04 19:23:00,2023-09-05 23:45:18,2023-09-07 19:23:00,resolved,Bug,Bug,low,phone,5,28.4,True,2023-09-04
E00002575,C001507,2025-07-31 16:28:00,,2025-08-01 16:28:00,escalated,How-to,How-to,high,chat,,,,2025-07-31
E00002576,C001507,2025-12-14 10:05:00,2025-12-14 14:39:34,2025-12-14 18:05:00,resolved,Bug,Bug,critical,chat,4,4.6,True,2025-12-14
E00002577,C001508,2023-12-07 06:27:00,2023-12-08 20:56:54,2023-12-09 06:27:00,resolved,Billing,Billing,medium,chat,4,38.5,True,2023-12-07
E00002578,C001510,2025-09-03 07:19:00,2025-09-05 17:02:44,2025-09-06 07:19:00,resolved,Outage,Outage,low,chat,5,57.7,True,2025-09-03
E00002579,C001510,2025-08-23 16:45:00,2025-08-28 07:25:03,2025-08-25 16:45:00,resolved,Feature Request,Feature Request,medium,email,4,110.7,False,2025-08-23
E00002580,C001511,2025-02-09 09:36:00,2025-02-09 11:28:34,2025-02-11 09:36:00,resolved,Bug,Bug,medium,chat,4,1.9,True,2025-02-09
E00002581,C001511,2023-05-21 21:42:00,2023-05-22 23:57:37,2023-05-24 21:42:00,resolved,How-to,How-to,low,portal,4,26.3,True,2023-05-21
E00002582,C001512,2023-01-02 11:03:00,,2023-01-05 11:03:00,pending,Bug,Bug,low,portal,,,,2023-01-02
E00002583,C001512,2024-10-10 00:53:00,2024-10-15 03:41:12,2024-10-13 00:53:00,resolved,Billing,Billing,low,phone,1,122.8,False,2024-10-10
E00002584,C001512,2023-05-26 11:30:00,2023-05-26 19:17:58,2023-05-28 11:30:00,resolved,Bug,Bug,medium,chat,4,7.8,True,2023-05-26
E00002585,C001513,2025-09-20 11:53:00,2025-09-20 12:52:28,2025-09-22 11:53:00,resolved,Outage,Outage,medium,chat,4,1.0,True,2025-09-20
E00002586,C001514,2023-05-22 21:07:00,,2023-05-23 05:07:00,pending,Bug,Bug,critical,chat,,,,2023-05-22
E00002587,C001516,2025-11-01 18:41:00,2025-11-02 17:34:37,2025-11-04 18:41:00,resolved,Feature Request,Feature Request,low,portal,4,22.9,True,2025-11-01
E00002588,C001516,2025-12-18 19:30:00,2025-12-19 10:40:04,2025-12-20 19:30:00,resolved,How-to,How-to,medium,portal,4,15.2,True,2025-12-18
E00002589,C001517,2024-09-15 00:26:00,2024-09-15 11:05:12,2024-09-16 00:26:00,resolved,How-to,How-to,high,chat,5,10.7,True,2024-09-15
E00002590,C001517,2025-08-06 09:18:00,2025-08-07 23:00:22,2025-08-09 09:18:00,resolved,How-to,How-to,low,email,4,37.7,True,2025-08-06
E00002591,C001517,2024-10-14 16:37:00,2024-10-17 20:49:42,2024-10-17 16:37:00,resolved,Feature Request,Feature Request,low,email,3,76.2,False,2024-10-14
E00002592,C001518,2025-08-20 06:53:00,2025-08-20 08:02:22,2025-08-20 14:53:00,resolved,Feature Request,Feature Request,critical,portal,5,1.2,True,2025-08-20
E00002593,C001519,2025-12-05 11:15:00,2025-12-06 01:16:33,2025-12-06 11:15:00,resolved,Outage,Outage,high,portal,4,14.0,True,2025-12-05
E00002594,C001519,2024-09-10 12:05:00,2024-09-11 10:16:27,2024-09-13 12:05:00,resolved,Feature Request,Feature Request,low,phone,4,22.2,True,2024-09-10
E00002595,C001519,2024-10-27 07:58:00,,2024-10-30 07:58:00,pending,Outage,Outage,low,email,,,,2024-10-27
E00002596,C001519,2024-03-26 06:06:00,2024-03-26 08:57:00,2024-03-27 06:06:00,resolved,How-to,How-to,high,phone,4,2.9,True,2024-03-26
E00002597,C001521,2025-10-27 08:32:00,2025-10-28 05:59:03,2025-10-30 08:32:00,resolved,How-to,How-to,low,email,3,21.5,True,2025-10-27
E00002598,C001521,2025-11-01 17:56:00,2025-11-04 10:01:58,2025-11-04 17:56:00,resolved,How-to,How-to,low,phone,4,64.1,True,2025-11-01
E00002599,C001522,2025-02-02 15:00:00,2025-02-06 12:29:18,2025-02-05 15:00:00,resolved,How-to,How-to,low,portal,3,93.5,False,2025-02-02
E00002600,C001522,2025-03-08 05:16:00,2025-03-09 00:09:03,2025-03-09 05:16:00,resolved,Outage,Outage,high,chat,4,18.9,True,2025-03-08
E00002601,C001523,2025-12-19 11:05:00,,2025-12-22 11:05:00,escalated,Billing,Billing,low,portal,,,,2025-12-19
E00002602,C001523,2023-04-24 00:38:00,2023-04-28 18:52:57,2023-04-26 00:38:00,resolved,Bug,Bug,medium,phone,2,114.2,False,2023-04-24
E00002603,C001524,2024-08-23 07:47:00,2024-08-24 15:45:22,2024-08-25 07:47:00,resolved,Feature Request,Feature Request,medium,portal,4,32.0,True,2024-08-23
E00002604,C001525,2024-10-17 12:26:00,2024-10-18 04:11:49,2024-10-19 12:26:00,resolved,Bug,Bug,medium,email,4,15.8,True,2024-10-17
E00002605,C001526,2023-11-23 08:23:00,2023-11-23 23:25:37,2023-11-24 08:23:00,resolved,Feature Request,Feature Request,high,email,4,15.0,True,2023-11-23
E00002606,C001526,2022-04-18 22:53:00,2022-04-19 05:50:44,2022-04-19 22:53:00,resolved,Feature Request,Feature Request,high,phone,4,7.0,True,2022-04-18
E00002607,C001526,2022-05-21 11:16:00,2022-05-22 05:48:53,2022-05-23 11:16:00,resolved,How-to,How-to,medium,chat,5,18.5,True,2022-05-21
E00002608,C001526,2023-10-06 02:21:00,2023-10-07 18:36:58,2023-10-08 02:21:00,resolved,Bug,Bug,medium,phone,3,40.3,True,2023-10-06
E00002609,C001526,2025-12-05 16:59:00,,2025-12-07 16:59:00,pending,Bug,Bug,medium,chat,,,,2025-12-05
E00002610,C001526,2025-04-30 07:15:00,,2025-05-02 07:15:00,pending,How-to,How-to,medium,email,,,,2025-04-30
E00002611,C001528,2022-07-23 17:33:00,2022-07-24 01:21:08,2022-07-24 17:33:00,resolved,Bug,Bug,high,email,4,7.8,True,2022-07-23
E00002612,C001528,2025-04-13 19:42:00,2025-04-14 16:37:20,2025-04-14 03:42:00,resolved,Outage,Outage,critical,email,2,20.9,False,2025-04-13
E00002613,C001529,2024-04-11 01:29:00,,2024-04-13 01:29:00,escalated,Bug,Bug,medium,phone,,,,2024-04-11
E00002614,C001529,2023-04-25 11:45:00,2023-04-27 06:44:54,2023-04-28 11:45:00,resolved,Billing,Billing,low,portal,5,43.0,True,2023-04-25
E00002615,C001530,2025-11-25 21:29:00,,2025-11-27 21:29:00,pending,Outage,Outage,medium,phone,,,,2025-11-25
E00002616,C001530,2025-09-30 03:08:00,2025-10-01 16:02:21,2025-10-03 03:08:00,resolved,Feature Request,Feature Request,low,email,5,36.9,True,2025-09-30
E00002617,C001531,2024-03-29 12:48:00,2024-04-06 22:09:19,2024-04-01 12:48:00,resolved,Feature Request,Feature Request,low,email,1,201.4,False,2024-03-29
E00002618,C001531,2023-06-01 17:31:00,2023-06-02 10:51:46,2023-06-03 17:31:00,resolved,Outage,Outage,medium,chat,5,17.3,True,2023-06-01
E00002619,C001533,2025-10-21 03:22:00,2025-10-22 18:59:56,2025-10-23 03:22:00,resolved,Bug,Bug,medium,chat,5,39.6,True,2025-10-21
E00002620,C001533,2025-10-30 03:25:00,2025-11-01 04:44:28,2025-10-31 03:25:00,resolved,Billing,Billing,high,email,1,49.3,False,2025-10-30
E00002621,C001533,2025-09-11 14:45:00,2025-09-19 12:33:05,2025-09-14 14:45:00,closed_unresolved,How-to,How-to,low,email,1,189.8,False,2025-09-11
E00002622,C001534,2025-03-02 14:12:00,2025-03-03 08:42:23,2025-03-05 14:12:00,resolved,How-to,How-to,low,email,5,18.5,True,2025-03-02
E00002623,C001534,2025-08-12 02:37:00,2025-08-12 21:06:35,2025-08-14 02:37:00,resolved,Feature Request,Feature Request,medium,email,5,18.5,True,2025-08-12
E00002624,C001535,2025-09-03 08:46:00,2025-09-03 14:07:13,2025-09-05 08:46:00,resolved,Billing,Billing,medium,chat,3,5.4,True,2025-09-03
E00002625,C001535,2025-10-07 20:50:00,2025-10-08 11:06:13,2025-10-09 20:50:00,resolved,Outage,Outage,medium,email,4,14.3,True,2025-10-07
E00002626,C001535,2025-08-09 14:14:00,2025-08-12 03:08:23,2025-08-12 14:14:00,resolved,Bug,Bug,low,email,5,60.9,True,2025-08-09
E00002627,C001535,2025-09-22 10:48:00,2025-09-26 16:49:49,2025-09-24 10:48:00,resolved,How-to,How-to,medium,email,3,102.0,False,2025-09-22
E00002628,C001536,2025-12-22 21:53:00,2025-12-23 12:06:56,2025-12-24 21:53:00,resolved,Outage,Outage,medium,phone,4,14.2,True,2025-12-22
E00002629,C001537,2025-02-21 16:36:00,,2025-02-23 16:36:00,escalated,Feature Request,Feature Request,medium,email,,,,2025-02-21
E00002630,C001537,2023-11-15 04:09:00,2023-11-15 08:19:13,2023-11-18 04:09:00,resolved,Outage,Outage,low,chat,4,4.2,True,2023-11-15
E00002631,C001537,2023-11-25 23:12:00,2023-11-28 18:17:16,2023-11-28 23:12:00,resolved,Bug,Bug,low,phone,5,67.1,True,2023-11-25
E00002632,C001537,2023-06-26 05:58:00,2023-06-28 18:27:01,2023-06-28 05:58:00,resolved,Outage,Outage,medium,phone,1,60.5,False,2023-06-26
E00002633,C001537,2024-08-28 14:34:00,2024-08-29 22:31:58,2024-08-30 14:34:00,resolved,Billing,Billing,medium,chat,5,32.0,True,2024-08-28
E00002634,C001539,2024-12-28 05:40:00,2024-12-28 23:59:52,2024-12-29 05:40:00,resolved,How-to,How-to,high,chat,4,18.3,True,2024-12-28
E00002635,C001539,2024-12-04 04:50:00,2024-12-04 06:03:18,2024-12-04 12:50:00,resolved,Billing,Billing,critical,phone,5,1.2,True,2024-12-04
E00002636,C001539,2025-08-18 06:11:00,2025-08-25 14:23:23,2025-08-21 06:11:00,resolved,Billing,Billing,low,phone,3,176.2,False,2025-08-18
E00002637,C001539,2025-01-09 10:51:00,2025-01-09 21:55:29,2025-01-10 10:51:00,resolved,How-to,How-to,high,email,4,11.1,True,2025-01-09
E00002638,C001540,2025-10-19 03:42:00,,2025-10-22 03:42:00,pending,Billing,Billing,low,chat,,,,2025-10-19
E00002639,C001541,2025-03-25 10:40:00,,2025-03-25 18:40:00,pending,Billing,Billing,critical,chat,,,,2025-03-25
E00002640,C001541,2024-04-13 03:36:00,2024-04-13 10:17:17,2024-04-14 03:36:00,resolved,Outage,Outage,high,portal,5,6.7,True,2024-04-13
E00002641,C001542,2023-08-24 01:36:00,2023-08-24 02:42:11,2023-08-24 09:36:00,resolved,Billing,Billing,critical,chat,4,1.1,True,2023-08-24
E00002642,C001542,2025-03-21 20:41:00,2025-03-23 01:39:25,2025-03-23 20:41:00,resolved,Billing,Billing,medium,email,5,29.0,True,2025-03-21
E00002643,C001543,2022-05-22 05:43:00,2022-05-23 01:17:04,2022-05-25 05:43:00,resolved,Feature Request,Feature Request,low,email,3,19.6,True,2022-05-22
E00002644,C001543,2025-04-08 03:08:00,2025-04-09 01:38:55,2025-04-09 03:08:00,resolved,Feature Request,Feature Request,high,phone,5,22.5,True,2025-04-08
E00002645,C001544,2024-08-31 00:49:00,,2024-09-03 00:49:00,pending,How-to,How-to,low,phone,,,,2024-08-31
E00002646,C001545,2023-04-16 05:26:00,2023-04-18 11:23:43,2023-04-19 05:26:00,resolved,Feature Request,Feature Request,low,email,5,54.0,True,2023-04-16
E00002647,C001546,2024-09-29 19:15:00,2024-09-30 18:57:10,2024-10-01 19:15:00,resolved,How-to,How-to,medium,email,5,23.7,True,2024-09-29
E00002648,C001546,2025-03-18 07:40:00,,2025-03-19 07:40:00,pending,Bug,Bug,high,email,,,,2025-03-18
E00002649,C001546,2024-05-16 09:03:00,2024-05-17 04:37:20,2024-05-17 09:03:00,resolved,How-to,How-to,high,chat,5,19.6,True,2024-05-16
E00002650,C001548,2025-09-02 05:25:00,2025-09-02 19:56:14,2025-09-03 05:25:00,resolved,How-to,How-to,high,email,5,14.5,True,2025-09-02
E00002651,C001548,2025-08-15 10:33:00,2025-08-15 12:02:12,2025-08-16 10:33:00,resolved,Billing,Billing,high,phone,5,1.5,True,2025-08-15
E00002652,C001548,2025-06-10 13:48:00,2025-06-12 11:27:15,2025-06-13 13:48:00,resolved,How-to,How-to,low,email,5,45.7,True,2025-06-10
E00002653,C001549,2025-03-28 11:51:00,2025-04-04 23:42:50,2025-03-31 11:51:00,resolved,Outage,Outage,low,email,3,179.9,False,2025-03-28
E00002654,C001549,2024-04-01 20:19:00,2024-04-02 04:03:02,2024-04-03 20:19:00,resolved,Billing,Billing,medium,email,3,7.7,True,2024-04-01
E00002655,C001549,2025-12-16 21:31:00,2025-12-18 01:59:29,2025-12-18 21:31:00,resolved,Bug,Bug,medium,email,4,28.5,True,2025-12-16
E00002656,C001549,2024-11-29 02:49:00,2024-11-29 17:28:47,2024-12-01 02:49:00,resolved,Billing,Billing,medium,portal,5,14.7,True,2024-11-29
E00002657,C001550,2024-01-23 21:27:00,2024-01-27 12:01:52,2024-01-25 21:27:00,resolved,Bug,Bug,medium,email,3,86.6,False,2024-01-23
E00002658,C001550,2022-05-14 07:23:00,2022-05-14 10:35:35,2022-05-14 15:23:00,resolved,How-to,How-to,critical,portal,4,3.2,True,2022-05-14
E00002659,C001550,2025-01-26 20:39:00,2025-01-28 03:26:12,2025-01-28 20:39:00,resolved,Bug,Bug,medium,chat,5,30.8,True,2025-01-26
E00002660,C001551,2025-04-30 10:38:00,2025-05-01 09:46:45,2025-05-02 10:38:00,resolved,Billing,Billing,medium,email,4,23.1,True,2025-04-30
E00002661,C001551,2023-12-05 10:02:00,2023-12-07 00:49:13,2023-12-08 10:02:00,resolved,How-to,How-to,low,portal,4,38.8,True,2023-12-05
E00002662,C001552,2025-09-01 16:34:00,2025-09-02 05:21:18,2025-09-03 16:34:00,resolved,Bug,Bug,medium,chat,4,12.8,True,2025-09-01
E00002663,C001552,2025-05-26 08:25:00,2025-05-28 13:45:24,2025-05-29 08:25:00,resolved,How-to,How-to,low,email,4,53.3,True,2025-05-26
E00002664,C001552,2025-06-28 10:02:00,2025-06-29 03:59:35,2025-07-01 10:02:00,resolved,How-to,How-to,low,chat,3,18.0,True,2025-06-28
E00002665,C001554,2025-06-13 02:31:00,2025-06-13 14:49:05,2025-06-15 02:31:00,resolved,How-to,How-to,medium,chat,4,12.3,True,2025-06-13
E00002666,C001554,2025-04-16 14:44:00,2025-04-18 06:03:19,2025-04-18 14:44:00,resolved,Billing,Billing,medium,phone,4,39.3,True,2025-04-16
E00002667,C001554,2025-08-04 07:33:00,2025-08-04 09:05:19,2025-08-05 07:33:00,resolved,Bug,Bug,high,portal,5,1.5,True,2025-08-04
E00002668,C001559,2025-11-28 13:55:00,2025-11-28 15:03:41,2025-11-30 13:55:00,resolved,Outage,Outage,medium,portal,5,1.1,True,2025-11-28
E00002669,C001560,2025-12-15 05:22:00,,2025-12-18 05:22:00,pending,Billing,Billing,low,chat,,,,2025-12-15
E00002670,C001560,2025-07-11 07:12:00,2025-07-12 20:41:14,2025-07-14 07:12:00,resolved,Bug,Bug,low,portal,5,37.5,True,2025-07-11
E00002671,C001561,2023-03-05 15:20:00,2023-03-06 14:52:31,2023-03-05 23:20:00,resolved,Billing,Billing,critical,chat,2,23.5,False,2023-03-05
E00002672,C001562,2025-03-08 01:34:00,2025-03-08 20:22:15,2025-03-09 01:34:00,resolved,Billing,Billing,high,email,5,18.8,True,2025-03-08
E00002673,C001564,2025-12-04 04:04:00,,2025-12-07 04:04:00,pending,How-to,How-to,low,email,,,,2025-12-04
E00002674,C001565,2024-03-12 02:35:00,2024-03-13 14:10:29,2024-03-15 02:35:00,resolved,Bug,Bug,low,portal,4,35.6,True,2024-03-12
E00002675,C001566,2023-11-25 22:28:00,2023-11-29 03:32:07,2023-11-28 22:28:00,resolved,Feature Request,Feature Request,low,phone,1,77.1,False,2023-11-25
E00002676,C001566,2024-12-17 13:49:00,2024-12-21 08:35:21,2024-12-20 13:49:00,resolved,Bug,Bug,low,portal,3,90.8,False,2024-12-17
E00002677,C001568,2024-09-27 07:36:00,2024-09-27 11:26:43,2024-09-29 07:36:00,resolved,Billing,Billing,medium,portal,5,3.8,True,2024-09-27
E00002678,C001568,2024-06-13 21:46:00,2024-06-14 10:12:23,2024-06-14 21:46:00,resolved,How-to,How-to,high,email,5,12.4,True,2024-06-13
E00002679,C001568,2024-10-20 03:39:00,2024-10-22 12:20:47,2024-10-23 03:39:00,resolved,Billing,Billing,low,email,4,56.7,True,2024-10-20
E00002680,C001569,2025-11-05 09:56:00,2025-11-12 18:36:05,2025-11-08 09:56:00,resolved,Bug,Bug,low,email,3,176.7,False,2025-11-05
E00002681,C001569,2025-09-15 11:50:00,2025-09-16 21:53:53,2025-09-18 11:50:00,resolved,Bug,Bug,low,portal,5,34.1,True,2025-09-15
E00002682,C001570,2025-12-03 00:19:00,2025-12-03 14:47:22,2025-12-05 00:19:00,resolved,Bug,Bug,medium,email,5,14.5,True,2025-12-03
E00002683,C001571,2022-10-08 02:55:00,2022-10-08 19:39:33,2022-10-10 02:55:00,resolved,Billing,Billing,medium,phone,5,16.7,True,2022-10-08
E00002684,C001571,2022-09-16 13:34:00,2022-09-18 07:23:28,2022-09-19 13:34:00,resolved,How-to,How-to,low,chat,4,41.8,True,2022-09-16
E00002685,C001572,2024-05-19 20:32:00,2024-05-21 03:16:48,2024-05-22 20:32:00,resolved,Feature Request,Feature Request,low,portal,4,30.7,True,2024-05-19
E00002686,C001572,2023-12-04 06:54:00,2023-12-06 14:16:08,2023-12-05 06:54:00,resolved,How-to,How-to,high,portal,2,55.4,False,2023-12-04
E00002687,C001572,2025-04-16 03:28:00,2025-04-19 13:50:23,2025-04-18 03:28:00,resolved,How-to,How-to,medium,chat,4,82.4,False,2025-04-16
E00002688,C001574,2025-09-16 01:37:00,2025-09-18 17:51:54,2025-09-17 01:37:00,resolved,Billing,Billing,high,email,1,64.2,False,2025-09-16
E00002689,C001575,2023-06-13 17:37:00,,2023-06-14 01:37:00,escalated,Billing,Billing,critical,email,,,,2023-06-13
E00002690,C001575,2023-01-20 22:48:00,2023-01-21 00:33:48,2023-01-22 22:48:00,resolved,Billing,Billing,medium,chat,4,1.8,True,2023-01-20
E00002691,C001575,2024-02-27 02:56:00,2024-02-29 00:50:30,2024-02-28 02:56:00,resolved,Bug,Bug,high,portal,1,45.9,False,2024-02-27
E00002692,C001576,2023-10-09 15:03:00,2023-10-11 10:28:52,2023-10-11 15:03:00,resolved,Bug,Bug,medium,chat,4,43.4,True,2023-10-09
E00002693,C001576,2023-09-15 07:51:00,2023-09-16 13:08:46,2023-09-17 07:51:00,resolved,How-to,How-to,medium,email,5,29.3,True,2023-09-15
E00002694,C001576,2024-10-08 17:32:00,2024-10-09 17:53:19,2024-10-10 17:32:00,resolved,How-to,How-to,medium,portal,3,24.4,True,2024-10-08
E00002695,C001577,2024-03-12 07:19:00,,2024-03-14 07:19:00,pending,How-to,How-to,medium,phone,,,,2024-03-12
E00002696,C001578,2025-04-13 17:42:00,2025-04-15 11:55:27,2025-04-16 17:42:00,resolved,Outage,Outage,low,chat,5,42.2,True,2025-04-13
E00002697,C001578,2025-07-03 13:29:00,,2025-07-04 13:29:00,escalated,How-to,How-to,high,chat,,,,2025-07-03
E00002698,C001579,2025-06-13 20:05:00,2025-06-14 09:50:09,2025-06-16 20:05:00,resolved,Billing,Billing,low,email,3,13.8,True,2025-06-13
E00002699,C001580,2025-07-06 10:01:00,2025-07-13 17:06:21,2025-07-09 10:01:00,resolved,Feature Request,Feature Request,low,portal,2,175.1,False,2025-07-06
E00002700,C001581,2023-11-11 10:09:00,2023-11-14 01:55:21,2023-11-14 10:09:00,resolved,Bug,Bug,low,portal,5,63.8,True,2023-11-11
E00002701,C001581,2023-05-03 04:52:00,2023-05-04 02:18:00,2023-05-06 04:52:00,resolved,How-to,How-to,low,email,5,21.4,True,2023-05-03
E00002702,C001581,2025-08-26 05:06:00,2025-08-28 02:38:15,2025-08-28 05:06:00,resolved,Bug,Bug,medium,email,4,45.5,True,2025-08-26
E00002703,C001582,2022-12-18 18:24:00,2022-12-20 17:44:05,2022-12-21 18:24:00,resolved,How-to,How-to,low,chat,5,47.3,True,2022-12-18
E00002704,C001583,2025-06-17 14:23:00,2025-06-18 15:32:05,2025-06-20 14:23:00,resolved,Billing,Billing,low,chat,5,25.2,True,2025-06-17
E00002705,C001583,2025-12-10 13:55:00,,2025-12-11 13:55:00,pending,How-to,How-to,high,chat,,,,2025-12-10
E00002706,C001584,2024-02-27 01:27:00,2024-02-27 13:39:47,2024-02-28 01:27:00,resolved,Billing,Billing,high,chat,4,12.2,True,2024-02-27
E00002707,C001585,2024-10-16 00:40:00,,2024-10-18 00:40:00,pending,How-to,How-to,medium,email,,,,2024-10-16
E00002708,C001585,2025-04-23 01:22:00,2025-04-23 21:37:54,2025-04-26 01:22:00,resolved,Billing,Billing,low,chat,5,20.3,True,2025-04-23
E00002709,C001586,2025-02-22 08:30:00,2025-02-22 23:25:59,2025-02-25 08:30:00,resolved,Feature Request,Feature Request,low,email,3,14.9,True,2025-02-22
E00002710,C001587,2025-05-21 08:48:00,2025-05-23 22:58:00,2025-05-22 08:48:00,resolved,Outage,Outage,high,portal,2,62.2,False,2025-05-21
E00002711,C001587,2025-10-19 07:22:00,2025-10-19 22:13:47,2025-10-21 07:22:00,resolved,Billing,Billing,medium,email,5,14.9,True,2025-10-19
E00002712,C001587,2025-10-21 19:38:00,2025-10-24 07:59:52,2025-10-24 19:38:00,resolved,Feature Request,Feature Request,low,phone,4,60.4,True,2025-10-21
E00002713,C001587,2025-06-15 08:40:00,2025-06-15 20:55:57,2025-06-18 08:40:00,resolved,Feature Request,Feature Request,low,chat,5,12.3,True,2025-06-15
E00002714,C001588,2025-03-06 21:19:00,2025-03-07 05:03:03,2025-03-08 21:19:00,resolved,Bug,Bug,medium,chat,4,7.7,True,2025-03-06
E00002715,C001588,2024-06-19 22:13:00,2024-06-21 12:50:06,2024-06-21 22:13:00,resolved,Bug,Bug,medium,email,5,38.6,True,2024-06-19
E00002716,C001589,2025-07-04 05:57:00,2025-07-05 06:49:33,2025-07-06 05:57:00,resolved,Bug,Bug,medium,chat,5,24.9,True,2025-07-04
E00002717,C001589,2025-07-17 04:11:00,2025-07-17 07:26:57,2025-07-17 12:11:00,resolved,Bug,Bug,critical,phone,3,3.3,True,2025-07-17
E00002718,C001590,2024-01-22 07:33:00,2024-01-24 18:51:50,2024-01-25 07:33:00,resolved,Feature Request,Feature Request,low,chat,5,59.3,True,2024-01-22
E00002719,C001591,2025-01-29 19:08:00,2025-01-30 11:24:14,2025-01-30 19:08:00,resolved,Bug,Bug,high,portal,4,16.3,True,2025-01-29
E00002720,C001593,2023-11-06 22:06:00,2023-11-08 04:30:08,2023-11-08 22:06:00,resolved,How-to,How-to,medium,email,4,30.4,True,2023-11-06
E00002721,C001593,2025-01-17 18:31:00,,2025-01-19 18:31:00,pending,Billing,Billing,medium,email,,,,2025-01-17
E00002722,C001594,2023-06-01 05:15:00,2023-06-02 20:39:11,2023-06-03 05:15:00,resolved,Bug,Bug,medium,phone,4,39.4,True,2023-06-01
E00002723,C001594,2025-01-06 21:20:00,2025-01-14 03:28:05,2025-01-09 21:20:00,resolved,Outage,Outage,low,phone,1,174.1,False,2025-01-06
E00002724,C001596,2023-08-15 23:37:00,2023-08-16 06:24:17,2023-08-16 23:37:00,resolved,Billing,Billing,high,chat,4,6.8,True,2023-08-15
E00002725,C001596,2022-08-25 16:13:00,2022-08-27 05:31:27,2022-08-27 16:13:00,resolved,How-to,How-to,medium,portal,4,37.3,True,2022-08-25
E00002726,C001597,2024-12-08 01:35:00,2024-12-08 03:59:19,2024-12-08 09:35:00,resolved,How-to,How-to,critical,phone,3,2.4,True,2024-12-08
E00002727,C001598,2025-11-13 07:50:00,2025-11-13 08:27:41,2025-11-16 07:50:00,resolved,How-to,How-to,low,chat,3,0.6,True,2025-11-13
E00002728,C001598,2025-04-12 22:35:00,2025-04-14 05:33:57,2025-04-14 22:35:00,resolved,Billing,Billing,medium,email,5,31.0,True,2025-04-12
E00002729,C001599,2025-12-22 04:17:00,2025-12-24 21:44:03,2025-12-25 04:17:00,resolved,Bug,Bug,low,email,5,65.5,True,2025-12-22
E00002730,C001599,2025-08-24 23:54:00,2025-08-25 09:16:09,2025-08-26 23:54:00,resolved,Billing,Billing,medium,email,4,9.4,True,2025-08-24
E00002731,C001599,2025-05-05 08:49:00,2025-05-08 20:11:03,2025-05-07 08:49:00,resolved,Outage,Outage,medium,portal,3,83.4,False,2025-05-05
E00002732,C001599,2025-09-28 15:10:00,2025-09-30 04:46:05,2025-09-30 15:10:00,resolved,How-to,How-to,medium,portal,3,37.6,True,2025-09-28
E00002733,C001600,2025-08-24 02:04:00,2025-08-24 02:29:26,2025-08-25 02:04:00,resolved,How-to,How-to,high,chat,4,0.4,True,2025-08-24
E00002734,C001600,2025-09-12 12:45:00,2025-09-14 01:02:32,2025-09-14 12:45:00,resolved,Feature Request,Feature Request,medium,portal,4,36.3,True,2025-09-12
E00002735,C001600,2025-07-23 10:46:00,2025-07-24 05:54:46,2025-07-25 10:46:00,resolved,Outage,Outage,medium,portal,3,19.1,True,2025-07-23
E00002736,C001600,2025-10-19 07:49:00,2025-10-27 16:12:12,2025-10-22 07:49:00,resolved,Billing,Billing,low,email,1,200.4,False,2025-10-19
E00002737,C001602,2025-05-25 03:28:00,2025-05-27 18:57:03,2025-05-28 03:28:00,resolved,How-to,How-to,low,chat,4,63.5,True,2025-05-25
E00002738,C001602,2025-05-06 14:59:00,2025-05-06 19:22:59,2025-05-06 22:59:00,resolved,How-to,How-to,critical,portal,5,4.4,True,2025-05-06
E00002739,C001603,2025-07-29 13:38:00,2025-07-29 17:25:47,2025-07-29 21:38:00,resolved,Bug,Bug,critical,email,5,3.8,True,2025-07-29
E00002740,C001603,2025-09-12 00:31:00,2025-09-12 05:53:24,2025-09-14 00:31:00,resolved,Feature Request,Feature Request,medium,chat,4,5.4,True,2025-09-12
E00002741,C001603,2025-10-29 16:35:00,2025-11-06 20:09:40,2025-11-01 16:35:00,resolved,Feature Request,Feature Request,low,email,3,195.6,False,2025-10-29
E00002742,C001603,2025-09-29 13:12:00,2025-09-30 01:30:55,2025-10-02 13:12:00,resolved,Bug,Bug,low,email,4,12.3,True,2025-09-29
E00002743,C001604,2025-01-08 03:53:00,2025-01-08 09:07:35,2025-01-08 11:53:00,resolved,Outage,Outage,critical,phone,4,5.2,True,2025-01-08
E00002744,C001604,2023-09-28 02:44:00,2023-09-28 23:43:50,2023-09-30 02:44:00,resolved,Feature Request,Feature Request,medium,email,4,21.0,True,2023-09-28
E00002745,C001604,2023-10-28 10:01:00,2023-10-28 12:51:13,2023-10-31 10:01:00,resolved,Feature Request,Feature Request,low,chat,5,2.8,True,2023-10-28
E00002746,C001604,2025-11-30 21:41:00,,2025-12-01 21:41:00,pending,Feature Request,Feature Request,high,portal,,,,2025-11-30
E00002747,C001605,2023-05-12 16:26:00,,2023-05-14 16:26:00,pending,How-to,How-to,medium,email,,,,2023-05-12
E00002748,C001605,2025-08-16 03:37:00,2025-08-17 00:54:48,2025-08-18 03:37:00,resolved,Bug,Bug,medium,chat,4,21.3,True,2025-08-16
