customer_id,signup_date,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,is_churned,churn_date,as_of_date
C001358,2022-07-12,SMB,LATAM,Starter,Sales,14,28.94,1268,25.0,0,65.7,0.76,1,0,,2025-12-31
C001359,2022-05-28,SMB,North America,Pro,Organic,11,87.08,1313,7.0,0,26.8,0.347,2,0,,2025-12-31
C001360,2023-06-07,Enterprise,North America,Business,Referral,218,225.32,938,23.0,0,29.4,0.659,1,0,,2025-12-31
C001361,2022-04-28,SMB,North America,Pro,Referral,15,82.29,1343,4.0,2,74.8,0.528,0,0,,2025-12-31
C001362,2022-04-07,Enterprise,North America,Business,Organic,176,219.6,1364,17.0,2,66.8,0.379,0,0,,2025-12-31
C001363,2023-05-17,SMB,APAC,Starter,Sales,9,28.32,959,3.0,0,59.3,0.567,0,0,,2025-12-31
C001364,2022-10-16,Mid-Market,Europe,Starter,Referral,40,32.51,1172,6.0,2,63.6,0.371,0,0,,2025-12-31
C001365,2024-03-04,Startup,North America,Starter,Referral,4,30.91,667,4.0,0,7.8,0.413,2,0,,2025-12-31
C001366,2022-01-26,Mid-Market,Europe,Free,Organic,22,0.0,1435,9.0,1,40.1,0.632,1,0,,2025-12-31
C001367,2023-03-08,SMB,North America,Pro,Organic,16,87.63,1029,12.0,2,15.7,0.453,0,0,,2025-12-31
C001368,2023-10-11,Mid-Market,Europe,Business,Partner,52,190.37,812,24.0,2,7.2,0.531,1,0,,2025-12-31
C001369,2025-10-09,SMB,Europe,Free,Organic,21,0.0,83,21.0,0,39.1,0.69,1,0,,2025-12-31
C001370,2024-06-26,SMB,Europe,Enterprise,Organic,8,1295.7,553,19.0,2,24.7,0.849,0,0,,2025-12-31
C001371,2025-06-13,Mid-Market,Europe,Starter,Paid Search,22,31.57,201,13.0,2,30.8,0.374,0,1,2025-11-14,2025-12-31
C001372,2023-05-06,Mid-Market,APAC,Starter,Organic,56,30.82,970,7.0,0,22.5,0.246,0,0,,2025-12-31
C001373,2023-10-06,Enterprise,North America,Business,Referral,185,224.33,817,8.0,0,3.6,0.31,1,0,,2025-12-31
C001374,2023-08-25,Enterprise,APAC,Business,Paid Search,120,211.18,859,3.0,2,77.4,0.682,1,0,,2025-12-31
C001375,2025-06-22,Startup,North America,Pro,Organic,4,84.23,192,18.0,0,38.9,0.185,0,0,,2025-12-31
C001376,2025-10-03,SMB,North America,Starter,Paid Search,14,33.32,89,21.0,2,-1.1,0.333,1,1,2025-11-11,2025-12-31
C001377,2025-10-08,Enterprise,APAC,Starter,Organic,96,32.21,84,15.0,1,39.5,0.293,0,1,2025-11-26,2025-12-31
C001378,2024-12-11,Startup,APAC,Starter,Organic,4,29.98,385,16.0,0,73.0,0.787,0,0,,2025-12-31
C001379,2023-12-21,Enterprise,North America,Business,Paid Search,316,213.96,741,10.0,0,59.0,0.349,1,0,,2025-12-31
C001380,2024-02-13,SMB,Europe,Starter,Paid Search,22,26.87,687,26.0,2,22.0,0.58,0,0,,2025-12-31
C001381,2025-11-03,SMB,APAC,Pro,Paid Search,8,80.15,58,24.0,5,22.6,0.11,0,0,,2025-12-31
C001382,2023-02-11,Startup,LATAM,Starter,Partner,1,33.19,1054,11.0,0,11.1,0.261,1,0,,2025-12-31
C001383,2023-05-11,SMB,Europe,Pro,Paid Search,18,71.22,965,21.0,1,16.4,0.709,0,0,,2025-12-31
C001384,2025-07-06,SMB,North America,Starter,Partner,11,32.45,178,9.0,1,18.5,0.516,0,0,,2025-12-31
C001385,2023-07-07,Startup,Europe,Pro,Paid Search,5,84.77,908,3.0,2,-1.7,0.32,0,0,,2025-12-31
C001386,2022-12-03,Enterprise,North America,Pro,Referral,177,74.01,1124,8.0,2,23.9,0.41,0,0,,2025-12-31
C001387,2024-03-12,Startup,North America,Enterprise,Partner,3,543.6,659,23.0,2,43.6,0.454,0,0,,2025-12-31
C001388,2023-04-11,Startup,Europe,Business,Organic,1,194.54,995,13.0,1,24.7,0.576,1,0,,2025-12-31
C001389,2025-06-27,Startup,APAC,Pro,Partner,1,78.34,187,24.0,0,40.4,0.35,2,0,,2025-12-31
C001390,2025-07-23,Mid-Market,North America,Starter,Referral,29,28.85,161,9.0,2,75.5,0.411,0,0,,2025-12-31
C001391,2023-03-14,Mid-Market,APAC,Enterprise,Organic,73,10598.86,1023,12.0,1,80.9,0.403,0,0,,2025-12-31
C001392,2024-01-28,SMB,APAC,Business,Partner,20,207.24,703,2.0,1,33.3,0.771,0,0,,2025-12-31
C001393,2025-11-08,SMB,APAC,Business,Referral,8,200.29,53,21.0,1,57.0,0.561,0,0,,2025-12-31
C001394,2024-11-27,SMB,North America,Pro,Organic,3,90.44,399,8.0,4,30.8,0.41,0,1,2025-11-12,2025-12-31
C001395,2022-11-05,Startup,North America,Starter,Sales,2,31.39,1152,2.0,0,22.8,0.297,0,0,,2025-12-31
C001396,2024-04-24,SMB,North America,Business,Paid Search,22,195.31,616,6.0,0,7.1,0.518,0,1,2025-03-15,2025-12-31
C001397,2024-06-05,Mid-Market,North America,Starter,Referral,15,32.39,574,18.0,1,37.2,0.692,0,0,,2025-12-31
C001398,2024-07-23,SMB,North America,Starter,Sales,20,32.7,526,22.0,1,62.1,0.346,0,1,2025-02-08,2025-12-31
C001399,2022-02-05,Mid-Market,North America,Starter,Sales,50,29.63,1425,26.0,0,3.1,0.437,0,0,,2025-12-31
C001400,2023-03-05,Mid-Market,North America,Pro,Partner,77,89.9,1032,6.0,1,27.8,0.158,0,0,,2025-12-31
C001401,2025-05-07,Mid-Market,North America,Starter,Referral,44,29.17,238,16.0,1,26.6,0.643,0,0,,2025-12-31
C001402,2022-12-12,Startup,LATAM,Pro,Organic,3,72.35,1115,12.0,0,41.2,0.609,1,0,,2025-12-31
C001403,2023-03-05,SMB,APAC,Pro,Organic,8,79.6,1032,20.0,0,41.6,0.719,0,0,,2025-12-31
C001404,2023-04-07,SMB,North America,Pro,Referral,8,78.7,999,18.0,1,48.4,0.647,0,0,,2025-12-31
C001405,2022-09-11,Mid-Market,LATAM,Free,Paid Search,48,0.0,1207,1.0,2,82.4,0.402,0,0,,2025-12-31
C001406,2022-08-11,SMB,North America,Enterprise,Referral,3,432.73,1238,4.0,0,13.2,0.757,0,0,,2025-12-31
C001407,2023-05-12,Startup,Europe,Starter,Organic,7,26.43,964,16.0,1,11.9,0.538,0,0,,2025-12-31
C001408,2025-06-04,Startup,APAC,Starter,Organic,7,28.08,210,14.0,2,41.2,0.835,0,0,,2025-12-31
C001409,2022-01-03,SMB,Europe,Pro,Organic,4,85.06,1458,24.0,0,71.3,0.459,0,0,,2025-12-31
C001410,2023-02-10,Startup,North America,Starter,Paid Search,7,26.67,1055,23.0,2,-1.6,0.412,0,0,,2025-12-31
C001411,2022-03-28,SMB,North America,Pro,Organic,20,69.08,1374,1.0,1,43.3,0.709,1,0,,2025-12-31
C001412,2024-03-13,SMB,Europe,Free,Paid Search,7,0.0,658,16.0,2,30.0,0.662,0,0,,2025-12-31
C001413,2022-12-25,Startup,Europe,Business,Sales,3,192.85,1102,11.0,0,56.4,0.139,1,0,,2025-12-31
C001414,2025-02-06,Mid-Market,Europe,Free,Referral,68,0.0,328,13.0,2,50.7,0.58,0,0,,2025-12-31
C001415,2024-04-16,Mid-Market,Europe,Enterprise,Referral,17,2643.27,624,1.0,1,36.2,0.348,0,0,,2025-12-31
C001416,2025-01-25,Mid-Market,North America,Pro,Organic,48,81.06,340,23.0,0,47.2,0.533,2,0,,2025-12-31
C001417,2024-06-26,SMB,Europe,Free,Paid Search,8,0.0,553,4.0,0,18.5,0.557,1,0,,2025-12-31
C001418,2023-09-19,SMB,North America,Pro,Partner,4,78.63,834,26.0,2,55.0,0.189,0,0,,2025-12-31
C001419,2025-05-16,SMB,APAC,Starter,Organic,23,31.01,229,26.0,0,69.7,0.768,0,0,,2025-12-31
C001420,2023-11-13,SMB,APAC,Enterprise,Paid Search,9,1514.92,779,22.0,1,37.5,0.508,1,0,,2025-12-31
C001421,2025-09-20,Mid-Market,Europe,Business,Sales,20,201.41,102,3.0,2,24.8,0.466,0,0,,2025-12-31
C001422,2025-11-23,Startup,APAC,Pro,Organic,5,80.42,38,11.0,2,31.4,0.245,0,0,,2025-12-31
C001423,2024-04-22,Mid-Market,North America,Starter,Sales,21,27.17,618,0.0,2,54.7,0.383,0,0,,2025-12-31
C001424,2024-08-22,Startup,North America,Enterprise,Organic,4,571.42,496,17.0,0,34.0,0.697,0,0,,2025-12-31
C001425,2023-01-01,Mid-Market,Europe,Pro,Organic,35,79.71,1095,24.0,1,5.0,0.418,1,0,,2025-12-31
C001426,2025-03-10,SMB,Europe,Pro,Organic,5,73.56,296,14.0,2,58.8,0.774,0,0,,2025-12-31
C001427,2024-08-18,SMB,APAC,Starter,Sales,19,27.87,500,0.0,1,10.4,0.394,0,0,,2025-12-31
C001428,2025-07-14,Startup,LATAM,Starter,Partner,4,31.17,170,8.0,0,45.6,0.162,0,0,,2025-12-31
C001429,2023-01-17,Mid-Market,North America,Pro,Referral,77,83.04,1079,4.0,0,-11.7,0.527,0,0,,2025-12-31
C001430,2025-01-31,Startup,North America,Pro,Paid Search,2,70.65,334,12.0,1,37.7,0.446,1,0,,2025-12-31
C001431,2023-11-04,SMB,Europe,Business,Referral,13,176.91,788,10.0,1,33.3,0.191,0,0,,2025-12-31
C001432,2022-09-22,SMB,North America,Pro,Partner,6,87.45,1196,23.0,0,-14.2,0.122,0,0,,2025-12-31
C001433,2022-09-02,SMB,North America,Pro,Partner,4,76.36,1216,6.0,0,43.3,0.147,2,0,,2025-12-31
C001434,2024-03-14,Enterprise,LATAM,Pro,Referral,59,71.47,657,8.0,2,7.5,0.385,0,1,2025-12-15,2025-12-31
C001435,2023-04-02,SMB,APAC,Business,Referral,15,205.75,1004,6.0,2,37.1,0.432,0,0,,2025-12-31
C001436,2022-05-26,Mid-Market,LATAM,Starter,Partner,78,33.07,1315,24.0,0,24.7,0.49,0,0,,2025-12-31
C001437,2023-09-03,Mid-Market,North America,Business,Organic,45,205.22,850,8.0,2,-2.0,0.167,0,0,,2025-12-31
C001438,2024-07-22,SMB,North America,Starter,Referral,22,29.89,527,27.0,1,8.9,0.478,0,0,,2025-12-31
C001439,2023-04-02,SMB,Europe,Pro,Organic,15,88.21,1004,18.0,4,10.9,0.112,1,0,,2025-12-31
C001440,2025-09-28,Enterprise,LATAM,Business,Sales,166,181.04,94,8.0,1,59.6,0.279,0,0,,2025-12-31
C001441,2025-01-19,Enterprise,North America,Business,Paid Search,424,202.69,346,16.0,0,55.9,0.48,0,0,,2025-12-31
C001442,2024-01-04,Mid-Market,North America,Starter,Organic,77,26.74,727,3.0,0,89.9,0.559,0,0,,2025-12-31
C001443,2025-08-29,Mid-Market,North America,Pro,Paid Search,78,83.34,124,25.0,3,22.2,0.14,0,0,,2025-12-31
C001444,2023-09-12,SMB,APAC,Starter,Partner,22,29.59,841,26.0,0,21.4,0.436,0,0,,2025-12-31
C001445,2022-07-19,Mid-Market,APAC,Free,Paid Search,23,0.0,1261,8.0,1,38.4,0.311,0,0,,2025-12-31
C001446,2022-02-21,Startup,APAC,Business,Referral,5,203.87,1409,4.0,1,26.1,0.253,0,0,,2025-12-31
C001447,2025-09-03,Mid-Market,North America,Business,Partner,40,204.96,119,11.0,4,20.4,0.226,0,0,,2025-12-31
C001448,2025-10-04,Enterprise,APAC,Free,Organic,246,0.0,88,21.0,0,36.4,0.487,0,0,,2025-12-31
C001449,2024-11-23,Startup,Europe,Enterprise,Paid Search,6,830.82,403,17.0,1,52.6,0.349,1,0,,2025-12-31
C001450,2022-05-28,Mid-Market,North America,Starter,Referral,48,28.75,1313,1.0,1,-17.8,0.523,1,0,,2025-12-31
C001451,2023-02-24,SMB,North America,Enterprise,Sales,22,3034.01,1041,0.0,2,20.7,0.483,0,0,,2025-12-31
C001452,2022-02-28,Startup,Europe,Business,Paid Search,2,205.8,1402,6.0,2,-0.1,0.523,0,0,,2025-12-31
C001453,2022-03-15,Startup,North America,Enterprise,Sales,5,735.5,1387,21.0,2,31.2,0.383,1,0,,2025-12-31
C001454,2022-12-18,SMB,LATAM,Business,Organic,6,169.94,1109,7.0,2,45.8,0.458,0,0,,2025-12-31
C001455,2024-03-29,Enterprise,Europe,Enterprise,Partner,472,81350.91,642,25.0,1,62.9,0.517,0,0,,2025-12-31
C001456,2022-04-04,SMB,North America,Pro,Referral,14,74.94,1367,8.0,2,24.2,0.473,1,0,,2025-12-31
C001457,2025-11-08,Startup,Europe,Starter,Paid Search,1,30.32,53,24.0,2,37.7,0.57,0,0,,2025-12-31
C001458,2023-10-13,Startup,Europe,Starter,Organic,5,30.63,810,25.0,4,-7.1,0.354,1,0,,2025-12-31
C001459,2023-01-13,Enterprise,North America,Business,Partner,105,198.96,1083,20.0,0,13.5,0.439,1,0,,2025-12-31
C001460,2024-01-09,Mid-Market,Europe,Starter,Paid Search,44,24.66,722,4.0,0,40.2,0.034,1,1,2025-09-30,2025-12-31
C001461,2025-02-03,Mid-Market,North America,Enterprise,Organic,36,6270.4,331,2.0,1,1.0,0.231,0,0,,2025-12-31
C001462,2023-03-23,Mid-Market,North America,Starter,Organic,34,27.9,1014,4.0,2,65.9,0.217,0,0,,2025-12-31
C001463,2022-03-09,SMB,APAC,Business,Referral,22,184.32,1393,17.0,1,48.1,0.514,0,0,,2025-12-31
C001464,2022-03-14,Mid-Market,Europe,Pro,Organic,22,84.76,1388,19.0,0,12.4,0.479,1,0,,2025-12-31
C001465,2025-05-03,Mid-Market,North America,Business,Paid Search,22,216.27,242,27.0,1,-2.1,0.623,0,1,2025-12-24,2025-12-31
C001466,2022-06-09,Enterprise,North America,Enterprise,Sales,196,34258.56,1301,26.0,0,17.0,0.512,0,0,,2025-12-31
C001467,2024-06-27,SMB,Europe,Starter,Referral,4,31.34,552,8.0,3,12.5,0.427,1,0,,2025-12-31
C001468,2023-07-04,Mid-Market,North America,Pro,Paid Search,38,71.55,911,10.0,0,4.6,0.475,0,0,,2025-12-31
C001469,2025-01-16,SMB,LATAM,Starter,Paid Search,18,31.41,349,21.0,0,-0.2,0.4,1,1,2025-10-03,2025-12-31
C001470,2022-03-28,Mid-Market,Europe,Business,Organic,47,183.73,1374,21.0,0,29.2,0.266,0,0,,2025-12-31
C001471,2025-07-07,Startup,APAC,Business,Paid Search,2,187.45,177,8.0,1,53.3,0.135,0,0,,2025-12-31
C001472,2024-09-25,Mid-Market,North America,Starter,Organic,49,26.91,462,0.0,1,17.2,0.401,0,1,2025-09-13,2025-12-31
C001473,2023-10-05,SMB,APAC,Free,Organic,18,0.0,818,2.0,1,46.1,0.69,0,0,,2025-12-31
C001474,2022-10-24,Mid-Market,North America,Starter,Organic,25,29.68,1164,23.0,0,26.8,0.543,1,0,,2025-12-31
C001475,2025-10-29,Enterprise,North America,Starter,Partner,333,30.02,63,9.0,0,50.3,0.457,0,0,,2025-12-31
C001476,2023-03-08,Mid-Market,North America,Business,Organic,51,213.78,1029,20.0,3,15.3,0.747,0,0,,2025-12-31
C001477,2023-12-03,Enterprise,North America,Starter,Organic,478,26.37,759,22.0,2,42.0,0.478,0,0,,2025-12-31
C001478,2023-07-18,Mid-Market,LATAM,Enterprise,Referral,30,4755.1,897,25.0,4,38.0,0.369,0,0,,2025-12-31
C001479,2022-11-26,SMB,APAC,Enterprise,Organic,11,1808.37,1131,13.0,0,69.1,0.616,0,0,,2025-12-31
C001480,2023-08-19,SMB,Europe,Enterprise,Referral,13,1994.2,865,17.0,0,49.0,0.358,0,0,,2025-12-31
C001481,2022-08-05,Enterprise,Europe,Pro,Paid Search,404,72.4,1244,5.0,0,41.4,0.253,0,0,,2025-12-31
C001482,2022-01-03,SMB,Europe,Starter,Partner,3,25.33,1458,26.0,0,-1.7,0.335,0,0,,2025-12-31
C001483,2023-02-19,SMB,Europe,Business,Organic,6,185.76,1046,24.0,1,21.9,0.224,0,0,,2025-12-31
C001484,2022-06-10,Mid-Market,APAC,Pro,Organic,66,79.52,1300,10.0,3,15.0,0.518,0,0,,2025-12-31
C001485,2023-08-17,Mid-Market,Europe,Enterprise,Referral,21,3021.99,867,10.0,0,14.4,0.156,0,0,,2025-12-31
C001486,2025-05-18,Enterprise,APAC,Starter,Paid Search,193,32.27,227,20.0,2,35.4,0.52,0,0,,2025-12-31
C001487,2022-08-21,Mid-Market,North America,Free,Organic,24,0.0,1228,11.0,1,41.0,0.556,0,0,,2025-12-31
C001488,2022-01-02,SMB,LATAM,Enterprise,Paid Search,8,1125.72,1459,20.0,2,42.0,0.505,0,0,,2025-12-31
C001489,2022-06-08,Startup,North America,Business,Paid Search,5,181.24,1302,2.0,1,66.5,0.622,1,0,,2025-12-31
C001490,2023-12-28,Startup,North America,Starter,Organic,7,25.1,734,7.0,1,47.1,0.523,1,0,,2025-12-31
C001491,2023-01-29,Startup,APAC,Pro,Paid Search,3,87.44,1067,21.0,3,4.3,0.163,1,0,,2025-12-31
C001492,2023-12-01,SMB,North America,Free,Paid Search,10,0.0,761,25.0,0,40.1,0.678,0,0,,2025-12-31
C001493,2022-02-11,Enterprise,North America,Pro,Partner,306,90.07,1419,0.0,1,49.6,0.33,0,0,,2025-12-31
C001494,2023-04-22,Mid-Market,North America,Starter,Referral,24,33.15,984,21.0,1,66.6,0.659,2,0,,2025-12-31
C001495,2023-08-10,Mid-Market,Europe,Starter,Paid Search,62,26.77,874,1.0,2,31.1,0.436,0,0,,2025-12-31
C001496,2023-09-09,Enterprise,LATAM,Starter,Sales,83,32.7,844,24.0,1,31.4,0.786,0,0,,2025-12-31
C001497,2024-02-28,Enterprise,APAC,Starter,Paid Search,302,27.72,672,7.0,0,62.0,0.499,2,0,,2025-12-31
C001498,2025-01-21,SMB,Europe,Pro,Paid Search,14,75.03,344,10.0,1,39.5,0.401,0,0,,2025-12-31
C001499,2023-10-31,Mid-Market,LATAM,Starter,Partner,48,32.56,792,20.0,0,-5.0,0.186,1,0,,2025-12-31
C001500,2025-04-17,Mid-Market,Europe,Pro,Partner,69,81.23,258,23.0,0,-10.3,0.163,0,0,,2025-12-31
C001501,2024-01-28,SMB,APAC,Pro,Organic,21,83.38,703,11.0,2,81.0,0.717,1,0,,2025-12-31
C001502,2023-01-08,Mid-Market,North America,Pro,Sales,64,76.99,1088,8.0,4,-7.8,0.483,2,0,,2025-12-31
C001503,2022-11-24,Startup,Europe,Pro,Sales,2,79.53,1133,27.0,0,30.8,0.335,0,0,,2025-12-31
C001504,2023-04-07,Mid-Market,North America,Starter,Organic,29,31.38,999,27.0,4,57.1,0.293,0,0,,2025-12-31
C001505,2024-05-04,SMB,North America,Free,Partner,23,0.0,606,14.0,1,-9.1,0.751,0,1,2024-12-25,2025-12-31
C001506,2022-12-13,Mid-Market,APAC,Business,Referral,30,228.11,1114,0.0,2,8.0,0.595,1,1,2025-04-08,2025-12-31
C001507,2025-07-31,SMB,North America,Business,Sales,5,216.94,153,27.0,2,3.8,0.618,1,0,,2025-12-31
C001508,2023-11-18,Mid-Market,Europe,Enterprise,Partner,21,3122.17,774,17.0,0,80.0,0.175,0,0,,2025-12-31
C001509,2025-05-19,Mid-Market,APAC,Enterprise,Organic,24,4065.35,226,15.0,0,85.5,0.193,0,0,,2025-12-31
C001510,2024-09-04,SMB,North America,Pro,Partner,17,67.46,483,3.0,1,16.6,0.103,0,0,,2025-12-31
C001511,2023-04-22,Mid-Market,Europe,Business,Organic,42,213.99,984,27.0,1,49.5,0.599,0,0,,2025-12-31
C001512,2022-11-23,Mid-Market,APAC,Starter,Partner,31,31.59,1134,20.0,1,42.7,0.657,1,0,,2025-12-31
C001513,2024-11-29,Startup,APAC,Business,Partner,7,177.51,397,6.0,1,28.0,0.502,0,0,,2025-12-31
C001514,2023-04-18,Enterprise,North America,Enterprise,Partner,332,49952.6,988,10.0,1,-5.7,0.287,0,0,,2025-12-31
C001515,2022-12-20,SMB,LATAM,Business,Organic,9,207.89,1107,9.0,0,92.7,0.649,1,0,,2025-12-31
C001516,2025-08-23,SMB,APAC,Starter,Paid Search,11,30.8,130,24.0,2,-10.4,0.196,0,0,,2025-12-31
C001517,2023-11-22,Mid-Market,Europe,Starter,Partner,32,25.25,770,13.0,1,40.3,0.379,0,0,,2025-12-31
C001518,2022-03-11,SMB,North America,Starter,Paid Search,22,28.36,1391,24.0,0,18.8,0.604,0,0,,2025-12-31
C001519,2023-12-09,Enterprise,APAC,Starter,Organic,221,28.83,753,19.0,4,60.2,0.575,0,0,,2025-12-31
C001520,2023-10-21,SMB,APAC,Business,Organic,23,209.88,802,10.0,0,56.1,0.304,0,0,,2025-12-31
C001521,2025-05-20,Mid-Market,North America,Pro,Referral,77,75.44,225,11.0,2,10.5,0.138,0,0,,2025-12-31
C001522,2024-10-14,Mid-Market,LATAM,Starter,Paid Search,28,27.78,443,22.0,1,15.2,0.48,1,0,,2025-12-31
C001523,2022-10-01,Mid-Market,LATAM,Pro,Partner,28,72.3,1187,13.0,1,-3.8,0.456,1,0,,2025-12-31
C001524,2022-08-04,Startup,Europe,Starter,Paid Search,6,32.56,1245,19.0,0,39.9,0.361,0,0,,2025-12-31
C001525,2024-05-13,SMB,APAC,Pro,Referral,21,69.4,597,3.0,1,52.8,0.208,0,0,,2025-12-31
C001526,2022-03-09,Startup,Europe,Starter,Paid Search,4,28.91,1393,11.0,3,24.0,0.329,0,0,,2025-12-31
C001527,2023-04-02,SMB,APAC,Pro,Organic,15,70.54,1004,16.0,0,28.9,0.4,0,0,,2025-12-31
C001528,2022-07-17,SMB,APAC,Pro,Organic,18,67.86,1263,9.0,1,82.7,0.435,0,0,,2025-12-31
C001529,2022-01-30,SMB,North America,Business,Organic,20,210.62,1431,23.0,2,58.4,0.742,0,0,,2025-12-31
C001530,2025-08-06,Startup,North America,Business,Referral,4,179.04,147,5.0,2,68.7,0.494,1,0,,2025-12-31
C001531,2022-05-09,SMB,North America,Starter,Partner,4,29.72,1332,23.0,2,-21.1,0.106,0,0,,2025-12-31
C001532,2022-01-14,Mid-Market,LATAM,Pro,Referral,49,81.95,1447,1.0,0,48.7,0.527,0,0,,2025-12-31
C001533,2025-08-27,SMB,North America,Starter,Referral,9,33.14,126,11.0,2,41.3,0.485,0,1,2025-12-19,2025-12-31
C001534,2022-09-27,SMB,APAC,Pro,Referral,12,77.36,1191,14.0,1,3.7,0.14,0,0,,2025-12-31
C001535,2025-03-13,Mid-Market,Europe,Pro,Sales,74,68.94,293,7.0,2,8.9,0.377,0,0,,2025-12-31
C001536,2022-02-14,Mid-Market,North America,Pro,Partner,60,78.06,1416,15.0,0,29.5,0.23,1,0,,2025-12-31
C001537,2022-08-08,Mid-Market,LATAM,Enterprise,Organic,55,7823.14,1241,25.0,5,1.5,0.505,1,0,,2025-12-31
C001538,2022-06-08,Startup,Europe,Starter,Organic,2,29.16,1302,12.0,0,15.0,0.547,0,0,,2025-12-31
C001539,2024-10-06,Mid-Market,North America,Business,Partner,56,197.77,451,15.0,2,23.5,0.214,0,0,,2025-12-31
C001540,2024-06-05,Startup,North America,Starter,Referral,5,28.6,574,26.0,1,49.3,0.723,0,0,,2025-12-31
C001541,2023-11-11,SMB,North America,Pro,Partner,23,85.93,781,25.0,1,17.3,0.399,0,0,,2025-12-31
C001542,2022-12-12,SMB,North America,Business,Paid Search,5,191.42,1115,0.0,1,23.8,0.354,0,0,,2025-12-31
C001543,2022-05-08,Mid-Market,North America,Pro,Referral,26,85.17,1333,20.0,0,60.6,0.158,1,0,,2025-12-31
C001544,2024-03-24,Startup,Europe,Business,Paid Search,3,215.83,647,23.0,1,-9.1,0.234,1,0,,2025-12-31
C001545,2022-11-26,SMB,North America,Business,Organic,23,190.92,1131,26.0,0,40.7,0.276,0,0,,2025-12-31
C001546,2024-04-23,Mid-Market,North America,Starter,Referral,73,27.39,617,22.0,3,44.7,0.013,0,0,,2025-12-31
C001547,2024-09-10,Mid-Market,North America,Enterprise,Partner,17,2325.24,477,2.0,0,45.4,0.539,0,0,,2025-12-31
C001548,2025-04-29,Mid-Market,Europe,Enterprise,Organic,59,10215.3,246,21.0,3,22.5,0.14,0,0,,2025-12-31
C001549,2023-12-08,Mid-Market,LATAM,Starter,Paid Search,72,31.05,754,23.0,2,8.4,0.215,0,0,,2025-12-31
C001550,2022-01-07,SMB,North America,Free,Partner,16,0.0,1454,14.0,3,73.0,0.629,0,0,,2025-12-31
C001551,2023-02-06,Startup,North America,Starter,Paid Search,6,26.01,1059,0.0,2,13.6,0.585,1,0,,2025-12-31
C001552,2025-05-05,SMB,Europe,Business,Organic,11,214.98,240,5.0,1,7.1,0.058,0,0,,2025-12-31
C001553,2024-02-02,SMB,LATAM,Enterprise,Partner,22,3123.35,698,7.0,0,35.5,0.569,1,0,,2025-12-31
C001554,2024-06-04,SMB,APAC,Business,Partner,13,216.71,575,24.0,2,16.5,0.202,0,0,,2025-12-31
C001555,2023-10-17,Startup,APAC,Starter,Organic,1,26.57,806,3.0,0,61.3,0.525,0,1,2025-06-28,2025-12-31
C001556,2022-08-21,Startup,LATAM,Free,Paid Search,4,0.0,1228,20.0,0,28.4,0.221,0,0,,2025-12-31
C001557,2025-07-06,Mid-Market,Europe,Pro,Partner,65,71.63,178,5.0,0,64.5,0.245,1,0,,2025-12-31
C001558,2025-01-10,Startup,LATAM,Starter,Paid Search,6,26.87,355,23.0,0,46.2,0.4,0,0,,2025-12-31
C001559,2025-11-24,Mid-Market,North America,Free,Paid Search,35,0.0,37,0.0,0,25.3,0.369,0,1,2025-12-27,2025-12-31
C001560,2025-05-08,Startup,APAC,Free,Paid Search,2,0.0,237,6.0,1,62.9,0.25,1,0,,2025-12-31
C001561,2023-02-21,Startup,APAC,Starter,Paid Search,4,29.8,1044,2.0,1,18.7,0.484,0,1,2023-12-07,2025-12-31
C001562,2022-12-30,SMB,LATAM,Starter,Referral,19,26.49,1097,15.0,1,27.0,0.404,0,0,,2025-12-31
C001563,2022-12-22,Mid-Market,Europe,Business,Paid Search,37,202.18,1105,21.0,0,48.2,0.631,0,1,2025-03-04,2025-12-31
C001564,2025-08-06,SMB,APAC,Starter,Sales,5,26.17,147,11.0,1,40.7,0.587,0,0,,2025-12-31
C001565,2024-03-07,Enterprise,North America,Starter,Paid Search,453,29.14,664,14.0,1,18.2,0.071,0,0,,2025-12-31
C001566,2023-10-12,SMB,Europe,Pro,Partner,10,72.39,811,17.0,2,-3.4,0.603,0,0,,2025-12-31
C001567,2025-10-16,Mid-Market,North America,Enterprise,Paid Search,68,11786.98,76,12.0,0,34.5,0.034,0,0,,2025-12-31
C001568,2024-05-12,SMB,Europe,Business,Referral,23,220.08,598,21.0,2,16.8,0.455,0,1,2024-11-26,2025-12-31
C001569,2025-07-24,Startup,Europe,Pro,Sales,5,81.95,160,7.0,1,35.7,0.745,0,0,,2025-12-31
C001570,2025-11-09,Mid-Market,North America,Business,Paid Search,22,192.72,52,4.0,1,24.5,0.987,0,0,,2025-12-31
C001571,2022-04-24,Mid-Market,North America,Pro,Paid Search,40,87.02,1347,5.0,2,17.1,0.361,0,0,,2025-12-31
C001572,2023-06-01,SMB,North America,Pro,Sales,21,75.76,944,4.0,2,28.3,0.311,1,0,,2025-12-31
C001573,2024-11-15,SMB,Europe,Pro,Sales,20,75.49,411,1.0,0,33.2,0.73,0,0,,2025-12-31
C001574,2025-03-08,Mid-Market,Europe,Pro,Sales,78,70.11,298,1.0,1,52.4,0.098,0,0,,2025-12-31
C001575,2022-08-01,Enterprise,APAC,Pro,Organic,250,87.73,1248,1.0,3,45.6,0.455,0,0,,2025-12-31
C001576,2023-04-01,SMB,North America,Starter,Organic,20,25.86,1005,4.0,1,87.4,0.538,0,1,2024-12-18,2025-12-31
