transaction_id,customer_id,txn_date,product,amount,currency,status,billing_period
T00004843,C000292,2023-11-04,Core Platform,0.0,USD,succeeded,annual
T00004844,C000292,2024-12-05,Analytics Add-on,0.0,USD,succeeded,monthly
T00004845,C000293,2025-11-05,Core Platform,152.68,USD,succeeded,monthly
T00004846,C000293,2025-11-22,Core Platform,208.25,USD,succeeded,monthly
T00004847,C000293,2025-12-01,API Access,198.94,USD,succeeded,monthly
T00004848,C000293,2025-11-12,Support Plus,143.0,USD,succeeded,monthly
T00004849,C000294,2024-06-07,Storage Pack,8.63,USD,succeeded,annual
T00004850,C000294,2023-10-14,Core Platform,0.0,USD,succeeded,monthly
T00004851,C000294,2025-03-22,Core Platform,0.0,USD,succeeded,monthly
T00004852,C000294,2024-09-22,Storage Pack,6.8,USD,succeeded,monthly
T00004853,C000294,2025-09-09,API Access,9.02,USD,succeeded,monthly
T00004854,C000294,2024-06-04,Core Platform,0.0,USD,succeeded,monthly
T00004855,C000294,2024-09-07,API Access,21.33,USD,succeeded,monthly
T00004856,C000294,2024-02-18,Core Platform,0.0,USD,succeeded,monthly
T00004857,C000294,2025-11-01,Core Platform,0.0,USD,succeeded,monthly
T00004858,C000294,2024-08-18,Support Plus,0.0,USD,succeeded,monthly
T00004859,C000294,2024-03-10,Storage Pack,5.9,USD,succeeded,monthly
T00004860,C000294,2025-07-15,Storage Pack,16.36,USD,succeeded,monthly
T00004861,C000294,2024-04-28,API Access,0.0,USD,failed,monthly
T00004862,C000294,2024-04-04,Analytics Add-on,18.06,USD,succeeded,monthly
T00004863,C000294,2024-06-19,Storage Pack,10.52,USD,succeeded,annual
T00004864,C000294,2024-12-31,API Access,10.68,USD,succeeded,monthly
T00004865,C000294,2024-02-25,Analytics Add-on,6.36,USD,succeeded,monthly
T00004866,C000294,2024-02-10,Core Platform,0.0,USD,succeeded,monthly
T00004867,C000294,2023-07-22,Support Plus,0.0,USD,succeeded,monthly
T00004868,C000294,2024-01-18,API Access,6.44,USD,succeeded,monthly
T00004869,C000294,2024-10-12,Support Plus,0.0,USD,failed,annual
T00004870,C000295,2024-09-05,Storage Pack,46.02,USD,succeeded,monthly
T00004871,C000295,2024-04-23,Core Platform,45.88,USD,succeeded,monthly
T00004872,C000295,2024-04-28,Storage Pack,58.53,USD,succeeded,annual
T00004873,C000295,2025-11-13,API Access,34.74,USD,succeeded,monthly
T00004874,C000295,2024-03-07,Core Platform,54.32,USD,succeeded,annual
T00004875,C000295,2025-02-28,Analytics Add-on,32.4,USD,succeeded,monthly
T00004876,C000295,2025-06-26,Core Platform,-30.38,USD,refunded,monthly
T00004877,C000295,2024-03-09,Core Platform,35.3,USD,succeeded,monthly
T00004878,C000295,2025-04-01,API Access,54.04,USD,succeeded,annual
T00004879,C000295,2025-07-19,Core Platform,37.98,USD,succeeded,annual
T00004880,C000295,2025-03-10,Storage Pack,27.68,USD,succeeded,monthly
T00004881,C000295,2024-02-23,API Access,28.51,USD,succeeded,annual
T00004882,C000295,2024-07-04,Core Platform,37.06,USD,succeeded,monthly
T00004883,C000296,2024-10-28,Core Platform,120.39,USD,succeeded,annual
T00004884,C000296,2024-10-31,Core Platform,178.7,USD,succeeded,monthly
T00004885,C000296,2024-10-25,Core Platform,109.21,USD,succeeded,annual
T00004886,C000296,2025-05-12,Support Plus,161.44,USD,succeeded,monthly
T00004887,C000296,2025-02-12,Analytics Add-on,164.93,USD,succeeded,monthly
T00004888,C000296,2024-08-21,API Access,128.25,USD,succeeded,annual
T00004889,C000296,2025-09-10,Core Platform,-115.73,USD,refunded,monthly
T00004890,C000296,2025-07-28,Core Platform,86.21,USD,succeeded,monthly
T00004891,C000296,2024-10-01,API Access,161.97,USD,succeeded,monthly
T00004892,C000296,2024-06-03,Core Platform,103.71,USD,succeeded,monthly
T00004893,C000296,2025-04-24,Core Platform,137.45,USD,succeeded,monthly
T00004894,C000296,2025-02-25,Core Platform,112.11,USD,succeeded,monthly
T00004895,C000296,2025-06-26,Support Plus,162.85,USD,succeeded,monthly
T00004896,C000296,2024-05-22,API Access,110.25,USD,succeeded,annual
T00004897,C000296,2024-08-26,Support Plus,-125.18,USD,refunded,monthly
T00004898,C000296,2025-02-13,Support Plus,97.86,USD,succeeded,annual
T00004899,C000296,2025-12-18,Core Platform,89.86,USD,succeeded,annual
T00004900,C000296,2024-12-30,Core Platform,120.78,USD,succeeded,monthly
T00004901,C000297,2025-09-01,Analytics Add-on,467.41,USD,succeeded,monthly
T00004902,C000297,2025-05-19,Analytics Add-on,531.13,USD,succeeded,annual
T00004903,C000297,2025-04-30,Core Platform,546.22,USD,succeeded,monthly
T00004904,C000297,2025-06-16,Core Platform,399.72,USD,failed,monthly
T00004905,C000297,2025-12-28,Core Platform,468.82,USD,succeeded,monthly
T00004906,C000297,2025-11-02,Core Platform,589.01,USD,succeeded,annual
T00004907,C000297,2025-11-21,Storage Pack,591.9,USD,succeeded,monthly
T00004908,C000297,2025-05-17,Core Platform,648.62,USD,succeeded,monthly
T00004909,C000297,2025-10-11,Analytics Add-on,374.97,USD,succeeded,monthly
T00004910,C000297,2025-10-23,Core Platform,301.78,USD,succeeded,monthly
T00004911,C000298,2023-11-05,API Access,0.0,USD,succeeded,monthly
T00004912,C000298,2024-06-11,Storage Pack,0.0,USD,succeeded,monthly
T00004913,C000298,2024-01-04,Core Platform,0.0,USD,succeeded,monthly
T00004914,C000298,2024-03-06,Core Platform,0.0,USD,succeeded,monthly
T00004915,C000298,2024-01-11,Core Platform,0.0,USD,succeeded,monthly
T00004916,C000298,2024-01-25,API Access,18.34,USD,succeeded,monthly
T00004917,C000298,2024-02-09,Storage Pack,12.34,USD,succeeded,monthly
T00004918,C000298,2024-05-29,Core Platform,0.0,USD,succeeded,monthly
T00004919,C000299,2025-05-29,Storage Pack,222.13,USD,succeeded,monthly
T00004920,C000299,2023-12-17,Core Platform,187.44,USD,succeeded,monthly
T00004921,C000299,2025-12-12,Core Platform,215.92,USD,succeeded,annual
T00004922,C000299,2024-07-07,Core Platform,195.69,USD,succeeded,monthly
T00004923,C000299,2023-12-20,Storage Pack,132.98,USD,succeeded,monthly
T00004924,C000299,2023-04-09,Core Platform,187.02,USD,succeeded,annual
T00004925,C000299,2024-05-07,Support Plus,182.69,USD,succeeded,annual
T00004926,C000299,2024-06-03,Analytics Add-on,142.88,USD,succeeded,monthly
T00004927,C000299,2025-06-07,Core Platform,179.08,USD,succeeded,monthly
T00004928,C000299,2024-04-27,API Access,224.52,USD,succeeded,annual
T00004929,C000299,2025-09-17,Core Platform,-199.49,USD,refunded,monthly
T00004930,C000299,2025-04-29,Core Platform,115.55,USD,succeeded,annual
T00004931,C000299,2025-01-21,Storage Pack,226.44,USD,succeeded,monthly
T00004932,C000299,2025-01-22,Core Platform,127.26,USD,succeeded,monthly
T00004933,C000299,2023-11-25,Storage Pack,109.02,USD,succeeded,monthly
T00004934,C000299,2025-11-11,Support Plus,101.35,USD,succeeded,monthly
T00004935,C000299,2023-10-25,API Access,195.92,USD,succeeded,monthly
T00004936,C000299,2024-07-20,Analytics Add-on,-203.02,USD,refunded,monthly
T00004937,C000300,2022-07-02,Core Platform,125.52,USD,succeeded,annual
T00004938,C000300,2024-02-13,Analytics Add-on,150.52,USD,succeeded,monthly
T00004939,C000300,2022-08-17,Core Platform,168.14,USD,succeeded,monthly
T00004940,C000300,2023-05-06,Storage Pack,179.74,USD,succeeded,monthly
T00004941,C000300,2025-10-04,Storage Pack,209.04,USD,succeeded,annual
T00004942,C000300,2022-05-23,Core Platform,106.42,USD,succeeded,monthly
T00004943,C000300,2023-03-09,Core Platform,145.19,USD,succeeded,annual
T00004944,C000300,2022-05-31,Analytics Add-on,226.57,USD,succeeded,annual
T00004945,C000300,2025-05-26,Core Platform,226.75,USD,succeeded,annual
T00004946,C000300,2024-02-28,API Access,99.81,USD,succeeded,annual
T00004947,C000300,2023-06-12,API Access,124.82,USD,succeeded,monthly
T00004948,C000300,2024-06-25,Support Plus,132.29,USD,succeeded,annual
T00004949,C000300,2025-12-11,Core Platform,147.19,USD,succeeded,annual
T00004950,C000300,2023-05-23,Support Plus,185.63,USD,succeeded,monthly
T00004951,C000300,2025-08-28,Core Platform,112.19,USD,succeeded,monthly
T00004952,C000300,2025-11-14,Core Platform,225.58,USD,succeeded,monthly
T00004953,C000300,2025-10-25,Support Plus,105.78,USD,succeeded,monthly
T00004954,C000300,2023-08-12,Core Platform,172.42,USD,succeeded,monthly
T00004955,C000300,2023-10-15,Core Platform,200.5,USD,succeeded,monthly
T00004956,C000300,2024-08-26,Support Plus,128.73,USD,succeeded,monthly
T00004957,C000300,2023-07-10,Core Platform,208.91,USD,succeeded,monthly
T00004958,C000300,2024-04-09,Storage Pack,97.51,USD,succeeded,monthly
T00004959,C000300,2023-04-17,Core Platform,219.56,USD,succeeded,annual
T00004960,C000300,2023-01-20,Core Platform,217.12,USD,succeeded,monthly
T00004961,C000300,2024-07-11,API Access,199.03,USD,succeeded,monthly
T00004962,C000300,2024-12-31,API Access,189.6,USD,succeeded,monthly
T00004963,C000300,2024-06-27,Storage Pack,113.32,USD,succeeded,monthly
T00004964,C000300,2022-03-07,Core Platform,193.46,USD,failed,monthly
T00004965,C000301,2025-04-16,Core Platform,1323.43,USD,failed,annual
T00004966,C000301,2024-12-18,Core Platform,1581.15,USD,succeeded,monthly
T00004967,C000301,2025-05-17,API Access,1015.26,USD,succeeded,monthly
T00004968,C000301,2024-01-28,Storage Pack,1608.7,USD,succeeded,monthly
T00004969,C000301,2024-10-20,Support Plus,1370.57,USD,succeeded,monthly
T00004970,C000301,2024-10-11,API Access,1456.38,USD,succeeded,monthly
T00004971,C000301,2025-04-04,Analytics Add-on,827.13,USD,succeeded,annual
T00004972,C000301,2024-02-18,Storage Pack,1065.2,USD,succeeded,monthly
T00004973,C000301,2023-09-15,Support Plus,1649.97,USD,succeeded,monthly
T00004974,C000301,2025-03-26,Core Platform,919.33,USD,succeeded,monthly
T00004975,C000301,2025-04-12,Storage Pack,1061.35,USD,succeeded,monthly
T00004976,C000301,2024-01-09,Analytics Add-on,1640.21,USD,succeeded,monthly
T00004977,C000301,2025-09-17,Storage Pack,1774.95,USD,succeeded,monthly
T00004978,C000301,2024-05-01,Core Platform,1108.72,USD,succeeded,monthly
T00004979,C000301,2025-07-11,Core Platform,1576.24,USD,succeeded,monthly
T00004980,C000301,2024-08-05,Core Platform,817.99,USD,succeeded,monthly
T00004981,C000301,2024-07-24,Core Platform,778.22,USD,succeeded,annual
T00004982,C000301,2024-11-14,Core Platform,1380.33,USD,succeeded,monthly
T00004983,C000301,2024-05-29,Core Platform,1449.34,USD,succeeded,monthly
T00004984,C000301,2023-09-23,Core Platform,1621.91,USD,succeeded,monthly
T00004985,C000301,2025-09-20,Core Platform,856.39,USD,succeeded,monthly
T00004986,C000301,2024-09-12,Analytics Add-on,1691.79,USD,succeeded,monthly
T00004987,C000302,2025-09-14,API Access,148.1,USD,succeeded,monthly
T00004988,C000302,2025-06-25,Core Platform,177.21,USD,succeeded,monthly
T00004989,C000302,2025-09-19,Storage Pack,169.52,USD,succeeded,annual
T00004990,C000302,2025-07-03,API Access,159.26,USD,succeeded,monthly
T00004991,C000302,2025-07-29,Storage Pack,97.32,USD,succeeded,monthly
T00004992,C000303,2025-02-03,Core Platform,-0.0,USD,refunded,annual
T00004993,C000303,2022-06-08,Core Platform,0.0,USD,succeeded,annual
T00004994,C000303,2024-11-07,Core Platform,0.0,USD,succeeded,annual
T00004995,C000303,2023-08-21,Core Platform,0.0,USD,succeeded,annual
T00004996,C000303,2024-05-06,Core Platform,0.0,USD,succeeded,annual
T00004997,C000303,2023-05-10,Core Platform,0.0,USD,succeeded,monthly
T00004998,C000303,2022-07-01,Core Platform,0.0,USD,succeeded,monthly
T00004999,C000303,2022-08-24,Support Plus,18.53,USD,succeeded,monthly
T00005000,C000303,2024-02-07,Analytics Add-on,12.5,USD,succeeded,monthly
T00005001,C000303,2023-12-20,Storage Pack,5.67,USD,succeeded,monthly
T00005002,C000303,2024-06-05,Core Platform,0.0,USD,succeeded,annual
T00005003,C000303,2025-09-30,Core Platform,0.0,USD,failed,monthly
T00005004,C000303,2025-07-27,Analytics Add-on,9.65,USD,succeeded,monthly
T00005005,C000303,2025-05-30,Core Platform,0.0,USD,succeeded,monthly
T00005006,C000303,2022-11-24,API Access,0.0,USD,succeeded,monthly
T00005007,C000303,2024-11-30,Core Platform,0.0,USD,succeeded,annual
T00005008,C000303,2025-01-09,Support Plus,8.69,USD,succeeded,monthly
T00005009,C000303,2023-02-03,Storage Pack,6.43,USD,succeeded,monthly
T00005010,C000303,2024-06-26,Core Platform,-0.0,USD,refunded,annual
T00005011,C000303,2025-10-21,Support Plus,8.22,USD,succeeded,monthly
T00005012,C000303,2024-05-21,Support Plus,22.95,USD,succeeded,monthly
T00005013,C000303,2023-07-28,Storage Pack,12.6,USD,succeeded,monthly
T00005014,C000303,2022-10-03,Core Platform,0.0,USD,succeeded,monthly
T00005015,C000303,2022-02-02,Analytics Add-on,0.0,USD,succeeded,monthly
T00005016,C000303,2023-05-09,Core Platform,0.0,USD,succeeded,monthly
T00005017,C000303,2025-05-05,Core Platform,0.0,USD,succeeded,monthly
T00005018,C000303,2024-09-24,Storage Pack,5.98,USD,succeeded,annual
T00005019,C000304,2025-08-07,Core Platform,0.0,USD,succeeded,monthly
T00005020,C000304,2025-07-19,Core Platform,0.0,USD,succeeded,annual
T00005021,C000305,2025-04-02,Storage Pack,133.53,USD,succeeded,annual
T00005022,C000305,2024-04-03,Core Platform,200.44,USD,succeeded,monthly
T00005023,C000305,2025-08-14,API Access,192.61,USD,succeeded,annual
T00005024,C000305,2025-02-17,Core Platform,128.93,USD,succeeded,annual
T00005025,C000305,2024-05-14,Analytics Add-on,137.91,USD,failed,annual
T00005026,C000305,2024-09-13,Core Platform,154.85,USD,succeeded,monthly
T00005027,C000305,2024-06-02,Core Platform,216.69,USD,succeeded,monthly
T00005028,C000305,2024-07-15,Core Platform,219.17,USD,succeeded,monthly
T00005029,C000305,2025-05-05,Core Platform,213.97,USD,succeeded,monthly
T00005030,C000305,2024-05-10,Core Platform,111.67,USD,succeeded,annual
T00005031,C000305,2025-03-24,API Access,124.4,USD,succeeded,monthly
T00005032,C000306,2024-11-01,Core Platform,67.57,USD,succeeded,monthly
T00005033,C000306,2025-04-19,Support Plus,46.93,USD,succeeded,annual
T00005034,C000306,2023-02-22,Core Platform,62.06,USD,succeeded,monthly
T00005035,C000306,2025-07-20,Core Platform,73.46,USD,succeeded,monthly
T00005036,C000306,2024-06-28,Storage Pack,66.26,USD,succeeded,monthly
T00005037,C000306,2022-11-29,Storage Pack,51.69,USD,succeeded,monthly
T00005038,C000306,2024-06-19,Core Platform,73.56,USD,succeeded,monthly
T00005039,C000306,2025-06-12,Analytics Add-on,38.95,USD,succeeded,monthly
T00005040,C000306,2023-03-24,API Access,35.97,USD,succeeded,monthly
T00005041,C000306,2022-08-13,Core Platform,45.69,USD,succeeded,monthly
T00005042,C000306,2023-11-19,Core Platform,-56.39,USD,refunded,annual
T00005043,C000306,2024-08-26,Core Platform,40.6,USD,succeeded,monthly
T00005044,C000306,2022-07-20,Storage Pack,72.35,USD,succeeded,annual
T00005045,C000306,2023-02-14,Core Platform,59.53,USD,succeeded,annual
T00005046,C000306,2023-10-08,Support Plus,45.44,USD,succeeded,annual
T00005047,C000306,2025-08-29,Analytics Add-on,40.62,USD,succeeded,annual
T00005048,C000306,2025-05-23,Support Plus,66.99,USD,succeeded,monthly
T00005049,C000306,2024-01-31,Core Platform,75.47,USD,succeeded,monthly
T00005050,C000306,2022-11-01,Core Platform,52.08,USD,succeeded,monthly
T00005051,C000306,2023-03-29,Storage Pack,67.41,USD,succeeded,monthly
T00005052,C000306,2022-10-26,Storage Pack,-65.79,USD,refunded,monthly
T00005053,C000306,2025-12-19,API Access,55.2,USD,succeeded,monthly
T00005054,C000306,2025-04-22,Analytics Add-on,49.45,USD,succeeded,monthly
T00005055,C000306,2023-01-19,Core Platform,64.99,USD,succeeded,monthly
T00005056,C000306,2025-02-09,Core Platform,75.26,USD,succeeded,monthly
T00005057,C000306,2023-06-22,API Access,-65.15,USD,refunded,monthly
T00005058,C000306,2023-01-11,API Access,67.52,USD,succeeded,monthly
T00005059,C000307,2024-03-15,Support Plus,1222.24,USD,succeeded,annual
T00005060,C000307,2024-07-05,Support Plus,1315.22,USD,succeeded,monthly
T00005061,C000307,2023-04-13,Storage Pack,1141.31,USD,succeeded,monthly
T00005062,C000307,2025-04-16,Core Platform,949.4,USD,succeeded,monthly
T00005063,C000307,2023-09-12,API Access,1330.6,USD,succeeded,annual
T00005064,C000307,2023-10-05,Analytics Add-on,1465.1,USD,succeeded,monthly
T00005065,C000307,2023-05-01,API Access,1448.14,USD,succeeded,monthly
T00005066,C000307,2023-10-28,Support Plus,908.45,USD,succeeded,monthly
T00005067,C000307,2023-03-21,Analytics Add-on,1509.74,USD,succeeded,annual
T00005068,C000307,2023-09-13,Core Platform,1527.93,USD,succeeded,monthly
T00005069,C000307,2024-02-12,Support Plus,889.28,USD,succeeded,annual
T00005070,C000307,2023-12-20,Core Platform,1214.95,USD,succeeded,monthly
T00005071,C000307,2023-03-29,Core Platform,793.9,USD,succeeded,monthly
T00005072,C000307,2024-03-01,Core Platform,1529.61,USD,succeeded,monthly
T00005073,C000307,2025-10-17,Core Platform,1549.88,USD,succeeded,monthly
T00005074,C000307,2023-11-12,API Access,764.31,USD,succeeded,monthly
T00005075,C000307,2023-10-07,API Access,1505.87,USD,succeeded,monthly
T00005076,C000307,2024-09-23,Core Platform,1093.83,USD,succeeded,monthly
T00005077,C000307,2023-05-22,Support Plus,1419.25,USD,succeeded,monthly
T00005078,C000307,2023-09-26,Core Platform,915.69,USD,succeeded,annual
T00005079,C000307,2023-05-12,Analytics Add-on,1089.06,USD,succeeded,monthly
T00005080,C000308,2025-05-13,Core Platform,754.99,USD,succeeded,monthly
T00005081,C000308,2024-11-27,Core Platform,856.79,USD,succeeded,annual
T00005082,C000308,2024-03-19,Analytics Add-on,835.48,USD,succeeded,monthly
T00005083,C000308,2025-01-02,Core Platform,789.19,USD,succeeded,monthly
T00005084,C000308,2025-02-24,Analytics Add-on,1469.87,USD,succeeded,monthly
T00005085,C000308,2025-01-17,Core Platform,1577.32,USD,succeeded,monthly
T00005086,C000308,2025-12-24,Core Platform,1380.98,USD,succeeded,monthly
T00005087,C000308,2025-05-16,Storage Pack,1462.31,USD,succeeded,monthly
T00005088,C000308,2025-06-23,Analytics Add-on,1469.9,USD,succeeded,monthly
T00005089,C000308,2024-11-22,Core Platform,1025.48,USD,succeeded,monthly
T00005090,C000308,2025-08-30,Core Platform,1254.53,USD,succeeded,monthly
T00005091,C000308,2024-06-13,API Access,1270.37,USD,succeeded,monthly
T00005092,C000308,2024-03-13,Core Platform,1447.48,USD,succeeded,monthly
T00005093,C000308,2025-01-13,Analytics Add-on,1032.08,USD,succeeded,annual
T00005094,C000308,2025-10-07,Storage Pack,1322.4,USD,succeeded,monthly
T00005095,C000309,2023-07-05,Core Platform,1422.2,USD,succeeded,monthly
T00005096,C000309,2023-03-30,Storage Pack,702.68,USD,succeeded,monthly
T00005097,C000309,2024-01-30,Core Platform,960.81,USD,succeeded,monthly
T00005098,C000309,2024-07-11,Analytics Add-on,1152.69,USD,succeeded,annual
T00005099,C000309,2025-02-20,Core Platform,1119.92,USD,succeeded,monthly
T00005100,C000309,2023-08-31,API Access,1575.13,USD,succeeded,monthly
T00005101,C000309,2025-07-03,Storage Pack,1222.38,USD,succeeded,monthly
T00005102,C000309,2023-12-30,Core Platform,1603.16,USD,succeeded,monthly
T00005103,C000309,2023-07-14,Storage Pack,-1002.0,USD,refunded,monthly
T00005104,C000309,2024-09-01,Core Platform,1294.03,USD,succeeded,annual
T00005105,C000309,2024-12-24,Support Plus,1493.07,USD,succeeded,monthly
T00005106,C000309,2024-08-01,Storage Pack,1031.71,USD,succeeded,annual
T00005107,C000309,2024-12-21,Storage Pack,708.95,USD,succeeded,monthly
T00005108,C000309,2024-11-05,Core Platform,1345.05,USD,succeeded,annual
T00005109,C000309,2024-11-12,Support Plus,1578.62,USD,succeeded,monthly
T00005110,C000309,2024-06-05,Support Plus,1155.68,USD,succeeded,annual
T00005111,C000309,2024-02-24,API Access,777.94,USD,succeeded,monthly
T00005112,C000309,2025-12-21,Analytics Add-on,970.18,USD,succeeded,monthly
T00005113,C000309,2023-08-20,Core Platform,1223.6,USD,succeeded,monthly
T00005114,C000309,2025-06-24,Core Platform,1202.47,USD,succeeded,monthly
T00005115,C000309,2025-06-15,Core Platform,1201.27,USD,failed,annual
T00005116,C000309,2023-09-20,Core Platform,1278.36,USD,succeeded,annual
T00005117,C000309,2023-04-26,Core Platform,1613.91,USD,succeeded,monthly
T00005118,C000309,2025-07-12,Core Platform,-1361.66,USD,refunded,annual
T00005119,C000309,2025-06-15,Core Platform,1113.7,USD,succeeded,annual
T00005120,C000309,2024-10-19,Analytics Add-on,776.45,USD,succeeded,monthly
T00005121,C000309,2025-10-22,Support Plus,758.98,USD,succeeded,annual
T00005122,C000310,2025-07-26,Core Platform,77.26,USD,failed,monthly
T00005123,C000310,2023-09-07,Support Plus,73.34,USD,succeeded,annual
T00005124,C000310,2025-05-25,Core Platform,42.9,USD,succeeded,annual
T00005125,C000310,2024-06-01,Core Platform,61.24,USD,succeeded,monthly
T00005126,C000310,2022-08-09,Support Plus,59.87,USD,succeeded,monthly
T00005127,C000310,2023-04-15,Support Plus,69.36,USD,succeeded,monthly
T00005128,C000310,2025-11-07,API Access,72.61,USD,succeeded,monthly
T00005129,C000310,2024-03-22,Support Plus,39.76,USD,succeeded,monthly
T00005130,C000310,2023-08-28,Support Plus,-56.34,USD,refunded,monthly
T00005131,C000310,2023-12-26,Core Platform,56.95,USD,succeeded,monthly
T00005132,C000310,2023-01-21,Core Platform,79.37,USD,succeeded,monthly
T00005133,C000310,2023-11-05,Analytics Add-on,76.81,USD,succeeded,annual
T00005134,C000310,2023-10-27,Core Platform,75.03,USD,succeeded,annual
T00005135,C000310,2023-05-04,Support Plus,51.9,USD,succeeded,annual
T00005136,C000310,2023-03-12,API Access,60.1,USD,succeeded,monthly
T00005137,C000310,2023-09-08,Core Platform,58.0,USD,succeeded,monthly
T00005138,C000310,2022-08-16,Core Platform,72.4,USD,succeeded,monthly
T00005139,C000310,2025-07-13,Core Platform,-54.96,USD,refunded,annual
T00005140,C000310,2024-04-02,Core Platform,81.47,USD,succeeded,monthly
T00005141,C000310,2025-01-21,API Access,52.24,USD,succeeded,monthly
T00005142,C000310,2025-09-03,Support Plus,46.05,USD,succeeded,monthly
T00005143,C000310,2023-12-29,Core Platform,68.85,USD,succeeded,monthly
T00005144,C000310,2025-03-26,Analytics Add-on,55.42,USD,succeeded,monthly
T00005145,C000310,2024-01-16,Core Platform,73.43,USD,succeeded,monthly
T00005146,C000310,2025-08-18,Analytics Add-on,47.81,USD,succeeded,monthly
T00005147,C000310,2023-03-05,Core Platform,47.08,USD,succeeded,monthly
T00005148,C000310,2024-06-12,Core Platform,68.7,USD,succeeded,annual
T00005149,C000310,2024-03-28,Core Platform,66.74,USD,succeeded,monthly
T00005150,C000310,2023-05-29,Storage Pack,47.47,USD,succeeded,monthly
T00005151,C000310,2025-01-09,Support Plus,68.68,USD,succeeded,annual
T00005152,C000310,2024-10-01,Analytics Add-on,78.23,USD,succeeded,monthly
T00005153,C000310,2025-03-25,Analytics Add-on,58.54,USD,succeeded,annual
T00005154,C000310,2022-10-31,Core Platform,65.22,USD,succeeded,annual
T00005155,C000310,2023-06-16,Core Platform,72.38,USD,succeeded,monthly
T00005156,C000310,2025-07-08,Core Platform,57.49,USD,succeeded,monthly
T00005157,C000310,2025-05-08,Core Platform,36.89,USD,succeeded,annual
T00005158,C000311,2024-09-09,Analytics Add-on,159.42,USD,succeeded,monthly
T00005159,C000312,2025-12-12,Support Plus,163.25,USD,succeeded,monthly
T00005160,C000312,2025-01-30,Core Platform,170.97,USD,succeeded,monthly
T00005161,C000312,2025-07-16,Storage Pack,109.64,USD,succeeded,monthly
T00005162,C000312,2025-06-28,Core Platform,99.63,USD,succeeded,annual
T00005163,C000312,2025-11-10,API Access,-95.49,USD,refunded,monthly
T00005164,C000312,2024-08-24,Core Platform,163.38,USD,succeeded,monthly
T00005165,C000312,2025-06-12,Analytics Add-on,160.19,USD,succeeded,annual
T00005166,C000312,2025-10-16,API Access,103.47,USD,succeeded,monthly
T00005167,C000312,2025-10-30,Support Plus,95.4,USD,succeeded,annual
T00005168,C000312,2025-09-02,API Access,138.73,USD,succeeded,monthly
T00005169,C000312,2025-03-11,Support Plus,167.31,USD,succeeded,monthly
T00005170,C000312,2025-12-22,API Access,99.55,USD,succeeded,monthly
T00005171,C000312,2025-10-16,Analytics Add-on,152.91,USD,succeeded,monthly
T00005172,C000312,2025-04-02,Core Platform,166.5,USD,succeeded,monthly
T00005173,C000313,2023-10-15,Core Platform,0.0,USD,succeeded,monthly
T00005174,C000313,2022-11-18,Support Plus,-10.5,USD,refunded,monthly
T00005175,C000313,2025-11-25,Core Platform,0.0,USD,failed,monthly
T00005176,C000313,2023-03-02,Core Platform,0.0,USD,succeeded,monthly
T00005177,C000313,2022-10-04,Core Platform,0.0,USD,succeeded,annual
T00005178,C000313,2024-02-24,API Access,0.0,USD,succeeded,monthly
T00005179,C000313,2022-08-23,API Access,0.0,USD,succeeded,monthly
T00005180,C000313,2024-03-02,Core Platform,-0.0,USD,refunded,annual
T00005181,C000313,2025-08-15,Support Plus,0.0,USD,succeeded,monthly
T00005182,C000313,2022-12-07,Storage Pack,0.0,USD,succeeded,monthly
T00005183,C000313,2023-06-02,Storage Pack,11.29,USD,failed,monthly
T00005184,C000313,2025-06-11,Core Platform,0.0,USD,failed,monthly
T00005185,C000313,2025-05-15,Analytics Add-on,0.0,USD,succeeded,annual
T00005186,C000313,2022-10-05,Analytics Add-on,16.1,USD,succeeded,annual
T00005187,C000313,2025-03-30,Core Platform,0.0,USD,succeeded,monthly
T00005188,C000313,2023-03-12,Support Plus,0.0,USD,succeeded,monthly
T00005189,C000313,2023-11-26,Analytics Add-on,0.0,USD,succeeded,monthly
T00005190,C000313,2024-12-29,Analytics Add-on,25.88,USD,succeeded,monthly
T00005191,C000313,2025-03-12,Storage Pack,12.04,USD,succeeded,monthly
T00005192,C000313,2024-10-28,Storage Pack,0.0,USD,succeeded,monthly
T00005193,C000313,2024-05-19,Core Platform,0.0,USD,succeeded,annual
T00005194,C000313,2022-12-24,Analytics Add-on,10.09,USD,succeeded,monthly
T00005195,C000313,2022-09-21,Core Platform,0.0,USD,succeeded,monthly
T00005196,C000313,2022-06-20,API Access,9.41,USD,succeeded,annual
T00005197,C000313,2022-07-26,Core Platform,0.0,USD,succeeded,monthly
T00005198,C000313,2023-04-22,Core Platform,0.0,USD,succeeded,annual
T00005199,C000313,2024-05-12,Core Platform,0.0,USD,succeeded,monthly
T00005200,C000313,2025-10-13,API Access,5.77,USD,succeeded,annual
T00005201,C000313,2024-06-11,Core Platform,0.0,USD,succeeded,monthly
T00005202,C000313,2024-04-15,API Access,9.54,USD,succeeded,monthly
T00005203,C000313,2024-11-29,Core Platform,0.0,USD,succeeded,monthly
T00005204,C000313,2025-09-28,Core Platform,0.0,USD,succeeded,monthly
T00005205,C000313,2023-06-10,Core Platform,0.0,USD,succeeded,annual
T00005206,C000313,2024-05-23,API Access,0.0,USD,succeeded,monthly
T00005207,C000313,2023-12-26,API Access,19.08,USD,succeeded,monthly
T00005208,C000313,2025-11-24,Core Platform,0.0,USD,succeeded,monthly
