event_id,customer_id,opened_at,resolved_at,sla_due_at,opened_date,status,priority,reason,category,channel,csat,resolved_hours,age_hours,is_open,sla_breach,sla_status,segment,region,plan
E00001974,C001144,2025-05-22 21:58:00,2025-05-23 04:47:45,2025-05-25 21:58:00,2025-05-22,resolved,low,Outage,Outage,chat,4.0,6.8,6.83,0,False,within_sla,Mid-Market,North America,Free
E00001975,C001145,2023-09-07 22:47:00,2023-09-09 20:55:41,2023-09-10 22:47:00,2023-09-07,resolved,low,Bug,Bug,email,5.0,46.1,46.14,0,False,within_sla,Enterprise,North America,Starter
E00001976,C001145,2025-01-12 20:03:00,2025-01-14 00:24:12,2025-01-13 20:03:00,2025-01-12,resolved,high,Bug,Bug,portal,3.0,28.4,28.35,0,True,beyond_sla,Enterprise,North America,Starter
E00001977,C001146,2024-09-18 10:53:00,2024-09-19 22:45:00,2024-09-20 10:53:00,2024-09-18,resolved,medium,Outage,Outage,chat,5.0,35.9,35.87,0,False,within_sla,SMB,North America,Business
E00001978,C001149,2025-08-31 03:18:00,2025-09-02 04:17:51,2025-09-03 03:18:00,2025-08-31,resolved,low,Feature Request,Feature Request,email,5.0,49.0,49.0,0,False,within_sla,Mid-Market,Europe,Free
E00001979,C001149,2025-01-29 09:37:00,,2025-01-31 09:37:00,2025-01-29,pending,medium,Feature Request,Feature Request,portal,,,8078.38,1,True,pending_beyond_sla,Mid-Market,Europe,Free
E00001980,C001149,2025-09-13 01:52:00,2025-09-13 10:17:27,2025-09-16 01:52:00,2025-09-13,resolved,low,Feature Request,Feature Request,email,4.0,8.4,8.42,0,False,within_sla,Mid-Market,Europe,Free
E00001981,C001150,2025-11-29 01:46:00,2025-11-30 13:35:02,2025-12-01 01:46:00,2025-11-29,resolved,medium,Outage,Outage,email,5.0,35.8,35.82,0,False,within_sla,Startup,Europe,Pro
E00001982,C001152,2025-07-01 13:15:00,,2025-07-04 13:15:00,2025-07-01,escalated,low,How-to,How-to,portal,,,4402.75,1,True,pending_beyond_sla,Mid-Market,LATAM,Starter
E00001983,C001154,2025-12-27 18:20:00,2025-12-28 06:25:47,2025-12-28 18:20:00,2025-12-27,resolved,high,Feature Request,Feature Request,email,4.0,12.1,12.1,0,False,within_sla,Mid-Market,North America,Starter
E00001984,C001155,2024-06-19 15:18:00,2024-06-19 20:25:09,2024-06-21 15:18:00,2024-06-19,resolved,medium,Feature Request,Feature Request,chat,5.0,5.1,5.12,0,False,within_sla,Mid-Market,North America,Starter
E00001985,C001155,2023-03-20 06:59:00,2023-03-23 02:16:49,2023-03-22 06:59:00,2023-03-20,resolved,medium,Outage,Outage,phone,1.0,67.3,67.3,0,True,beyond_sla,Mid-Market,North America,Starter
E00001986,C001155,2023-10-18 23:13:00,2023-10-21 11:45:30,2023-10-21 23:13:00,2023-10-18,resolved,low,Feature Request,Feature Request,portal,4.0,60.5,60.54,0,False,within_sla,Mid-Market,North America,Starter
E00001987,C001156,2024-07-18 08:05:00,2024-07-21 03:29:38,2024-07-20 08:05:00,2024-07-18,resolved,medium,Bug,Bug,email,1.0,67.4,67.41,0,True,beyond_sla,Enterprise,North America,Starter
E00001988,C001156,2024-09-12 01:04:00,,2024-09-14 01:04:00,2024-09-12,pending,medium,How-to,How-to,phone,,,11422.93,1,True,pending_beyond_sla,Enterprise,North America,Starter
E00001989,C001157,2023-01-26 09:29:00,2023-01-27 14:46:03,2023-01-27 09:29:00,2023-01-26,resolved,high,How-to,How-to,chat,2.0,29.3,29.28,0,True,beyond_sla,Mid-Market,North America,Enterprise
E00001990,C001158,2025-11-09 20:51:00,2025-11-14 17:42:26,2025-11-11 20:51:00,2025-11-09,resolved,medium,How-to,How-to,chat,2.0,116.9,116.86,0,True,beyond_sla,SMB,Europe,Pro
E00001991,C001159,2025-05-27 05:24:00,2025-05-27 20:54:25,2025-05-30 05:24:00,2025-05-27,resolved,low,How-to,How-to,chat,4.0,15.5,15.51,0,False,within_sla,Startup,Europe,Pro
E00001992,C001159,2023-07-19 23:16:00,2023-07-21 19:51:43,2023-07-22 23:16:00,2023-07-19,resolved,low,Outage,Outage,email,5.0,44.6,44.6,0,False,within_sla,Startup,Europe,Pro
E00001993,C001159,2025-03-22 09:41:00,2025-03-24 05:17:16,2025-03-24 09:41:00,2025-03-22,resolved,medium,How-to,How-to,email,4.0,43.6,43.6,0,False,within_sla,Startup,Europe,Pro
E00001994,C001160,2023-11-24 01:57:00,2023-11-24 06:33:35,2023-11-26 01:57:00,2023-11-24,resolved,medium,Billing,Billing,phone,4.0,4.6,4.61,0,False,within_sla,Enterprise,Europe,Free
E00001995,C001160,2023-08-12 22:59:00,2023-08-13 22:04:38,2023-08-15 22:59:00,2023-08-12,resolved,low,How-to,How-to,chat,5.0,23.1,23.09,0,False,within_sla,Enterprise,Europe,Free
E00001996,C001160,2024-06-20 23:46:00,2024-06-22 22:24:45,2024-06-23 23:46:00,2024-06-20,resolved,low,Bug,Bug,portal,5.0,46.6,46.65,0,False,within_sla,Enterprise,Europe,Free
E00001997,C001161,2024-10-27 21:04:00,2024-11-03 08:46:10,2024-10-30 21:04:00,2024-10-27,resolved,low,Bug,Bug,email,3.0,155.7,155.7,0,True,beyond_sla,Mid-Market,North America,Pro
E00001998,C001161,2025-04-20 00:28:00,2025-04-20 00:59:33,2025-04-20 08:28:00,2025-04-20,resolved,critical,How-to,How-to,phone,5.0,0.5,0.53,0,False,within_sla,Mid-Market,North America,Pro
E00001999,C001162,2024-04-18 09:48:00,2024-04-20 17:15:14,2024-04-21 09:48:00,2024-04-18,resolved,low,How-to,How-to,chat,5.0,55.5,55.45,0,False,within_sla,Startup,North America,Pro
E00002000,C001162,2024-10-29 13:38:00,2024-10-30 06:21:48,2024-10-30 13:38:00,2024-10-29,resolved,high,Billing,Billing,phone,5.0,16.7,16.73,0,False,within_sla,Startup,North America,Pro
E00002001,C001162,2025-06-12 07:18:00,,2025-06-15 07:18:00,2025-06-12,pending,low,Bug,Bug,portal,,,4864.7,1,True,pending_beyond_sla,Startup,North America,Pro
E00002002,C001163,2025-06-12 04:31:00,2025-06-12 19:17:44,2025-06-15 04:31:00,2025-06-12,resolved,low,Bug,Bug,portal,4.0,14.8,14.78,0,False,within_sla,Startup,LATAM,Enterprise
E00002003,C001164,2025-01-12 14:57:00,2025-01-19 01:25:50,2025-01-15 14:57:00,2025-01-12,resolved,low,Billing,Billing,email,3.0,154.5,154.48,0,True,beyond_sla,SMB,LATAM,Starter
E00002004,C001164,2024-06-15 18:01:00,,2024-06-18 18:01:00,2024-06-15,pending,low,Billing,Billing,email,,,13541.98,1,True,pending_beyond_sla,SMB,LATAM,Starter
E00002005,C001165,2025-04-02 23:35:00,2025-04-03 15:48:31,2025-04-05 23:35:00,2025-04-02,resolved,low,How-to,How-to,email,5.0,16.2,16.23,0,False,within_sla,Mid-Market,North America,Business
E00002006,C001165,2025-02-16 20:58:00,2025-02-21 08:25:59,2025-02-19 20:58:00,2025-02-16,resolved,low,Billing,Billing,email,1.0,107.5,107.47,0,True,beyond_sla,Mid-Market,North America,Business
E00002007,C001166,2023-05-25 23:57:00,2023-05-26 18:51:20,2023-05-27 23:57:00,2023-05-25,resolved,medium,How-to,How-to,phone,5.0,18.9,18.91,0,False,within_sla,SMB,Europe,Starter
E00002008,C001167,2022-09-29 22:06:00,2022-10-02 01:09:40,2022-10-02 22:06:00,2022-09-29,resolved,low,How-to,How-to,phone,5.0,51.1,51.06,0,False,within_sla,Mid-Market,Europe,Pro
E00002009,C001167,2022-05-27 17:05:00,2022-06-01 21:14:19,2022-05-30 17:05:00,2022-05-27,resolved,low,Billing,Billing,phone,3.0,124.2,124.16,0,True,beyond_sla,Mid-Market,Europe,Pro
E00002010,C001167,2023-01-24 22:03:00,2023-01-27 14:57:47,2023-01-25 22:03:00,2023-01-24,resolved,high,Bug,Bug,phone,4.0,64.9,64.91,0,True,beyond_sla,Mid-Market,Europe,Pro
E00002011,C001168,2025-10-26 12:51:00,2025-10-26 20:52:11,2025-10-27 12:51:00,2025-10-26,resolved,high,Feature Request,Feature Request,email,5.0,8.0,8.02,0,False,within_sla,Mid-Market,APAC,Enterprise
E00002012,C001168,2024-11-14 06:01:00,2024-11-14 15:09:22,2024-11-15 06:01:00,2024-11-14,resolved,high,Bug,Bug,email,3.0,9.1,9.14,0,False,within_sla,Mid-Market,APAC,Enterprise
E00002013,C001169,2025-12-03 15:48:00,2025-12-07 14:01:36,2025-12-06 15:48:00,2025-12-03,closed_unresolved,low,Outage,Outage,email,3.0,94.2,94.23,0,True,beyond_sla,Mid-Market,Europe,Pro
E00002014,C001169,2025-12-11 17:33:00,2025-12-12 01:12:59,2025-12-12 17:33:00,2025-12-11,resolved,high,Outage,Outage,email,3.0,7.7,7.67,0,False,within_sla,Mid-Market,Europe,Pro
E00002015,C001170,2025-11-24 09:42:00,2025-11-25 22:36:09,2025-11-26 09:42:00,2025-11-24,resolved,medium,How-to,How-to,chat,5.0,36.9,36.9,0,False,within_sla,SMB,APAC,Pro
E00002016,C001171,2025-08-18 01:51:00,2025-08-19 13:10:36,2025-08-20 01:51:00,2025-08-18,resolved,medium,How-to,How-to,phone,5.0,35.3,35.33,0,False,within_sla,Mid-Market,North America,Business
E00002017,C001171,2024-06-25 14:06:00,2024-06-26 15:05:07,2024-06-28 14:06:00,2024-06-25,resolved,low,How-to,How-to,portal,5.0,25.0,24.99,0,False,within_sla,Mid-Market,North America,Business
E00002018,C001172,2025-08-12 13:42:00,2025-08-13 12:36:47,2025-08-15 13:42:00,2025-08-12,resolved,low,Bug,Bug,phone,5.0,22.9,22.91,0,False,within_sla,SMB,North America,Enterprise
E00002019,C001172,2025-07-16 02:13:00,2025-07-18 08:31:27,2025-07-19 02:13:00,2025-07-16,resolved,low,Bug,Bug,portal,5.0,54.3,54.31,0,False,within_sla,SMB,North America,Enterprise
E00002020,C001174,2024-08-29 04:07:00,2024-08-31 23:29:50,2024-08-31 04:07:00,2024-08-29,closed_unresolved,medium,How-to,How-to,email,2.0,67.4,67.38,0,True,beyond_sla,Mid-Market,North America,Starter
E00002021,C001174,2023-05-19 13:20:00,,2023-05-22 13:20:00,2023-05-19,pending,low,How-to,How-to,portal,,,22978.67,1,True,pending_beyond_sla,Mid-Market,North America,Starter
E00002022,C001177,2024-02-01 03:46:00,2024-02-02 13:22:13,2024-02-03 03:46:00,2024-02-01,resolved,medium,Billing,Billing,chat,3.0,33.6,33.6,0,False,within_sla,Mid-Market,APAC,Pro
E00002023,C001179,2025-08-21 13:32:00,2025-08-30 03:17:36,2025-08-24 13:32:00,2025-08-21,closed_unresolved,low,Bug,Bug,portal,2.0,205.8,205.76,0,True,beyond_sla,Mid-Market,APAC,Pro
E00002024,C001180,2024-10-16 10:10:00,2024-10-18 03:58:21,2024-10-19 10:10:00,2024-10-16,resolved,low,Feature Request,Feature Request,chat,4.0,41.8,41.81,0,False,within_sla,Enterprise,APAC,Free
E00002025,C001181,2024-06-25 02:12:00,2024-06-25 08:39:02,2024-06-27 02:12:00,2024-06-25,resolved,medium,How-to,How-to,portal,4.0,6.5,6.45,0,False,within_sla,SMB,North America,Starter
E00002026,C001182,2025-12-05 05:10:00,2025-12-10 05:41:25,2025-12-07 05:10:00,2025-12-05,resolved,medium,How-to,How-to,portal,3.0,120.5,120.52,0,True,beyond_sla,Mid-Market,Europe,Free
E00002027,C001183,2025-05-26 01:12:00,2025-05-26 05:23:10,2025-05-26 09:12:00,2025-05-26,resolved,critical,Billing,Billing,chat,4.0,4.2,4.19,0,False,within_sla,SMB,APAC,Free
E00002028,C001184,2023-12-01 23:11:00,2023-12-03 14:41:10,2023-12-04 23:11:00,2023-12-01,resolved,low,How-to,How-to,phone,4.0,39.5,39.5,0,False,within_sla,SMB,APAC,Pro
E00002029,C001184,2024-05-14 01:41:00,,2024-05-17 01:41:00,2024-05-14,pending,low,Bug,Bug,chat,,,14326.32,1,True,pending_beyond_sla,SMB,APAC,Pro
E00002030,C001184,2024-06-23 06:18:00,2024-06-24 03:40:52,2024-06-25 06:18:00,2024-06-23,resolved,medium,Billing,Billing,portal,4.0,21.4,21.38,0,False,within_sla,SMB,APAC,Pro
E00002031,C001185,2024-07-15 05:25:00,2024-07-18 08:03:16,2024-07-17 05:25:00,2024-07-15,resolved,medium,How-to,How-to,chat,2.0,74.6,74.64,0,True,beyond_sla,Mid-Market,North America,Starter
E00002032,C001186,2025-04-03 10:20:00,2025-04-04 12:25:13,2025-04-05 10:20:00,2025-04-03,resolved,medium,How-to,How-to,email,4.0,26.1,26.09,0,False,within_sla,Enterprise,North America,Starter
E00002033,C001187,2023-09-20 11:53:00,2023-09-20 15:54:15,2023-09-20 19:53:00,2023-09-20,resolved,critical,How-to,How-to,phone,4.0,4.0,4.02,0,False,within_sla,Mid-Market,APAC,Pro
E00002034,C001187,2025-07-20 20:29:00,,2025-07-23 20:29:00,2025-07-20,pending,low,Billing,Billing,portal,,,3939.52,1,True,pending_beyond_sla,Mid-Market,APAC,Pro
E00002035,C001188,2024-10-01 07:46:00,2024-10-01 18:37:08,2024-10-02 07:46:00,2024-10-01,resolved,high,Billing,Billing,chat,5.0,10.9,10.85,0,False,within_sla,Startup,North America,Starter
E00002036,C001189,2025-08-02 08:28:00,,2025-08-02 16:28:00,2025-08-02,escalated,critical,Billing,Billing,phone,,,3639.53,1,True,pending_beyond_sla,SMB,North America,Starter
E00002037,C001189,2024-03-26 19:39:00,2024-03-29 08:29:18,2024-03-29 19:39:00,2024-03-26,resolved,low,How-to,How-to,email,3.0,60.8,60.84,0,False,within_sla,SMB,North America,Starter
E00002038,C001189,2024-06-26 10:07:00,2024-06-26 19:45:01,2024-06-27 10:07:00,2024-06-26,resolved,high,Outage,Outage,chat,3.0,9.6,9.63,0,False,within_sla,SMB,North America,Starter
E00002039,C001190,2023-05-10 03:47:00,2023-05-11 11:19:48,2023-05-13 03:47:00,2023-05-10,resolved,low,Outage,Outage,chat,3.0,31.5,31.55,0,False,within_sla,Mid-Market,APAC,Starter
E00002040,C001190,2023-07-04 07:10:00,2023-07-07 12:22:08,2023-07-06 07:10:00,2023-07-04,resolved,medium,Feature Request,Feature Request,chat,2.0,77.2,77.2,0,True,beyond_sla,Mid-Market,APAC,Starter
E00002041,C001190,2022-06-16 00:55:00,,2022-06-17 00:55:00,2022-06-16,escalated,high,Billing,Billing,chat,,,31079.08,1,True,pending_beyond_sla,Mid-Market,APAC,Starter
E00002042,C001190,2025-03-16 15:28:00,2025-03-19 06:18:13,2025-03-19 15:28:00,2025-03-16,resolved,low,How-to,How-to,email,5.0,62.8,62.84,0,False,within_sla,Mid-Market,APAC,Starter
E00002043,C001192,2025-09-18 12:35:00,2025-09-20 01:11:20,2025-09-21 12:35:00,2025-09-18,resolved,low,Bug,Bug,portal,5.0,36.6,36.61,0,False,within_sla,SMB,North America,Pro
E00002044,C001192,2025-05-04 01:04:00,2025-05-05 01:17:13,2025-05-06 01:04:00,2025-05-04,resolved,medium,Bug,Bug,phone,4.0,24.2,24.22,0,False,within_sla,SMB,North America,Pro
E00002045,C001192,2023-06-14 02:24:00,2023-06-14 03:51:10,2023-06-15 02:24:00,2023-06-14,resolved,high,How-to,How-to,phone,5.0,1.5,1.45,0,False,within_sla,SMB,North America,Pro
E00002046,C001193,2024-11-29 02:10:00,,2024-12-01 02:10:00,2024-11-29,escalated,medium,Bug,Bug,chat,,,9549.83,1,True,pending_beyond_sla,Enterprise,North America,Free
E00002047,C001193,2022-09-09 01:43:00,2022-09-16 08:19:22,2022-09-12 01:43:00,2022-09-09,resolved,low,How-to,How-to,phone,2.0,174.6,174.61,0,True,beyond_sla,Enterprise,North America,Free
E00002048,C001193,2023-07-19 10:26:00,2023-07-20 05:44:32,2023-07-20 10:26:00,2023-07-19,resolved,high,Feature Request,Feature Request,chat,4.0,19.3,19.31,0,False,within_sla,Enterprise,North America,Free
E00002049,C001194,2025-02-23 05:46:00,2025-02-23 13:21:18,2025-02-24 05:46:00,2025-02-23,resolved,high,Outage,Outage,email,5.0,7.6,7.59,0,False,within_sla,SMB,North America,Starter
E00002050,C001194,2025-06-07 12:39:00,2025-06-09 04:44:49,2025-06-08 12:39:00,2025-06-07,resolved,high,Feature Request,Feature Request,chat,3.0,40.1,40.1,0,True,beyond_sla,SMB,North America,Starter
E00002051,C001195,2024-10-08 08:31:00,2024-10-09 04:05:56,2024-10-10 08:31:00,2024-10-08,resolved,medium,Bug,Bug,email,4.0,19.6,19.58,0,False,within_sla,SMB,APAC,Starter
E00002052,C001195,2025-08-31 23:32:00,2025-09-02 14:01:32,2025-09-01 23:32:00,2025-08-31,resolved,high,Feature Request,Feature Request,chat,4.0,38.5,38.49,0,True,beyond_sla,SMB,APAC,Starter
E00002053,C001195,2025-07-02 12:45:00,2025-07-02 21:00:56,2025-07-03 12:45:00,2025-07-02,resolved,high,How-to,How-to,email,4.0,8.3,8.27,0,False,within_sla,SMB,APAC,Starter
E00002054,C001196,2024-12-22 09:30:00,2024-12-27 08:51:27,2024-12-25 09:30:00,2024-12-22,resolved,low,Billing,Billing,chat,3.0,119.4,119.36,0,True,beyond_sla,SMB,Europe,Starter
E00002055,C001196,2024-06-27 08:58:00,2024-07-03 09:07:11,2024-06-30 08:58:00,2024-06-27,resolved,low,Billing,Billing,chat,4.0,144.2,144.15,0,True,beyond_sla,SMB,Europe,Starter
E00002056,C001196,2025-01-02 10:42:00,2025-01-03 17:48:06,2025-01-05 10:42:00,2025-01-02,resolved,low,Bug,Bug,phone,5.0,31.1,31.1,0,False,within_sla,SMB,Europe,Starter
E00002057,C001196,2025-09-24 23:12:00,2025-09-25 06:04:47,2025-09-25 23:12:00,2025-09-24,resolved,high,Feature Request,Feature Request,email,4.0,6.9,6.88,0,False,within_sla,SMB,Europe,Starter
E00002058,C001197,2025-03-09 15:21:00,2025-03-10 23:14:15,2025-03-11 15:21:00,2025-03-09,resolved,medium,Billing,Billing,chat,5.0,31.9,31.89,0,False,within_sla,Mid-Market,North America,Starter
E00002059,C001197,2025-04-19 10:52:00,2025-04-19 20:03:58,2025-04-20 10:52:00,2025-04-19,resolved,high,How-to,How-to,email,4.0,9.2,9.2,0,False,within_sla,Mid-Market,North America,Starter
E00002060,C001199,2025-07-08 16:00:00,2025-07-08 22:02:04,2025-07-09 16:00:00,2025-07-08,resolved,high,Bug,Bug,chat,4.0,6.0,6.03,0,False,within_sla,Enterprise,North America,Starter
E00002061,C001199,2025-09-26 14:06:00,,2025-09-27 14:06:00,2025-09-26,pending,high,Feature Request,Feature Request,phone,,,2313.9,1,True,pending_beyond_sla,Enterprise,North America,Starter
E00002062,C001199,2025-08-25 04:40:00,,2025-08-27 04:40:00,2025-08-25,pending,medium,Billing,Billing,chat,,,3091.33,1,True,pending_beyond_sla,Enterprise,North America,Starter
E00002063,C001200,2025-06-04 15:48:00,,2025-06-06 15:48:00,2025-06-04,escalated,medium,Bug,Bug,chat,,,5048.2,1,True,pending_beyond_sla,SMB,North America,Free
E00002064,C001200,2025-11-22 09:57:00,2025-11-28 17:11:21,2025-11-25 09:57:00,2025-11-22,resolved,low,Bug,Bug,email,2.0,151.2,151.24,0,True,beyond_sla,SMB,North America,Free
E00002065,C001201,2025-08-04 08:10:00,2025-08-05 05:42:49,2025-08-07 08:10:00,2025-08-04,resolved,low,Feature Request,Feature Request,email,4.0,21.5,21.55,0,False,within_sla,Startup,North America,Business
E00002066,C001201,2025-08-22 20:10:00,2025-08-23 03:56:31,2025-08-25 20:10:00,2025-08-22,resolved,low,Feature Request,Feature Request,email,5.0,7.8,7.78,0,False,within_sla,Startup,North America,Business
E00002067,C001201,2025-08-04 13:31:00,2025-08-05 13:45:33,2025-08-07 13:31:00,2025-08-04,resolved,low,Billing,Billing,portal,3.0,24.2,24.24,0,False,within_sla,Startup,North America,Business
E00002068,C001201,2025-07-16 09:23:00,2025-07-17 18:55:56,2025-07-19 09:23:00,2025-07-16,resolved,low,Feature Request,Feature Request,phone,5.0,33.5,33.55,0,False,within_sla,Startup,North America,Business
E00002069,C001202,2024-06-18 13:52:00,2024-06-19 05:09:33,2024-06-18 21:52:00,2024-06-18,closed_unresolved,critical,Billing,Billing,email,1.0,15.3,15.29,0,True,beyond_sla,Mid-Market,Europe,Starter
E00002070,C001202,2025-09-20 08:40:00,2025-09-21 19:57:01,2025-09-22 08:40:00,2025-09-20,resolved,medium,How-to,How-to,email,5.0,35.3,35.28,0,False,within_sla,Mid-Market,Europe,Starter
E00002071,C001202,2024-09-04 04:06:00,2024-09-05 02:56:24,2024-09-07 04:06:00,2024-09-04,resolved,low,How-to,How-to,chat,3.0,22.8,22.84,0,False,within_sla,Mid-Market,Europe,Starter
E00002072,C001202,2024-01-18 19:30:00,,2024-01-21 19:30:00,2024-01-18,escalated,low,Bug,Bug,phone,,,17116.5,1,True,pending_beyond_sla,Mid-Market,Europe,Starter
E00002073,C001203,2025-12-27 18:50:00,2025-12-28 16:29:12,2025-12-29 18:50:00,2025-12-27,resolved,medium,Bug,Bug,portal,5.0,21.7,21.65,0,False,within_sla,SMB,North America,Free
E00002074,C001204,2024-12-27 04:44:00,2024-12-27 19:53:32,2024-12-28 04:44:00,2024-12-27,resolved,high,Outage,Outage,email,5.0,15.2,15.16,0,False,within_sla,SMB,North America,Pro
E00002075,C001204,2025-01-30 04:13:00,2025-02-01 02:46:47,2025-02-02 04:13:00,2025-01-30,resolved,low,Outage,Outage,email,4.0,46.6,46.56,0,False,within_sla,SMB,North America,Pro
E00002076,C001204,2025-12-14 13:14:00,2025-12-14 19:12:16,2025-12-14 21:14:00,2025-12-14,resolved,critical,Feature Request,Feature Request,chat,4.0,6.0,5.97,0,False,within_sla,SMB,North America,Pro
E00002077,C001205,2024-08-09 20:16:00,2024-08-16 01:30:42,2024-08-12 20:16:00,2024-08-09,resolved,low,Bug,Bug,phone,3.0,149.2,149.24,0,True,beyond_sla,Enterprise,Europe,Free
E00002078,C001205,2025-01-07 06:45:00,2025-01-07 07:29:53,2025-01-08 06:45:00,2025-01-07,resolved,high,Feature Request,Feature Request,email,4.0,0.7,0.75,0,False,within_sla,Enterprise,Europe,Free
E00002079,C001206,2025-11-28 21:02:00,2025-11-30 19:56:31,2025-12-01 21:02:00,2025-11-28,resolved,low,How-to,How-to,email,4.0,46.9,46.91,0,False,within_sla,Mid-Market,Europe,Business
E00002080,C001208,2024-12-16 15:07:00,2024-12-16 17:05:23,2024-12-16 23:07:00,2024-12-16,resolved,critical,How-to,How-to,phone,5.0,2.0,1.97,0,False,within_sla,SMB,North America,Pro
E00002081,C001208,2025-04-06 11:33:00,2025-04-07 11:15:15,2025-04-09 11:33:00,2025-04-06,resolved,low,How-to,How-to,chat,3.0,23.7,23.7,0,False,within_sla,SMB,North America,Pro
E00002082,C001209,2023-05-12 17:52:00,2023-05-13 04:03:09,2023-05-14 17:52:00,2023-05-12,resolved,medium,How-to,How-to,chat,5.0,10.2,10.19,0,False,within_sla,SMB,North America,Enterprise
E00002083,C001209,2025-05-23 09:55:00,2025-05-24 04:52:27,2025-05-24 09:55:00,2025-05-23,resolved,high,How-to,How-to,email,5.0,19.0,18.96,0,False,within_sla,SMB,North America,Enterprise
E00002084,C001210,2025-10-20 04:06:00,2025-10-23 20:02:52,2025-10-23 04:06:00,2025-10-20,resolved,low,Feature Request,Feature Request,phone,4.0,87.9,87.95,0,True,beyond_sla,SMB,North America,Starter
E00002085,C001210,2025-10-28 06:53:00,2025-11-01 19:19:33,2025-10-30 06:53:00,2025-10-28,resolved,medium,Billing,Billing,chat,3.0,108.4,108.44,0,True,beyond_sla,SMB,North America,Starter
E00002086,C001211,2025-04-06 02:18:00,2025-04-06 17:51:44,2025-04-07 02:18:00,2025-04-06,resolved,high,Billing,Billing,chat,5.0,15.6,15.56,0,False,within_sla,Startup,APAC,Starter
E00002087,C001212,2025-05-10 22:49:00,2025-05-12 20:50:41,2025-05-13 22:49:00,2025-05-10,resolved,low,Bug,Bug,portal,4.0,46.0,46.03,0,False,within_sla,SMB,North America,Pro
E00002088,C001212,2025-12-31 00:00:00,,2026-01-01 00:00:00,2025-12-31,pending,high,Feature Request,Feature Request,phone,,,24.0,1,False,pending_within_sla,SMB,North America,Pro
E00002089,C001212,2025-06-04 13:42:00,2025-06-04 20:36:36,2025-06-04 21:42:00,2025-06-04,resolved,critical,How-to,How-to,chat,5.0,6.9,6.91,0,False,within_sla,SMB,North America,Pro
E00002090,C001213,2023-11-12 13:41:00,2023-11-15 10:16:17,2023-11-14 13:41:00,2023-11-12,resolved,medium,Feature Request,Feature Request,chat,3.0,68.6,68.59,0,True,beyond_sla,Startup,APAC,Enterprise
E00002091,C001213,2024-04-01 17:18:00,2024-04-01 19:03:18,2024-04-04 17:18:00,2024-04-01,resolved,low,Bug,Bug,email,5.0,1.8,1.76,0,False,within_sla,Startup,APAC,Enterprise
E00002092,C001213,2024-03-23 20:21:00,,2024-03-26 20:21:00,2024-03-23,pending,low,Bug,Bug,phone,,,15555.65,1,True,pending_beyond_sla,Startup,APAC,Enterprise
E00002093,C001214,2025-07-15 11:52:00,2025-07-15 18:46:34,2025-07-17 11:52:00,2025-07-15,resolved,medium,How-to,How-to,email,4.0,6.9,6.91,0,False,within_sla,SMB,APAC,Starter
E00002094,C001215,2023-02-18 19:52:00,2023-02-21 00:12:35,2023-02-21 19:52:00,2023-02-18,resolved,low,How-to,How-to,chat,4.0,52.3,52.34,0,False,within_sla,Startup,North America,Pro
E00002095,C001215,2022-07-01 12:56:00,2022-07-01 14:06:34,2022-07-01 20:56:00,2022-07-01,resolved,critical,Bug,Bug,phone,3.0,1.2,1.18,0,False,within_sla,Startup,North America,Pro
E00002096,C001216,2023-04-26 18:12:00,,2023-04-27 18:12:00,2023-04-26,pending,high,Billing,Billing,email,,,23525.8,1,True,pending_beyond_sla,Startup,North America,Starter
E00002097,C001217,2024-07-06 08:02:00,2024-07-06 15:06:41,2024-07-08 08:02:00,2024-07-06,resolved,medium,How-to,How-to,chat,3.0,7.1,7.08,0,False,within_sla,SMB,North America,Pro
E00002098,C001217,2024-01-24 03:02:00,2024-01-24 13:11:08,2024-01-26 03:02:00,2024-01-24,resolved,medium,Billing,Billing,portal,5.0,10.2,10.15,0,False,within_sla,SMB,North America,Pro
E00002099,C001217,2025-09-10 09:26:00,2025-09-12 01:27:25,2025-09-12 09:26:00,2025-09-10,resolved,medium,Billing,Billing,portal,3.0,40.0,40.02,0,False,within_sla,SMB,North America,Pro
E00002100,C001218,2025-05-16 03:41:00,2025-05-16 10:05:19,2025-05-19 03:41:00,2025-05-16,resolved,low,Outage,Outage,email,5.0,6.4,6.41,0,False,within_sla,Startup,North America,Starter
E00002101,C001218,2025-10-22 13:00:00,2025-10-29 22:43:02,2025-10-25 13:00:00,2025-10-22,resolved,low,How-to,How-to,chat,4.0,177.7,177.72,0,True,beyond_sla,Startup,North America,Starter
E00002102,C001218,2025-01-09 01:25:00,2025-01-17 19:17:19,2025-01-12 01:25:00,2025-01-09,resolved,low,How-to,How-to,portal,2.0,209.9,209.87,0,True,beyond_sla,Startup,North America,Starter
E00002103,C001219,2025-09-01 20:44:00,2025-09-02 04:55:34,2025-09-03 20:44:00,2025-09-01,resolved,medium,Bug,Bug,email,5.0,8.2,8.19,0,False,within_sla,Startup,Europe,Pro
E00002104,C001219,2025-06-15 05:39:00,2025-06-15 13:58:21,2025-06-17 05:39:00,2025-06-15,resolved,medium,Bug,Bug,portal,5.0,8.3,8.32,0,False,within_sla,Startup,Europe,Pro
E00002105,C001220,2024-03-07 23:56:00,2024-03-08 06:53:04,2024-03-09 23:56:00,2024-03-07,resolved,medium,Feature Request,Feature Request,chat,5.0,7.0,6.95,0,False,within_sla,SMB,North America,Free
