customer_id,signup_date,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,is_churned,churn_date,as_of_date,lifetime_revenue,txn_count,last_txn_date,first_txn_date,avg_txn_amount,total_tickets,avg_resolve_hours,critical_tickets,days_since_last_txn,is_active,customer_health_score
C000571,2025-09-18,Enterprise,Europe,Pro,Referral,425,156.48,104,20.0,2,9.4,0.633,0,0,,2025-12-31,189.86,1,2025-10-22,2025-10-22,189.86,3,13.8,0,70.0,1,69.8
C000572,2023-08-19,Startup,Europe,Free,Sales,4,0.0,865,17.0,1,14.3,0.273,0,0,,2025-12-31,106.78,16,2025-10-19,2023-12-17,6.67,2,17.4,0,73.0,0,58.3
C000573,2023-02-08,Startup,North America,Pro,Paid Search,3,137.41,1057,10.0,1,33.0,0.545,1,0,,2025-12-31,2453.63,19,2025-11-28,2023-02-13,129.14,1,29.2,0,33.0,1,60.1
C000574,2022-03-12,SMB,Europe,Starter,Paid Search,7,54.76,1390,10.0,1,87.7,0.574,0,0,,2025-12-31,995.86,19,2025-12-25,2022-06-27,52.41,2,10.7,0,6.0,1,68.4
C000575,2022-01-11,Startup,LATAM,Free,Paid Search,3,0.0,1450,15.0,3,62.5,0.523,0,0,,2025-12-31,186.92,32,2025-12-10,2022-01-22,5.84,3,18.2,0,21.0,0,65.8
C000576,2023-06-19,Startup,Europe,Business,Referral,7,445.48,926,10.0,1,-16.3,0.498,1,0,,2025-12-31,5585.73,13,2025-06-11,2023-08-05,429.67,1,15.2,0,203.0,1,53.7
C000577,2025-08-16,Mid-Market,North America,Pro,Paid Search,24,148.6,137,4.0,1,51.7,0.418,0,0,,2025-12-31,970.6700000000001,6,2025-12-22,2025-09-17,161.78,3,16.2,0,9.0,1,54.8
C000578,2024-01-19,SMB,North America,Business,Paid Search,8,438.58,712,20.0,0,6.3,0.53,0,0,,2025-12-31,8982.710000000001,21,2025-12-20,2024-02-01,427.75,0,0.0,0,11.0,1,69.4
C000579,2025-07-01,SMB,LATAM,Pro,Organic,6,139.52,183,18.0,1,18.0,0.346,0,0,,2025-12-31,591.56,4,2025-11-18,2025-10-08,147.89,1,54.6,0,43.0,1,61.8
C000580,2022-05-26,Mid-Market,LATAM,Enterprise,Sales,43,1259.52,1315,16.0,0,47.8,0.457,0,0,,2025-12-31,39484.55,32,2025-12-05,2022-06-16,1233.89,1,21.3,0,26.0,1,67.8
C000581,2022-05-14,Mid-Market,North America,Starter,Sales,78,58.74,1327,20.0,2,70.0,0.347,0,0,,2025-12-31,1553.6399999999999,28,2025-10-08,2022-06-22,55.49,2,8.6,0,84.0,1,67.3
C000582,2025-04-06,Enterprise,Europe,Starter,Partner,197,54.37,269,7.3,1,68.7,0.662,1,1,2025-09-05,2025-12-31,61.93,1,2025-04-25,2025-04-25,61.93,1,15.4,0,250.0,0,64.7
C000583,2022-06-02,SMB,North America,Starter,Sales,3,56.39,1308,25.0,2,43.3,0.637,1,0,,2025-12-31,1481.34,26,2025-10-25,2022-06-02,56.97,3,17.3,0,67.0,1,75.8
C000584,2022-03-16,SMB,Europe,Pro,Partner,11,171.28,1386,24.0,2,43.6,0.235,1,0,,2025-12-31,5339.07,32,2025-11-01,2022-04-11,166.85,2,28.1,0,60.0,1,62.8
C000585,2023-08-01,SMB,North America,Pro,Sales,11,157.69,883,27.0,3,68.7,0.423,0,0,,2025-12-31,3063.55,19,2025-09-30,2024-01-01,161.24,3,9.1,0,92.0,1,74.2
C000586,2025-08-15,Mid-Market,APAC,Pro,Organic,24,150.99,138,1.7,1,-4.4,0.548,0,1,2025-10-01,2025-12-31,466.53999999999996,3,2025-09-30,2025-08-15,155.51,2,8.2,0,92.0,0,51.0
C000587,2024-09-12,Mid-Market,LATAM,Starter,Organic,64,57.03,475,2.0,1,80.7,0.671,0,0,,2025-12-31,545.7,9,2025-12-23,2024-12-30,60.63,1,18.7,0,8.0,1,63.5
C000588,2022-05-22,SMB,North America,Free,Sales,10,0.0,1319,13.0,1,16.6,0.589,0,0,,2025-12-31,169.45,24,2025-11-01,2022-06-02,7.06,1,5.4,0,60.0,0,64.4
C000589,2025-04-12,SMB,Europe,Business,Paid Search,10,420.55,263,19.0,3,41.5,0.435,0,0,,2025-12-31,2407.43,5,2025-12-27,2025-06-08,481.49,4,37.8,0,4.0,1,64.7
C000590,2025-04-21,Startup,North America,Business,Paid Search,7,370.37,254,6.0,1,22.6,0.215,0,0,,2025-12-31,2809.59,7,2025-10-11,2025-04-29,401.37,1,18.7,0,81.0,1,47.6
C000591,2025-02-18,Startup,North America,Starter,Referral,3,47.64,316,3.0,1,6.1,0.468,0,0,,2025-12-31,389.52,8,2025-11-07,2025-04-10,48.69,3,16.0,0,54.0,1,50.8
C000592,2025-07-14,Startup,North America,Pro,Partner,7,154.21,170,0.3,2,46.5,0.413,1,1,2025-09-24,2025-12-31,378.16999999999996,3,2025-09-18,2025-07-15,126.06,2,9.6,0,104.0,0,47.3
C000593,2022-12-10,Startup,North America,Pro,Paid Search,7,175.87,1117,15.0,0,40.9,0.415,0,0,,2025-12-31,3929.63,23,2025-07-24,2023-02-14,170.85,1,1.2,0,160.0,1,64.9
C000594,2025-11-01,Startup,LATAM,Business,Paid Search,2,441.26,60,27.0,1,32.4,0.642,0,0,,2025-12-31,463.44,1,2025-11-15,2025-11-15,463.44,1,21.7,0,46.0,1,80.1
C000595,2023-04-04,SMB,North America,Starter,Paid Search,23,56.45,1002,13.0,1,31.2,0.557,1,0,,2025-12-31,1509.89,26,2025-11-20,2023-04-28,58.07,1,30.3,0,41.0,1,62.9
C000596,2025-02-20,Enterprise,APAC,Pro,Organic,98,148.26,314,20.0,1,73.1,0.607,1,0,,2025-12-31,201.23,1,2025-09-05,2025-09-05,201.23,1,28.5,0,117.0,1,74.9
C000597,2024-04-08,Enterprise,North America,Free,Organic,465,0.0,632,1.0,0,89.8,0.699,1,0,,2025-12-31,29.880000000000003,9,2025-11-10,2024-04-14,3.32,0,0.0,0,51.0,0,63.8
C000598,2025-01-19,Mid-Market,Europe,Starter,Paid Search,24,59.54,346,6.0,0,66.3,0.448,0,0,,2025-12-31,365.8,6,2025-12-15,2025-03-06,60.97,1,34.2,0,16.0,1,60.4
C000599,2024-06-16,Mid-Market,Europe,Business,Referral,56,403.77,563,19.0,3,41.9,0.43,0,0,,2025-12-31,4201.99,11,2025-11-10,2024-12-23,382.0,3,12.8,0,51.0,1,64.6
C000600,2024-07-07,Mid-Market,LATAM,Starter,Paid Search,75,55.72,542,11.0,0,-5.9,0.499,1,0,,2025-12-31,870.16,15,2025-11-29,2024-07-16,58.01,1,5.3,1,32.0,1,57.2
C000601,2024-05-31,Startup,North America,Free,Paid Search,3,0.0,579,0.0,0,50.7,0.103,0,0,,2025-12-31,99.92,11,2025-12-01,2024-06-01,9.08,0,0.0,0,30.0,0,43.2
C000602,2025-01-18,Mid-Market,North America,Starter,Partner,53,53.27,347,6.0,1,51.8,0.482,0,0,,2025-12-31,545.13,11,2025-12-30,2025-03-09,49.56,1,5.3,0,1.0,1,58.5
C000603,2024-11-22,Startup,APAC,Starter,Organic,1,43.34,404,22.0,0,54.3,0.321,1,0,,2025-12-31,238.6,6,2025-10-24,2024-12-19,39.77,1,39.1,0,68.0,1,67.7
C000604,2022-07-12,SMB,APAC,Pro,Paid Search,5,146.73,1268,19.0,1,6.5,0.553,0,0,,2025-12-31,4587.5,34,2025-12-04,2022-08-20,134.93,1,4.9,0,27.0,1,67.7
C000605,2025-03-27,SMB,APAC,Starter,Organic,21,58.77,279,22.0,2,56.3,0.665,1,0,,2025-12-31,388.08000000000004,7,2025-12-23,2025-04-27,55.44,3,10.3,0,8.0,1,75.2
C000606,2024-02-06,SMB,North America,Business,Partner,19,430.24,694,9.0,1,74.0,0.473,0,0,,2025-12-31,3694.9199999999996,9,2025-12-10,2024-03-24,410.55,1,4.4,0,21.0,1,63.1
C000607,2023-04-08,Mid-Market,North America,Business,Organic,76,492.32,998,26.0,1,10.4,0.088,0,0,,2025-12-31,8404.08,17,2025-07-29,2023-06-11,494.36,1,5.9,0,155.0,1,60.4
C000608,2024-01-06,SMB,APAC,Starter,Paid Search,24,46.86,725,25.0,1,52.1,0.88,1,0,,2025-12-31,464.84000000000003,10,2025-12-14,2024-04-23,46.48,2,12.0,0,17.0,1,85.4
C000609,2025-10-14,Mid-Market,Europe,Business,Partner,58,375.62,78,10.0,2,14.7,0.4,0,0,,2025-12-31,803.53,2,2025-12-31,2025-12-12,401.76,2,16.2,0,0.0,1,54.4
C000610,2025-05-11,Startup,Europe,Free,Referral,2,0.0,234,5.0,0,32.4,0.632,0,0,,2025-12-31,10.34,2,2025-10-03,2025-05-25,5.17,0,0.0,0,89.0,0,61.7
C000611,2025-04-07,Mid-Market,North America,Starter,Referral,58,49.47,268,26.0,0,11.3,0.639,0,0,,2025-12-31,207.14,4,2025-12-30,2025-05-08,51.78,0,0.0,0,1.0,1,78.5
C000612,2023-10-24,Mid-Market,North America,Free,Sales,33,0.0,799,9.0,0,26.2,0.853,2,0,,2025-12-31,46.41,15,2025-12-21,2023-11-24,3.09,1,27.5,0,10.0,0,67.2
C000613,2025-01-26,SMB,LATAM,Free,Partner,22,0.0,339,13.0,2,26.4,0.526,0,0,,2025-12-31,6.42,7,2025-12-09,2025-07-24,0.92,2,10.6,0,22.0,0,62.0
C000614,2023-07-05,SMB,APAC,Free,Paid Search,11,0.0,910,26.0,0,45.3,0.815,0,0,,2025-12-31,138.24,21,2025-09-30,2023-07-19,6.58,1,18.9,0,92.0,0,87.2
C000615,2024-09-08,SMB,North America,Free,Organic,18,0.0,479,7.0,2,57.3,0.424,0,0,,2025-12-31,70.47,11,2025-10-01,2024-10-05,6.41,2,6.8,0,91.0,0,56.7
C000616,2024-07-03,SMB,LATAM,Business,Organic,10,424.68,546,24.0,2,65.4,0.079,0,0,,2025-12-31,4126.01,9,2025-12-28,2024-10-31,458.45,3,12.2,0,3.0,1,62.3
C000617,2022-12-24,Mid-Market,Europe,Pro,Organic,68,139.99,1103,1.6,5,18.7,0.584,0,1,2025-06-10,2025-12-31,1625.49,11,2025-01-15,2023-03-11,147.77,5,18.8,0,350.0,0,48.3
C000618,2023-01-17,SMB,North America,Enterprise,Organic,17,1352.46,1079,4.1,2,44.0,0.863,0,1,2024-10-28,2025-12-31,15141.92,11,2024-08-24,2023-01-19,1376.54,2,41.2,0,494.0,0,66.0
C000619,2022-03-29,Mid-Market,North America,Pro,Paid Search,62,149.87,1373,10.0,3,7.5,0.071,1,0,,2025-12-31,5132.01,35,2025-12-01,2022-08-18,146.63,3,13.1,1,30.0,1,40.3
C000620,2022-07-19,Mid-Market,APAC,Pro,Referral,20,141.07,1261,13.0,3,32.2,0.252,0,0,,2025-12-31,3274.6,23,2025-10-19,2022-08-08,142.37,4,10.2,0,73.0,1,52.9
C000621,2023-09-13,Mid-Market,North America,Starter,Partner,53,58.15,840,6.0,0,36.1,0.795,1,0,,2025-12-31,637.92,12,2025-09-30,2024-02-20,53.16,0,0.0,0,92.0,1,65.8
C000622,2023-11-15,Mid-Market,Europe,Pro,Paid Search,55,180.4,777,24.0,0,11.9,0.772,0,0,,2025-12-31,3219.12,19,2025-10-11,2023-12-23,169.43,1,19.0,0,81.0,1,80.8
C000623,2022-08-25,Mid-Market,APAC,Starter,Paid Search,19,46.12,1224,7.6,0,49.0,0.198,0,1,2025-07-28,2025-12-31,1266.39,26,2025-07-25,2022-10-04,48.71,0,0.0,0,159.0,0,52.6
C000624,2023-08-20,SMB,North America,Enterprise,Organic,5,1411.32,864,18.0,0,31.1,0.662,1,0,,2025-12-31,27394.48,19,2025-11-22,2023-12-08,1441.81,1,3.4,0,39.0,1,72.0
C000625,2024-05-13,Mid-Market,LATAM,Enterprise,Paid Search,20,1261.36,597,20.0,1,38.9,0.55,0,0,,2025-12-31,8589.62,8,2025-10-12,2024-09-01,1073.7,1,8.4,0,80.0,1,71.7
C000626,2022-11-29,Mid-Market,North America,Starter,Paid Search,40,46.63,1128,17.0,2,65.6,0.374,0,0,,2025-12-31,777.36,17,2025-12-07,2023-01-28,45.73,2,32.8,0,24.0,1,65.0
C000627,2023-04-29,SMB,Europe,Pro,Paid Search,24,152.37,977,18.0,1,24.3,0.484,0,0,,2025-12-31,2900.51,19,2025-12-04,2023-05-21,152.66,3,19.0,0,27.0,1,66.5
C000628,2023-06-10,Mid-Market,APAC,Pro,Organic,42,162.58,935,18.0,2,56.3,0.401,0,0,,2025-12-31,3606.73,24,2025-11-28,2023-07-05,150.28,4,31.0,0,33.0,1,65.7
C000629,2023-12-24,SMB,Europe,Pro,Sales,10,145.03,738,20.0,1,71.1,0.445,0,0,,2025-12-31,1854.98,13,2025-12-11,2024-01-11,142.69,1,22.3,0,20.0,1,71.8
C000630,2023-06-08,Startup,Europe,Free,Paid Search,4,0.0,937,25.0,1,69.5,0.282,0,0,,2025-12-31,71.68,13,2025-11-18,2023-06-12,5.51,1,30.0,0,43.0,0,71.2
C000631,2024-11-19,SMB,Europe,Pro,Partner,6,137.03,407,5.0,1,30.3,0.444,1,0,,2025-12-31,1911.8400000000001,14,2025-12-17,2025-02-12,136.56,2,4.4,1,14.0,1,52.3
C000632,2023-04-14,Startup,LATAM,Business,Organic,4,459.35,992,14.0,1,10.7,0.657,0,0,,2025-12-31,12837.08,27,2025-12-24,2023-06-03,475.45,1,4.9,0,7.0,1,66.8
C000633,2023-09-13,Enterprise,APAC,Starter,Organic,450,53.63,840,5.0,0,17.3,0.162,0,0,,2025-12-31,1197.17,24,2025-11-16,2023-11-14,49.88,0,0.0,0,45.0,1,46.1
C000634,2023-06-27,Enterprise,APAC,Pro,Paid Search,119,186.63,918,5.0,1,-4.7,0.298,0,0,,2025-12-31,4316.36,23,2025-11-18,2023-08-19,187.67,1,4.3,0,43.0,1,46.4
C000635,2022-09-19,SMB,North America,Free,Sales,3,0.0,1199,26.0,3,52.2,0.189,0,0,,2025-12-31,177.02,27,2025-09-27,2022-10-10,6.56,3,16.8,0,95.0,0,64.6
C000636,2024-09-07,SMB,Europe,Enterprise,Organic,15,1082.81,480,13.0,1,53.7,0.406,0,0,,2025-12-31,4171.99,4,2025-12-30,2025-02-19,1043.0,1,8.0,0,1.0,1,62.7
C000637,2022-12-03,Startup,Europe,Free,Paid Search,2,0.0,1124,19.0,3,37.9,0.194,0,0,,2025-12-31,47.03,19,2025-12-27,2023-01-12,2.48,3,13.2,0,4.0,0,57.1
C000638,2023-03-01,Enterprise,North America,Starter,Sales,358,53.03,1036,20.0,2,0.6,0.12,1,0,,2025-12-31,849.78,16,2025-09-16,2023-04-10,53.11,2,13.0,1,106.0,1,51.5
C000639,2025-02-07,SMB,APAC,Starter,Paid Search,9,49.08,327,0.0,4,25.9,0.192,1,0,,2025-12-31,493.32,9,2025-11-27,2025-03-11,54.81,4,11.6,0,34.0,1,35.4
C000640,2025-09-18,Mid-Market,North America,Business,Paid Search,21,455.79,104,7.1,4,69.5,0.623,1,1,2025-10-18,2025-12-31,867.6399999999999,3,2025-10-15,2025-10-10,289.21,5,14.1,1,77.0,0,59.0
C000641,2024-08-17,Mid-Market,North America,Pro,Partner,67,165.71,501,2.2,3,50.2,0.707,1,1,2025-05-20,2025-12-31,1316.0,8,2025-05-15,2024-08-20,164.5,3,16.2,0,230.0,0,56.7
C000642,2025-08-03,Mid-Market,North America,Free,Paid Search,19,0.0,150,4.9,2,54.6,0.357,1,1,2025-10-04,2025-12-31,25.04,3,2025-09-17,2025-08-27,8.35,3,17.5,0,105.0,0,50.5
C000643,2025-05-06,Startup,North America,Starter,Sales,2,51.96,239,5.0,1,100.0,0.607,0,0,,2025-12-31,223.32999999999998,4,2025-10-04,2025-05-19,55.83,1,8.7,0,88.0,1,66.2
C000644,2023-11-19,Enterprise,North America,Business,Organic,392,458.0,773,18.0,3,43.2,0.102,0,0,,2025-12-31,2976.19,7,2025-12-20,2024-01-16,425.17,3,23.8,1,11.0,1,54.0
C000645,2025-01-06,Startup,Europe,Starter,Referral,4,47.12,359,3.0,2,-19.0,0.24,0,0,,2025-12-31,430.78,9,2025-12-21,2025-02-18,47.86,3,12.4,0,10.0,1,40.0
C000646,2023-04-15,SMB,Europe,Free,Organic,24,0.0,991,12.0,0,7.5,0.605,0,0,,2025-12-31,143.29000000000002,23,2025-09-09,2023-04-18,6.23,1,16.9,0,113.0,0,64.6
C000647,2023-10-21,SMB,North America,Enterprise,Referral,14,1341.3,802,8.0,4,42.6,0.231,1,0,,2025-12-31,19566.5,15,2025-11-15,2024-02-06,1304.43,5,17.4,0,46.0,1,45.3
C000648,2024-02-05,SMB,North America,Starter,Referral,17,44.75,695,26.0,0,35.5,0.399,0,0,,2025-12-31,364.73,8,2025-10-29,2024-02-10,45.59,0,0.0,0,63.0,1,73.7
C000649,2025-10-05,Startup,APAC,Pro,Referral,1,130.76,87,9.8,1,30.7,0.341,3,1,2025-12-11,2025-12-31,178.74,1,2025-10-20,2025-10-20,178.74,1,8.4,1,72.0,0,49.6
C000650,2025-04-28,Mid-Market,North America,Starter,Referral,28,47.75,247,9.0,0,31.1,0.452,1,0,,2025-12-31,228.78,5,2025-12-13,2025-10-07,45.76,1,4.4,0,18.0,1,57.7
C000651,2023-12-01,Enterprise,Europe,Business,Referral,494,459.81,761,8.0,2,15.4,0.234,1,0,,2025-12-31,9362.38,20,2025-11-21,2023-12-11,468.12,2,8.5,0,40.0,1,45.7
C000652,2024-07-22,SMB,Europe,Business,Organic,21,440.93,527,20.0,1,44.3,0.205,0,0,,2025-12-31,6420.3099999999995,14,2025-12-03,2024-08-18,458.59,1,7.1,0,28.0,1,61.9
C000653,2022-10-17,Mid-Market,Europe,Starter,Organic,64,50.8,1171,17.0,1,69.9,0.466,0,0,,2025-12-31,1271.05,26,2025-11-25,2022-11-05,48.89,2,9.0,0,36.0,1,69.6
C000654,2025-02-24,Mid-Market,APAC,Pro,Paid Search,16,145.38,310,15.0,1,78.3,0.533,0,0,,2025-12-31,749.04,5,2025-12-21,2025-05-02,149.81,1,13.4,0,10.0,1,70.7
C000655,2024-03-01,Mid-Market,Europe,Enterprise,Paid Search,37,1157.85,670,2.0,2,77.6,0.7,0,0,,2025-12-31,15824.25,14,2025-10-25,2024-03-02,1130.3,2,14.2,0,67.0,1,62.5
C000656,2024-02-01,Mid-Market,LATAM,Business,Paid Search,25,399.7,699,2.0,2,11.1,0.274,0,0,,2025-12-31,3998.53,10,2025-11-28,2024-02-20,399.85,2,12.3,0,33.0,1,43.1
C000657,2024-12-31,Enterprise,APAC,Starter,Referral,173,53.3,365,17.0,0,34.5,0.339,0,0,,2025-12-31,681.73,12,2025-12-26,2025-01-13,56.81,0,0.0,0,5.0,1,63.8
C000658,2024-06-24,Enterprise,North America,Starter,Referral,213,55.88,555,13.0,2,27.2,0.5,0,0,,2025-12-31,475.76,9,2025-11-18,2024-06-26,52.86,2,25.0,0,43.0,1,61.3
C000659,2022-04-14,Startup,North America,Business,Sales,3,455.67,1357,23.0,0,49.8,0.762,0,0,,2025-12-31,13021.47,29,2025-12-31,2022-06-19,449.02,1,2.4,0,0.0,1,83.4
C000660,2023-02-17,Mid-Market,North America,Free,Paid Search,62,0.0,1048,0.0,2,32.9,0.405,0,0,,2025-12-31,71.59,14,2025-12-29,2023-07-30,5.11,2,16.2,0,2.0,0,47.4
C000661,2022-09-10,Startup,North America,Free,Referral,5,0.0,1208,1.5,1,29.4,0.487,0,1,2023-01-19,2025-12-31,20.32,1,2022-11-11,2022-11-11,20.32,1,7.8,0,1146.0,0,52.4
C000662,2024-11-16,Startup,Europe,Starter,Referral,4,48.24,410,22.0,3,71.4,0.425,0,0,,2025-12-31,545.86,11,2025-11-05,2025-01-01,49.62,3,28.5,0,56.0,1,70.0
C000663,2022-02-20,Mid-Market,North America,Business,Sales,57,422.47,1410,27.0,2,37.5,0.197,1,0,,2025-12-31,12966.91,31,2025-11-06,2022-03-20,418.29,2,11.6,0,55.0,1,63.8
C000664,2022-10-17,SMB,North America,Starter,Referral,9,53.48,1171,20.0,0,38.1,0.313,0,0,,2025-12-31,1547.19,30,2025-11-19,2022-10-30,51.57,2,8.9,0,42.0,1,66.1
C000665,2024-05-04,SMB,North America,Starter,Organic,14,53.78,606,0.0,1,45.3,0.608,0,0,,2025-12-31,677.25,12,2025-11-20,2024-05-04,56.44,1,26.3,0,41.0,1,56.3
C000666,2024-09-20,SMB,Europe,Pro,Organic,23,144.74,467,1.0,2,51.9,0.531,1,0,,2025-12-31,1224.97,9,2025-12-01,2025-01-29,136.11,2,13.2,0,30.0,1,52.0
C000667,2023-12-21,Enterprise,APAC,Starter,Sales,151,58.94,741,24.0,2,52.0,0.617,1,0,,2025-12-31,837.9,14,2025-12-08,2024-02-13,59.85,2,5.5,0,23.0,1,75.1
C000668,2025-05-15,Mid-Market,LATAM,Starter,Referral,27,57.44,230,13.0,0,73.8,0.709,0,0,,2025-12-31,434.0,8,2025-12-18,2025-07-03,54.25,0,0.0,0,13.0,1,75.3
C000669,2025-08-07,Enterprise,North America,Pro,Referral,364,190.65,146,13.0,4,2.9,0.439,1,0,,2025-12-31,902.14,5,2025-12-20,2025-09-17,180.43,4,14.3,0,11.0,1,52.1
C000670,2022-07-08,SMB,North America,Starter,Referral,6,56.92,1272,26.0,0,43.1,0.35,1,0,,2025-12-31,1691.35,29,2025-07-24,2022-09-06,58.32,1,9.2,0,160.0,1,71.0
C000671,2025-09-24,Startup,LATAM,Enterprise,Referral,5,1094.41,98,6.0,1,32.4,0.297,0,0,,2025-12-31,5346.98,5,2025-12-23,2025-10-01,1069.4,1,40.5,0,8.0,1,51.0
C000672,2024-05-28,SMB,APAC,Starter,Referral,11,50.43,582,7.0,1,27.5,0.73,0,0,,2025-12-31,1107.96,21,2025-12-25,2024-06-11,52.76,1,21.7,0,6.0,1,64.4
C000673,2024-06-28,SMB,Europe,Business,Sales,14,364.77,551,8.8,1,53.9,0.282,0,1,2024-09-09,2025-12-31,2383.86,7,2024-09-05,2024-07-03,340.55,1,25.5,0,482.0,0,55.2
C000674,2022-05-16,Startup,Europe,Pro,Sales,2,164.55,1325,7.1,2,67.4,0.319,1,1,2023-12-30,2025-12-31,2301.81,14,2023-11-18,2022-06-23,164.42,2,24.2,0,774.0,0,52.6
C000675,2024-06-08,SMB,North America,Free,Paid Search,3,0.0,571,10.0,3,20.2,0.681,0,0,,2025-12-31,134.76,20,2025-09-29,2024-07-02,6.74,3,31.7,0,93.0,0,61.9
C000676,2024-11-03,Enterprise,APAC,Free,Organic,469,0.0,423,4.0,1,77.2,0.46,1,0,,2025-12-31,59.449999999999996,11,2025-11-13,2024-11-04,5.4,2,20.4,1,48.0,0,56.6
C000677,2024-04-10,Startup,Europe,Pro,Organic,5,139.8,630,1.0,0,-0.8,0.6,1,0,,2025-12-31,2934.02,21,2025-12-24,2024-05-15,139.72,0,0.0,0,7.0,1,51.8
C000678,2022-05-01,Mid-Market,Europe,Starter,Paid Search,61,52.4,1340,0.0,0,49.8,0.499,1,0,,2025-12-31,1350.54,25,2025-06-14,2022-05-14,54.02,1,10.8,0,200.0,1,53.0
C000679,2024-01-19,Enterprise,Europe,Starter,Referral,275,48.48,712,3.3,2,12.7,0.15,1,1,2025-10-16,2025-12-31,861.09,18,2025-10-02,2024-03-06,47.84,3,6.9,0,90.0,0,38.7
C000680,2025-08-31,SMB,North America,Enterprise,Referral,7,1096.31,122,14.0,0,19.0,0.366,0,0,,2025-12-31,1555.0,2,2025-11-10,2025-09-21,777.5,0,0.0,0,51.0,1,60.4
C000681,2024-10-31,Startup,North America,Pro,Paid Search,2,135.02,426,13.0,0,36.5,0.213,1,0,,2025-12-31,856.12,7,2025-11-14,2025-03-21,122.3,0,0.0,0,47.0,1,54.6
C000682,2022-07-16,Mid-Market,APAC,Enterprise,Paid Search,50,1139.64,1264,6.0,1,25.0,0.281,0,0,,2025-12-31,27349.89,22,2025-10-21,2022-10-13,1243.18,1,18.3,0,71.0,1,49.8
C000683,2025-10-04,SMB,Europe,Starter,Paid Search,6,56.91,88,10.4,6,-36.6,0.269,0,1,2025-12-21,2025-12-31,112.31,2,2025-12-01,2025-11-18,56.16,6,14.3,0,30.0,0,39.7
C000684,2025-10-03,Mid-Market,North America,Starter,Referral,34,45.1,89,24.0,2,50.3,0.195,0,0,,2025-12-31,45.69,1,2025-11-24,2025-11-24,45.69,2,3.8,0,37.0,1,64.3
C000685,2022-08-31,Enterprise,North America,Pro,Partner,177,153.71,1218,6.0,0,54.5,0.771,0,0,,2025-12-31,3445.94,23,2025-12-04,2022-09-15,149.82,0,0.0,0,27.0,1,68.9
C000686,2025-02-19,Enterprise,LATAM,Starter,Organic,94,48.74,315,6.6,3,31.0,0.4,1,1,2025-06-30,2025-12-31,98.22999999999999,2,2025-04-28,2025-02-24,49.11,3,8.8,0,247.0,0,49.5
C000687,2023-08-05,SMB,North America,Starter,Paid Search,6,50.07,879,15.0,3,29.0,0.744,0,0,,2025-12-31,735.61,16,2025-12-21,2023-08-20,45.98,3,10.4,0,10.0,1,69.1
C000688,2024-04-28,Startup,Europe,Free,Partner,4,0.0,612,19.0,1,25.7,0.364,0,0,,2025-12-31,55.06,13,2025-12-16,2024-05-01,4.24,2,12.4,0,15.0,0,64.0
C000689,2023-09-29,Mid-Market,Europe,Free,Paid Search,54,0.0,824,0.0,1,-7.8,0.659,0,1,2023-12-04,2025-12-31,12.14,2,2023-11-06,2023-10-27,6.07,1,17.2,0,786.0,0,52.5
C000690,2025-01-24,Mid-Market,APAC,Business,Referral,27,475.71,341,18.0,1,-10.4,0.095,0,0,,2025-12-31,1644.27,4,2025-09-29,2025-04-03,411.07,1,26.9,0,93.0,1,51.4
C000691,2025-11-26,Mid-Market,Europe,Starter,Sales,51,55.43,35,20.0,3,55.1,0.118,1,0,,2025-12-31,50.75,1,2025-12-27,2025-12-27,50.75,5,9.9,0,4.0,1,55.4
C000692,2025-02-11,Enterprise,APAC,Enterprise,Organic,389,1261.06,323,19.0,2,61.6,0.378,1,0,,2025-12-31,3256.25,3,2025-07-23,2025-04-12,1085.42,3,12.1,0,161.0,1,64.5
C000693,2025-08-24,SMB,North America,Starter,Organic,14,48.89,129,23.0,0,49.9,0.476,1,0,,2025-12-31,103.4,2,2025-11-04,2025-10-03,51.7,0,0.0,0,57.0,1,72.8
C000694,2025-09-14,SMB,LATAM,Starter,Paid Search,5,48.77,108,20.0,0,44.5,0.651,1,0,,2025-12-31,167.53000000000003,4,2025-12-07,2025-10-05,41.88,0,0.0,0,24.0,1,74.8
C000695,2022-05-09,SMB,LATAM,Starter,Organic,19,50.31,1332,27.0,2,54.6,0.445,0,0,,2025-12-31,1153.1399999999999,22,2025-11-02,2022-06-04,52.42,2,16.4,1,59.0,1,74.9
C000696,2022-12-29,Mid-Market,Europe,Pro,Paid Search,67,146.44,1098,18.0,1,52.9,0.378,1,0,,2025-12-31,2952.89,19,2025-10-26,2023-01-26,155.42,1,4.9,0,66.0,1,64.2
C000697,2024-10-29,SMB,Europe,Business,Organic,8,397.79,428,12.0,1,15.4,0.384,0,0,,2025-12-31,4164.29,11,2025-12-30,2024-11-28,378.57,1,15.1,0,1.0,1,57.3
C000698,2024-04-23,Enterprise,North America,Business,Organic,182,490.02,617,23.0,1,40.6,0.425,1,0,,2025-12-31,4423.22,10,2025-11-21,2024-06-01,442.32,1,8.3,0,40.0,1,68.8
C000699,2022-03-13,Mid-Market,Europe,Free,Referral,51,0.0,1389,19.0,3,27.6,0.128,0,0,,2025-12-31,99.16,29,2025-10-02,2022-04-09,3.42,3,7.2,0,90.0,0,54.1
