cohort_month,months_since_signup,revenue,paying_customers,txn_count,cohort_size,revenue_per_customer
2023-04,17,15441.53,40,53,118,130.86
2023-04,18,20449.27,52,71,118,173.3
2023-04,19,23544.24,54,71,118,199.53
2023-04,20,32980.77,57,84,118,279.5
2023-04,21,25397.95,57,77,118,215.24
2023-04,22,15650.57,46,64,118,132.63
2023-04,23,23537.8,53,70,118,199.47
2023-04,24,20839.94,57,68,118,176.61
2023-04,25,13883.91,38,52,118,117.66
2023-04,26,23068.32,54,66,118,195.49
2023-04,27,25665.28,63,79,118,217.5
2023-04,28,23353.38,54,75,118,197.91
2023-04,29,31336.42,62,92,118,265.56
2023-04,30,18284.39,48,66,118,154.95
2023-04,31,19383.87,53,66,118,164.27
2023-04,32,30467.83,56,80,118,258.2
2023-05,0,10051.52,25,32,96,104.7
2023-05,1,17852.79,42,61,96,185.97
2023-05,2,17460.26,45,60,96,181.88
2023-05,3,12890.46,48,61,96,134.28
2023-05,4,18881.16,45,62,96,196.68
2023-05,5,13456.82,47,61,96,140.18
2023-05,6,18074.71,47,62,96,188.28
2023-05,7,8654.22,40,60,96,90.15
2023-05,8,14857.07,46,55,96,154.76
2023-05,9,13915.98,39,50,96,144.96
2023-05,10,13372.54,39,51,96,139.3
2023-05,11,20027.17,43,59,96,208.62
2023-05,12,13017.29,43,61,96,135.6
2023-05,13,13692.4,42,66,96,142.63
2023-05,14,26173.27,58,83,96,272.64
2023-05,15,15412.12,46,66,96,160.54
2023-05,16,12582.8,46,66,96,131.07
2023-05,17,11036.76,49,68,96,114.97
2023-05,18,15729.7,46,53,96,163.85
2023-05,19,14376.93,40,54,96,149.76
2023-05,20,18494.39,50,68,96,192.65
2023-05,21,9510.96,35,46,96,99.07
2023-05,22,14569.73,43,56,96,151.77
2023-05,23,19702.35,46,65,96,205.23
2023-05,24,18206.65,44,60,96,189.65
2023-05,25,9314.6,32,43,96,97.03
2023-05,26,14498.91,39,49,96,151.03
2023-05,27,13694.43,38,53,96,142.65
2023-05,28,19794.34,46,63,96,206.19
2023-05,29,13658.26,43,60,96,142.27
2023-05,30,9191.88,36,44,96,95.75
2023-05,31,18265.07,45,62,96,190.26
2023-06,0,9148.07,29,37,101,90.57
2023-06,1,9053.33,50,59,101,89.64
2023-06,2,15978.89,52,69,101,158.21
2023-06,3,21392.91,53,69,101,211.81
2023-06,4,16046.04,54,71,101,158.87
2023-06,5,19380.04,56,74,101,191.88
2023-06,6,13444.86,53,66,101,133.12
2023-06,7,25574.7,46,70,101,253.21
2023-06,8,21527.11,57,83,101,213.14
2023-06,9,16380.65,45,55,101,162.18
2023-06,10,12334.92,45,59,101,122.13
2023-06,11,15842.31,54,83,101,156.85
2023-06,12,15474.44,44,53,101,153.21
2023-06,13,8653.08,46,62,101,85.67
2023-06,14,14755.82,43,64,101,146.1
2023-06,15,16630.94,49,67,101,164.66
2023-06,16,17238.12,49,66,101,170.67
2023-06,17,14474.05,47,61,101,143.31
2023-06,18,15527.98,41,57,101,153.74
2023-06,19,13466.69,40,59,101,133.33
2023-06,20,15522.39,42,59,101,153.69
2023-06,21,13596.11,44,57,101,134.61
2023-06,22,12007.7,35,46,101,118.89
2023-06,23,14074.32,46,65,101,139.35
2023-06,24,15139.43,44,58,101,149.9
2023-06,25,16966.88,41,54,101,167.99
2023-06,26,14181.9,46,62,101,140.41
2023-06,27,18260.67,37,55,101,180.8
2023-06,28,14002.44,45,64,101,138.64
2023-06,29,19924.77,42,55,101,197.27
2023-06,30,14479.61,41,59,101,143.36
2023-07,0,10327.25,28,36,107,96.52
2023-07,1,15524.91,49,61,107,145.09
2023-07,2,19992.94,56,79,107,186.85
2023-07,3,19966.05,53,72,107,186.6
2023-07,4,15936.27,40,56,107,148.94
2023-07,5,18928.75,53,67,107,176.9
2023-07,6,14866.59,51,71,107,138.94
2023-07,7,16989.36,43,59,107,158.78
2023-07,8,13724.77,41,56,107,128.27
2023-07,9,13879.36,52,67,107,129.71
2023-07,10,12703.35,45,58,107,118.72
2023-07,11,12698.51,41,60,107,118.68
2023-07,12,13566.21,51,63,107,126.79
2023-07,13,16758.93,38,52,107,156.63
2023-07,14,16140.87,44,58,107,150.85
2023-07,15,16330.0,40,51,107,152.62
2023-07,16,14529.24,39,55,107,135.79
2023-07,17,24190.99,48,69,107,226.08
2023-07,18,18971.09,39,52,107,177.3
2023-07,19,17221.99,40,52,107,160.95
2023-07,20,10612.29,35,47,107,99.18
2023-07,21,17329.86,48,66,107,161.96
2023-07,22,21418.81,47,66,107,200.18
2023-07,23,17551.2,44,54,107,164.03
2023-07,24,11710.4,38,52,107,109.44
2023-07,25,15041.87,40,58,107,140.58
2023-07,26,12774.75,34,42,107,119.39
2023-07,27,17854.41,46,63,107,166.86
2023-07,28,12649.16,36,47,107,118.22
2023-07,29,11659.98,37,50,107,108.97
2023-08,0,12347.87,29,37,116,106.45
2023-08,1,22861.38,57,74,116,197.08
2023-08,2,17557.39,48,61,116,151.36
2023-08,3,21082.64,48,66,116,181.75
2023-08,4,14992.5,48,55,116,129.25
2023-08,5,14225.1,55,63,116,122.63
2023-08,6,15879.12,45,65,116,136.89
2023-08,7,8723.36,48,61,116,75.2
2023-08,8,23248.38,61,86,116,200.42
2023-08,9,16645.32,57,76,116,143.49
2023-08,10,19860.75,62,82,116,171.21
2023-08,11,19492.64,62,84,116,168.04
2023-08,12,21699.05,59,70,116,187.06
2023-08,13,19391.23,51,64,116,167.17
2023-08,14,15074.93,58,76,116,129.96
2023-08,15,17989.75,51,64,116,155.08
2023-08,16,18654.39,56,76,116,160.81
2023-08,17,18299.71,54,75,116,157.76
2023-08,18,7929.5,43,58,116,68.36
2023-08,19,23382.91,48,65,116,201.58
2023-08,20,14489.96,51,69,116,124.91
2023-08,21,22272.75,53,68,116,192.01
2023-08,22,12443.22,41,52,116,107.27
2023-08,23,14398.81,48,67,116,124.13
2023-08,24,13971.77,45,65,116,120.45
2023-08,25,15979.29,48,60,116,137.75
2023-08,26,22039.27,51,68,116,189.99
2023-08,27,17842.96,41,62,116,153.82
2023-08,28,13862.51,44,55,116,119.5
2023-09,0,10846.27,23,30,103,105.3
2023-09,1,24515.6,46,59,103,238.02
2023-09,2,16753.4,44,62,103,162.65
2023-09,3,16260.57,49,64,103,157.87
2023-09,4,13088.59,49,63,103,127.07
2023-09,5,19677.32,47,60,103,191.04
2023-09,6,15133.26,58,75,103,146.92
2023-09,7,20803.42,43,67,103,201.97
2023-09,8,8293.22,36,51,103,80.52
2023-09,9,9386.38,42,61,103,91.13
2023-09,10,15571.45,38,53,103,151.18
2023-09,11,14775.42,44,58,103,143.45
2023-09,12,22529.74,50,75,103,218.74
2023-09,13,16369.99,42,60,103,158.93
2023-09,14,13454.88,44,60,103,130.63
2023-09,15,12453.5,46,60,103,120.91
2023-09,16,13740.49,48,63,103,133.4
2023-09,17,14579.33,43,55,103,141.55
2023-09,18,19299.55,37,59,103,187.37
2023-09,19,11276.41,35,48,103,109.48
2023-09,20,15720.25,43,52,103,152.62
2023-09,21,10057.59,44,57,103,97.65
2023-09,22,22214.32,45,68,103,215.67
2023-09,23,11926.99,46,58,103,115.8
2023-09,24,9394.2,33,39,103,91.21
2023-09,25,15653.03,48,61,103,151.97
2023-09,26,11631.57,36,44,103,112.93
2023-09,27,11311.6,38,50,103,109.82
2023-10,0,19957.48,47,64,128,155.92
2023-10,1,25672.65,68,81,128,200.57
2023-10,2,25984.64,73,90,128,203.0
2023-10,3,18713.78,57,79,128,146.2
2023-10,4,18209.34,57,71,128,142.26
2023-10,5,26330.45,65,90,128,205.71
2023-10,6,23928.31,65,92,128,186.94
2023-10,7,25981.05,66,93,128,202.98
2023-10,8,22583.69,59,77,128,176.44
2023-10,9,16778.78,55,70,128,131.08
2023-10,10,22153.76,56,73,128,173.08
2023-10,11,18732.88,71,89,128,146.35
2023-10,12,19098.09,54,73,128,149.2
2023-10,13,13839.27,57,82,128,108.12
2023-10,14,21927.3,58,75,128,171.31
2023-10,15,27129.04,61,81,128,211.95
2023-10,16,22663.89,57,78,128,177.06
2023-10,17,16167.86,50,66,128,126.31
2023-10,18,19107.87,56,77,128,149.28
2023-10,19,21664.06,63,82,128,169.25
2023-10,20,22197.19,52,65,128,173.42
2023-10,21,20947.07,48,65,128,163.65
2023-10,22,24520.41,53,72,128,191.57
2023-10,23,14136.3,45,61,128,110.44
2023-10,24,16659.59,46,54,128,130.15
2023-10,25,28237.08,54,77,128,220.6
2023-10,26,13111.43,49,65,128,102.43
2023-11,0,10411.9,31,35,98,106.24
2023-11,1,8718.4,39,52,98,88.96
2023-11,2,18984.44,44,65,98,193.72
2023-11,3,14826.59,40,56,98,151.29
2023-11,4,15802.26,45,63,98,161.25
2023-11,5,10792.75,43,49,98,110.13
2023-11,6,18310.46,44,65,98,186.84
2023-11,7,14068.56,44,58,98,143.56
2023-11,8,18010.96,38,48,98,183.79
2023-11,9,21229.59,45,59,98,216.63
2023-11,10,13567.65,43,57,98,138.45
2023-11,11,12454.25,40,53,98,127.08
2023-11,12,20574.36,47,69,98,209.94
2023-11,13,13153.44,44,60,98,134.22
2023-11,14,18421.46,52,65,98,187.97
2023-11,15,17060.59,38,55,98,174.09
2023-11,16,11235.42,39,51,98,114.65
2023-11,17,21156.73,50,68,98,215.88
2023-11,18,11901.12,44,54,98,121.44
2023-11,19,11045.62,38,52,98,112.71
2023-11,20,14669.55,45,59,98,149.69
2023-11,21,19787.17,49,70,98,201.91
2023-11,22,11953.18,39,54,98,121.97
2023-11,23,21072.35,48,73,98,215.02
2023-11,24,9777.92,37,52,98,99.77
2023-11,25,18856.7,43,57,98,192.42
2023-12,0,5525.22,20,25,116,47.63
2023-12,1,17171.34,63,80,116,148.03
2023-12,2,20111.28,61,78,116,173.37
2023-12,3,24742.21,51,74,116,213.29
2023-12,4,21344.72,53,74,116,184.01
2023-12,5,19650.09,55,77,116,169.4
2023-12,6,24550.68,51,71,116,211.64
2023-12,7,23405.45,53,75,116,201.77
2023-12,8,23836.66,52,71,116,205.49
2023-12,9,16162.39,45,57,116,139.33
2023-12,10,18742.95,51,65,116,161.58
2023-12,11,18431.17,45,57,116,158.89
2023-12,12,22609.75,52,68,116,194.91
2023-12,13,20949.41,47,68,116,180.6
2023-12,14,22754.18,34,51,116,196.16
2023-12,15,15324.4,49,65,116,132.11
2023-12,16,21006.25,43,59,116,181.09
2023-12,17,15503.49,44,58,116,133.65
2023-12,18,17087.28,43,56,116,147.3
2023-12,19,24970.76,59,88,116,215.27
2023-12,20,14017.96,50,62,116,120.84
2023-12,21,12302.69,41,56,116,106.06
2023-12,22,20389.62,53,70,116,175.77
2023-12,23,20015.63,45,59,116,172.55
2023-12,24,20066.27,50,74,116,172.99
2024-01,0,5282.89,26,27,118,44.77
2024-01,1,11210.49,42,60,118,95.0
2024-01,2,16519.14,56,74,118,139.99
2024-01,3,15601.31,49,68,118,132.21
2024-01,4,16233.54,67,82,118,137.57
2024-01,5,15101.08,56,70,118,127.98
2024-01,6,15522.71,57,80,118,131.55
2024-01,7,14945.73,48,69,118,126.66
2024-01,8,14034.07,52,64,118,118.93
2024-01,9,12644.89,48,61,118,107.16
2024-01,10,13506.13,53,65,118,114.46
2024-01,11,18543.01,56,83,118,157.14
2024-01,12,21459.2,59,83,118,181.86
2024-01,13,12721.65,51,70,118,107.81
2024-01,14,16194.01,43,61,118,137.24
2024-01,15,17079.66,58,71,118,144.74
2024-01,16,16991.49,47,64,118,144.0
2024-01,17,13644.61,42,53,118,115.63
2024-01,18,16490.93,47,55,118,139.75
2024-01,19,14895.3,52,65,118,126.23
2024-01,20,12123.55,50,65,118,102.74
2024-01,21,15610.1,50,70,118,132.29
2024-01,22,12111.31,45,59,118,102.64
2024-01,23,13731.85,51,65,118,116.37
2024-02,0,8588.81,32,36,100,85.89
2024-02,1,19471.12,47,63,100,194.71
2024-02,2,14983.05,45,61,100,149.83
2024-02,3,21209.36,48,66,100,212.09
2024-02,4,13761.8,47,70,100,137.62
2024-02,5,25323.84,47,61,100,253.24
2024-02,6,7128.87,36,53,100,71.29
2024-02,7,9998.78,40,55,100,99.99
2024-02,8,14994.79,41,59,100,149.95
2024-02,9,13295.59,37,48,100,132.96
2024-02,10,11728.14,44,54,100,117.28
2024-02,11,18680.97,38,50,100,186.81
2024-02,12,11496.01,39,49,100,114.96
2024-02,13,19337.13,48,67,100,193.37
2024-02,14,13548.07,47,62,100,135.48
2024-02,15,16263.72,43,61,100,162.64
2024-02,16,11426.12,40,54,100,114.26
2024-02,17,9655.63,40,52,100,96.56
2024-02,18,14819.25,41,55,100,148.19
2024-02,19,13030.25,39,53,100,130.3
2024-02,20,24720.14,42,66,100,247.2
2024-02,21,9283.96,31,41,100,92.84
2024-02,22,15017.09,45,55,100,150.17
2024-03,0,13806.47,33,38,105,131.49
2024-03,1,21520.66,43,64,105,204.96
2024-03,2,22020.97,55,76,105,209.72
2024-03,3,16762.29,45,60,105,159.64
2024-03,4,19938.42,47,71,105,189.89
2024-03,5,20797.19,53,67,105,198.07
2024-03,6,11047.84,41,50,105,105.22
2024-03,7,13422.08,47,57,105,127.83
2024-03,8,22311.61,45,66,105,212.49
2024-03,9,21020.25,45,62,105,200.19
2024-03,10,14067.57,38,58,105,133.98
2024-03,11,16285.1,51,66,105,155.1
2024-03,12,20011.45,50,69,105,190.59
2024-03,13,17103.03,46,68,105,162.89
2024-03,14,14643.05,43,59,105,139.46
2024-03,15,16295.13,46,65,105,155.19
2024-03,16,18936.76,48,67,105,180.35
2024-03,17,17730.73,50,72,105,168.86
2024-03,18,14177.36,44,54,105,135.02
2024-03,19,15580.28,44,62,105,148.38
2024-03,20,15286.26,46,66,105,145.58
2024-03,21,19654.72,43,62,105,187.19
2024-04,0,10600.06,29,37,96,110.42
2024-04,1,10628.8,40,61,96,110.72
2024-04,2,20720.27,44,68,96,215.84
2024-04,3,15498.25,49,66,96,161.44
2024-04,4,10376.65,36,50,96,108.09
2024-04,5,14928.08,45,55,96,155.5
2024-04,6,9859.69,38,53,96,102.71
2024-04,7,6657.88,46,57,96,69.35
2024-04,8,12654.9,37,51,96,131.82
2024-04,9,16995.04,49,68,96,177.03
2024-04,10,9360.26,43,49,96,97.5
2024-04,11,10145.37,35,51,96,105.68
2024-04,12,8138.72,36,45,96,84.78
2024-04,13,15431.76,40,53,96,160.75
2024-04,14,13046.42,39,62,96,135.9
2024-04,15,11574.38,37,54,96,120.57
2024-04,16,15700.81,40,58,96,163.55
2024-04,17,14404.42,42,61,96,150.05
2024-04,18,8436.54,39,53,96,87.88
2024-04,19,7829.07,35,45,96,81.55
2024-04,20,8960.83,41,51,96,93.34
2024-05,0,12763.0,31,42,107,119.28
2024-05,1,23819.07,52,70,107,222.61
2024-05,2,15373.09,47,64,107,143.67
2024-05,3,23469.92,49,70,107,219.35
2024-05,4,23706.07,51,75,107,221.55
2024-05,5,17223.05,42,57,107,160.96
2024-05,6,23704.96,56,76,107,221.54
2024-05,7,20923.03,53,76,107,195.54
2024-05,8,22431.05,54,79,107,209.64
2024-05,9,15238.57,40,48,107,142.42
2024-05,10,18508.23,52,70,107,172.97
2024-05,11,16935.24,45,55,107,158.27
2024-05,12,15608.13,47,62,107,145.87
2024-05,13,23345.09,54,75,107,218.18
2024-05,14,18335.34,45,61,107,171.36
2024-05,15,15938.83,43,56,107,148.96
2024-05,16,17401.09,49,67,107,162.63
2024-05,17,21479.92,46,68,107,200.75
2024-05,18,22035.19,43,58,107,205.94
2024-05,19,14153.12,37,52,107,132.27
2024-06,0,9916.77,23,31,100,99.17
2024-06,1,16087.23,40,54,100,160.87
2024-06,2,21551.31,48,69,100,215.51
2024-06,3,24510.51,46,58,100,245.11
2024-06,4,20746.41,52,72,100,207.46
2024-06,5,20746.04,45,52,100,207.46
2024-06,6,19929.69,50,67,100,199.3
2024-06,7,21600.09,51,73,100,216.0
2024-06,8,10885.07,33,42,100,108.85
2024-06,9,19105.23,47,60,100,191.05
2024-06,10,17506.11,42,56,100,175.06
2024-06,11,25843.42,60,83,100,258.43
2024-06,12,9738.97,43,54,100,97.39
2024-06,13,19357.04,48,62,100,193.57
2024-06,14,23438.06,53,84,100,234.38
2024-06,15,26556.38,47,71,100,265.56
2024-06,16,16343.42,42,55,100,163.43
2024-06,17,9611.51,33,42,100,96.12
2024-06,18,17292.52,41,54,100,172.93
2024-07,0,4083.11,17,22,96,42.53
2024-07,1,16341.76,50,66,96,170.23
2024-07,2,9859.77,47,60,96,102.71
2024-07,3,15908.69,47,64,96,165.72
2024-07,4,10682.73,46,59,96,111.28
2024-07,5,8165.84,43,55,96,85.06
2024-07,6,10693.87,45,59,96,111.39
2024-07,7,10918.53,35,43,96,113.73
2024-07,8,14278.73,43,62,96,148.74
2024-07,9,10699.85,37,47,96,111.46
2024-07,10,13840.95,43,56,96,144.18
2024-07,11,14919.32,40,51,96,155.41
2024-07,12,14213.69,40,48,96,148.06
2024-07,13,10217.73,42,50,96,106.43
2024-07,14,9443.63,37,48,96,98.37
2024-07,15,15137.04,47,65,96,157.68
2024-07,16,20119.21,40,53,96,209.58
2024-07,17,7797.29,32,38,96,81.22
2024-08,0,11324.88,29,36,90,125.83
2024-08,1,17831.3,41,54,90,198.13
2024-08,2,13137.28,41,51,90,145.97
2024-08,3,20855.2,38,50,90,231.72
2024-08,4,13494.05,37,47,90,149.93
2024-08,5,12022.34,47,64,90,133.58
2024-08,6,8215.13,41,53,90,91.28
2024-08,7,14765.33,38,57,90,164.06
2024-08,8,9382.07,37,49,90,104.25
2024-08,9,13148.72,45,67,90,146.1
2024-08,10,13077.8,36,43,90,145.31
2024-08,11,12720.66,37,51,90,141.34
2024-08,12,12996.92,46,57,90,144.41
2024-08,13,15535.9,42,54,90,172.62
2024-08,14,9640.86,43,56,90,107.12
2024-08,15,15669.43,35,47,90,174.1
2024-08,16,12460.9,40,53,90,138.45
2024-09,0,5294.47,22,25,84,63.03
2024-09,1,9366.58,36,50,84,111.51
2024-09,2,9559.18,40,54,84,113.8
2024-09,3,10919.87,35,47,84,130.0
2024-09,4,10345.43,38,43,84,123.16
2024-09,5,11995.07,40,57,84,142.8
2024-09,6,10237.2,35,46,84,121.87
2024-09,7,12983.5,42,55,84,154.57
2024-09,8,11683.29,37,49,84,139.09
2024-09,9,9276.74,35,47,84,110.44
2024-09,10,18082.69,45,63,84,215.27
2024-09,11,10547.01,26,36,84,125.56
2024-09,12,12500.59,31,44,84,148.82
2024-09,13,12299.59,32,50,84,146.42
2024-09,14,10780.76,35,43,84,128.34
2024-09,15,13870.55,37,49,84,165.13
2024-10,0,3879.2,25,30,105,36.94
2024-10,1,10148.18,47,63,105,96.65
2024-10,2,12957.33,47,62,105,123.4
2024-10,3,8481.4,38,50,105,80.78
2024-10,4,9431.08,40,60,105,89.82
2024-10,5,12000.79,46,64,105,114.29
2024-10,6,12369.64,51,64,105,117.81
2024-10,7,15300.58,47,62,105,145.72
2024-10,8,14623.79,43,58,105,139.27
2024-10,9,9329.45,46,61,105,88.85
2024-10,10,15593.71,43,60,105,148.51
2024-10,11,14745.15,47,69,105,140.43
2024-10,12,9102.65,40,54,105,86.69
2024-10,13,12768.97,47,62,105,121.61
2024-10,14,14024.92,45,65,105,133.57
2024-11,0,8150.0,29,34,111,73.42
2024-11,1,23135.32,53,81,111,208.43
2024-11,2,21837.04,56,79,111,196.73
2024-11,3,18323.52,52,66,111,165.08
2024-11,4,19381.6,52,83,111,174.61
2024-11,5,28973.85,53,72,111,261.03
2024-11,6,18777.75,43,61,111,169.17
2024-11,7,20174.16,48,68,111,181.75
2024-11,8,15167.92,47,59,111,136.65
2024-11,9,19377.6,45,56,111,174.57
2024-11,10,16241.96,47,63,111,146.32
2024-11,11,14924.82,50,63,111,134.46
2024-11,12,21132.31,42,68,111,190.38
2024-11,13,16970.23,37,50,111,152.88
2024-12,0,16711.01,45,56,134,124.71
2024-12,1,28861.47,70,103,134,215.38
2024-12,2,23494.0,60,75,134,175.33
2024-12,3,19216.8,58,77,134,143.41
2024-12,4,19139.6,60,86,134,142.83
2024-12,5,25237.61,63,92,134,188.34
2024-12,6,22961.54,59,78,134,171.35
2024-12,7,18816.45,57,75,134,140.42
2024-12,8,14624.79,50,66,134,109.14
2024-12,9,16262.1,48,65,134,121.36
2024-12,10,19049.54,54,75,134,142.16
2024-12,11,26493.37,56,73,134,197.71
2024-12,12,18270.89,43,61,134,136.35
2025-01,0,8054.64,31,37,114,70.65
2025-01,1,20358.63,55,78,114,178.58
2025-01,2,15862.31,55,75,114,139.14
2025-01,3,30149.44,57,78,114,264.47
2025-01,4,17509.83,49,61,114,153.6
2025-01,5,16554.4,55,76,114,145.21
2025-01,6,27123.88,62,91,114,237.93
2025-01,7,21965.52,58,83,114,192.68
2025-01,8,16805.55,45,61,114,147.42
2025-01,9,20874.83,57,72,114,183.11
2025-01,10,22580.96,51,70,114,198.08
2025-01,11,15548.91,44,57,114,136.39
2025-02,0,6594.6,28,32,100,65.95
2025-02,1,18498.64,46,68,100,184.99
2025-02,2,17273.56,53,70,100,172.74
2025-02,3,10272.73,42,55,100,102.73
2025-02,4,18108.75,43,61,100,181.09
2025-02,5,15306.99,44,57,100,153.07
2025-02,6,16790.02,39,54,100,167.9
2025-02,7,15393.53,43,60,100,153.94
2025-02,8,7736.93,27,35,100,77.37
2025-02,9,18184.68,42,62,100,181.85
2025-02,10,11082.95,31,43,100,110.83
2025-03,0,8747.68,18,23,87,100.55
2025-03,1,16388.25,40,56,87,188.37
2025-03,2,15442.31,37,53,87,177.5
2025-03,3,14246.97,42,53,87,163.76
2025-03,4,12830.68,38,51,87,147.48
2025-03,5,15945.76,37,47,87,183.28
2025-03,6,8112.55,31,42,87,93.25
2025-03,7,14111.85,31,37,87,162.21
2025-03,8,8129.21,33,41,87,93.44
2025-03,9,15168.71,42,59,87,174.35
2025-04,0,7149.09,25,31,115,62.17
2025-04,1,22102.41,57,75,115,192.19
2025-04,2,22637.75,54,75,115,196.85
2025-04,3,16159.26,56,77,115,140.52
2025-04,4,19071.78,50,66,115,165.84
2025-04,5,16618.09,54,72,115,144.51
2025-04,6,19252.08,58,70,115,167.41
2025-04,7,26196.32,48,69,115,227.79
2025-04,8,20471.8,48,63,115,178.02
2025-05,0,17851.91,42,52,110,162.29
2025-05,1,18354.75,53,66,110,166.86
2025-05,2,17543.05,47,66,110,159.48
2025-05,3,21808.38,43,64,110,198.26
2025-05,4,18432.79,44,66,110,167.57
2025-05,5,17386.16,43,59,110,158.06
2025-05,6,19488.53,44,64,110,177.17
2025-05,7,10830.1,37,46,110,98.46
2025-06,0,6100.16,27,29,88,69.32
2025-06,1,15042.03,48,64,88,170.93
2025-06,2,13532.71,45,59,88,153.78
2025-06,3,16791.81,39,57,88,190.82
2025-06,4,13786.32,46,61,88,156.66
2025-06,5,14182.12,38,56,88,161.16
2025-06,6,10044.28,30,37,88,114.14
2025-07,0,9449.4,26,36,88,107.38
2025-07,1,16315.65,47,67,88,185.41
2025-07,2,9495.55,37,45,88,107.9
2025-07,3,6458.51,30,43,88,73.39
2025-07,4,10590.06,41,52,88,120.34
2025-07,5,14452.52,36,54,88,164.23
2025-08,0,8067.68,46,51,134,60.21
2025-08,1,16731.58,74,103,134,124.86
2025-08,2,22496.55,75,114,134,167.88
2025-08,3,17861.42,65,86,134,133.29
2025-08,4,18826.03,55,80,134,140.49
2025-09,0,10668.97,26,33,94,113.5
2025-09,1,16729.49,54,78,94,177.97
2025-09,2,21225.44,52,80,94,225.8
2025-09,3,15966.27,42,57,94,169.85
2025-10,0,11178.41,39,50,120,93.15
2025-10,1,21406.79,73,101,120,178.39
2025-10,2,18954.13,52,71,120,157.95
2025-11,0,13874.88,39,48,115,120.65
2025-11,1,29348.79,84,120,115,255.21
